away,home,date,time,forecast,precip,wind
Rams,Panthers,"Rams
Panthers",Rams,70°F Clouds,0 %,14.23 NNW
Packers,Bears,"Packers
Bears",Packers,30°F Mostly Cloudy,0 %,11.38 E
Bills,Jaguars,"Bills
Jaguars",Bills,62°F Mostly Cloudy,0 %,9.5 SE
49ers,Eagles,"49ers
Eagles",49ers,41°F Partly Cloudy,0 %,12.25 E
Texans,Steelers,"Texans
Steelers",Texans,32°F Partly Cloudy,0 %,8.31 NE
Chargers,Patriots,"Chargers
Patriots",Chargers,Dome,--,
