Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Giants @ Rams,Spread,"Tue 9/22, 12:15 AM",+6.5 (+120) | -7 (-102),64% | 36%,65% | 35%,+1%,"34,669",2026-09-20 19:00
Raiders @ Chargers,Spread,8:05 PM,+6.5 (+104) | -6.5 (-102),51% | 49%,40% | 60%,+11%,"65,153",2026-09-20 19:00
Jaguars @ Broncos,Spread,8:05 PM,+2.5 (+108) | -2.5 (-106),69% | 31%,83% | 17%,+14%,"83,924",2026-09-20 19:00
Commanders @ Cowboys,Spread,8:25 PM,+3.5 (+106) | -3.5 (-106),56% | 44%,70% | 30%,+14%,"90,175",2026-09-20 19:00
Dolphins @ 49ers,Spread,8:25 PM,+13.5 (-104) | -12.5 (-102),14% | 86%,51% | 49%,+37%,"70,833",2026-09-20 19:00
Seahawks @ Cardinals,Spread,8:25 PM,-3.5 (-104) | +3.5 (+106),63% | 37%,62% | 38%,+1%,"66,834",2026-09-20 19:00
Colts @ Chiefs,Spread,"Mon 9/21, 12:20 AM",+5.5 (+102) | -5.5 (-102),21% | 79%,28% | 72%,+7%,"73,584",2026-09-20 19:00
Browns @ Buccaneers,Spread,3RD 6:17,+10.5 (+100) | -7.5 (-102),12% | 88%,11% | 89%,+1%,"106,361",2026-09-20 19:00
Packers @ Jets,Spread,3RD 10:37,-3.5 (+120) | +3.5 (-112),75% | 25%,48% | 52%,+27%,"95,556",2026-09-20 19:00
Panthers @ Falcons,Spread,3RD 13:16,-2.5 (+102) | +17.5 (-113),69% | 31%,55% | 45%,+14%,"91,724",2026-09-20 19:00
Eagles @ Titans,Spread,3RD 4:07,-6.5 (-111) | +9.5 (-117),94% | 6%,92% | 8%,+2%,"116,165",2026-09-20 19:00
Bengals @ Texans,Spread,3RD 12:28,+2.5 (+111) | +3.5 (+100),56% | 44%,47% | 53%,+9%,"117,761",2026-09-20 19:00
Saints @ Ravens,Spread,3RD 2:02,+10.5 (-104) | -7.5 (-102),18% | 82%,14% | 86%,+4%,"115,817",2026-09-20 19:00
Vikings @ Bears,Spread,3RD 5:19,+4.5 (-102) | -3.5 (-104),36% | 64%,37% | 63%,+1%,"125,086",2026-09-20 19:00
Steelers @ Patriots,Spread,3RD 7:19,+7.5 (-133) | -4.5 (+102),57% | 43%,55% | 45%,+2%,"88,922",2026-09-20 19:00
Lions @ Bills,Spread,Final,+16.5 (-104) | -5.5 (+102),50% | 50%,39% | 61%,+11%,"292,239",2026-09-20 19:00
Giants @ Rams,Total,"Tue 9/22, 12:15 AM",o47.5 (-102) | u47.5 (+104),48% | 52%,64% | 36%,+16%,"34,669",2026-09-20 19:00
Raiders @ Chargers,Total,8:05 PM,o43.5 (+100) | u43.5 (+102),31% | 69%,35% | 65%,+4%,"65,153",2026-09-20 19:00
Jaguars @ Broncos,Total,8:05 PM,o45.5 (-102) | u45.5 (+102),27% | 73%,49% | 51%,+22%,"83,924",2026-09-20 19:00
Commanders @ Cowboys,Total,8:25 PM,o51.5 (+111) | u50.5 (+104),28% | 72%,48% | 52%,+20%,"90,175",2026-09-20 19:00
Dolphins @ 49ers,Total,8:25 PM,o44.5 (-106) | u44.5 (+106),29% | 71%,27% | 73%,+2%,"70,833",2026-09-20 19:00
Seahawks @ Cardinals,Total,8:25 PM,o41.5 (+102) | u41.5 (-102),77% | 23%,66% | 34%,+11%,"66,834",2026-09-20 19:00
Colts @ Chiefs,Total,"Mon 9/21, 12:20 AM",o45.5 (-102) | u45.5 (+104),24% | 76%,39% | 61%,+15%,"73,584",2026-09-20 19:00
Browns @ Buccaneers,Total,3RD 6:17,o37.5 (-104) | u41.5 (-102),33% | 67%,67% | 33%,+34%,"106,361",2026-09-20 19:00
Packers @ Jets,Total,3RD 10:37,o35.5 (+113) | u43.5 (+106),32% | 68%,34% | 66%,+2%,"95,556",2026-09-20 19:00
Panthers @ Falcons,Total,3RD 13:16,o43.5 (+113) | u43.5 (-106),38% | 62%,77% | 23%,+39%,"91,724",2026-09-20 19:00
Eagles @ Titans,Total,3RD 4:07,o39.5 (-106) | u43.5 (-108),29% | 71%,27% | 73%,+2%,"116,165",2026-09-20 19:00
Bengals @ Texans,Total,3RD 12:28,o32.5 (+100) | u45.5 (-106),34% | 66%,49% | 51%,+15%,"117,761",2026-09-20 19:00
Saints @ Ravens,Total,3RD 2:02,o42.5 (+108) | u45.5 (-106),25% | 75%,46% | 54%,+21%,"115,817",2026-09-20 19:00
Vikings @ Bears,Total,3RD 5:19,o30.5 (+104) | u46.5 (-105),27% | 73%,48% | 52%,+21%,"125,086",2026-09-20 19:00
Steelers @ Patriots,Total,3RD 7:19,o31.5 (+104) | u41.5 (-106),37% | 63%,32% | 68%,+5%,"88,922",2026-09-20 19:00
Lions @ Bills,Total,Final,o54.5 (-102) | u63.5 (+104),17% | 83%,66% | 34%,+49%,"292,239",2026-09-20 19:00
Giants @ Rams,Moneyline,"Tue 9/22, 12:15 AM",+277 | -277,11% | 89%,41% | 59%,+30%,"34,669",2026-09-20 19:00
Raiders @ Chargers,Moneyline,8:05 PM,+277 | -277,11% | 89%,13% | 87%,+2%,"65,153",2026-09-20 19:00
Jaguars @ Broncos,Moneyline,8:05 PM,+133 | -130,38% | 62%,56% | 44%,+18%,"83,924",2026-09-20 19:00
Commanders @ Cowboys,Moneyline,8:25 PM,+190 | -190,14% | 86%,29% | 71%,+15%,"90,175",2026-09-20 19:00
Dolphins @ 49ers,Moneyline,8:25 PM,+852 | -809,2% | 98%,3% | 97%,+1%,"70,833",2026-09-20 19:00
Seahawks @ Cardinals,Moneyline,8:25 PM,-190 | +190,92% | 8%,89% | 11%,+3%,"66,834",2026-09-20 19:00
Colts @ Chiefs,Moneyline,"Mon 9/21, 12:20 AM",+257 | -239,1% | 99%,2% | 98%,+1%,"73,584",2026-09-20 19:00
Browns @ Buccaneers,Moneyline,3RD 6:17,+376 | -344,3% | 97%,1% | 99%,+2%,"106,361",2026-09-20 19:00
Packers @ Jets,Moneyline,3RD 10:37,-153 | +285,91% | 9%,93% | 7%,+2%,"95,556",2026-09-20 19:00
Panthers @ Falcons,Moneyline,3RD 13:16,-125 | +400,80% | 20%,84% | 16%,+4%,"91,724",2026-09-20 19:00
Eagles @ Titans,Moneyline,3RD 4:07,-292 | +488,98% | 2%,85% | 15%,+13%,"116,165",2026-09-20 19:00
Bengals @ Texans,Moneyline,3RD 12:28,+135 | -135,30% | 70%,63% | 37%,+33%,"117,761",2026-09-20 19:00
Saints @ Ravens,Moneyline,3RD 2:02,+488 | -360,3% | 97%,3% | 97%,,"115,817",2026-09-20 19:00
Vikings @ Bears,Moneyline,3RD 5:19,+190 | -156,9% | 91%,5% | 95%,+4%,"125,086",2026-09-20 19:00
Steelers @ Patriots,Moneyline,3RD 7:19,+1011 | -208,16% | 84%,29% | 71%,+13%,"88,922",2026-09-20 19:00
Lions @ Bills,Moneyline,Final,+1329 | -228,9% | 91%,16% | 84%,+7%,"292,239",2026-09-20 19:00
