away,home,date,time,forecast,precip,wind
Bills,Broncos,"Bills
Broncos",Bills,46°F Partly Cloudy,0 %,4.84 S
49ers,Seahawks,"49ers
Seahawks",49ers,48°F Clear,0 %,3.19 S
Texans,Patriots,"Texans
Patriots",Texans,35°F Partly Cloudy,0 %,6.06 E
Rams,Bears,"Rams
Bears",Rams,18°F Clouds,0 %,7.62 ENE
