team,player,pos,status,injury,description,date
Los Angeles Chargers,Gary Jennings,WR,Out,IR,Gary Jennings (Concussion) is out this week.,Aug 18
New York Giants,Najee Harris,RB,Out,Achilles,Harris is out with achilles,Sep 23
