game_time,away,home,matchup,away_qb,home_qb,injuries,weather,spread,total,fetched
THU8:15 PM ET,ATL,TB,ATL @ TB,Kirk Cousins,B. Mayfield,None,"0%
58°  5 mph NNW Wind",TB -6,43.5,2025-12-14 17:22:24
SUN1:00 PM ET,CLE,CHI,CLE @ CHI,S. Sanders,C. Williams,None,"1% Precipitation
11°  14 mph WNW Wind",CHI-7.5,38.0,2025-12-14 17:22:25
SUN1:00 PM ET,BAL,CIN,BAL @ CIN,L. Jackson,Joe Burrow,None,"0%
12°  11 mph NW Wind",BAL-3,51.5,2025-12-14 17:22:25
SUN1:00 PM ET,ARI,HOU,ARI @ HOU,J. Brissett,C.J. Stroud,None,"Dome
In Domed Stadium",HOU-10,42.5,2025-12-14 17:22:26
SUN1:00 PM ET,NYJ,JAX,NYJ @ JAX,Brady Cook,T. Lawrence,None,"2% Precipitation
70°  17 mph NW Wind",JAX-14,40.5,2025-12-14 17:22:27
SUN1:00 PM ET,LAC,KC,LAC @ KC,J. Herbert,P. Mahomes,None,"0%
16°  2 mph NE Wind",KC -6,41.5,2025-12-14 17:22:27
SUN1:00 PM ET,BUF,NE,BUF @ NE,Josh Allen,Drake Maye,None,"87% Snow
31°  7 mph NNW Wind",BUF-2.5,49.5,2025-12-14 17:22:28
SUN1:00 PM ET,WAS,NYG,WAS @ NYG,M. Mariota,Jaxson Dart,None,"9% Precipitation
29°  16 mph NW Wind",NYG-2.5,46.0,2025-12-14 17:22:29
SUN1:00 PM ET,LV,PHI,LV @ PHI,K. Pickett,Jalen Hurts,None,"6% Precipitation
28°  16 mph NW Wind",PHI-12.5,37.5,2025-12-14 17:22:30
SUN4:25 PM ET,GB,DEN,GB @ DEN,Jordan Love,Bo Nix,Josh Jacobs (RB)-Q,"0%
63°  2 mph NW Wind",GB -1,42.5,2025-12-14 17:22:30
SUN4:25 PM ET,DET,LAR,DET @ LAR,Jared Goff,M. Stafford,"K. Raymond (WR)-Q, D. Adams (WR)-Q","Dome
In Domed Stadium",LAR-6,55.0,2025-12-14 17:22:30
SUN4:25 PM ET,CAR,NO,CAR @ NO,Bryce Young,Tyler Shough,None,"Dome
In Domed Stadium",CAR-2.5,41.5,2025-12-14 17:22:31
SUN4:25 PM ET,TEN,SF,TEN @ SF,Cam Ward,Brock Purdy,C. McCaffrey (RB)-Q,"0%
55°  3 mph NW Wind",SF -12.5,44.5,2025-12-14 17:22:31
SUN4:25 PM ET,IND,SEA,IND @ SEA,P. Rivers,Sam Darnold,None,"30% Precipitation
54°  9 mph S Wind",SEA-13.5,41.5,2025-12-14 17:22:32
SUN8:20 PM ET,MIN,DAL,MIN @ DAL,J. McCarthy,Dak Prescott,J. Ferguson (TE)-Q,"Dome
In Domed Stadium",DAL-5.5,47.5,2025-12-14 17:22:32
MON8:15 PM ET,MIA,PIT,MIA @ PIT,T. Tagovailoa,A. Rodgers,None,"0%
19°  8 mph SW Wind",PIT-3,42.5,2025-12-14 17:22:32
