game_time,away,home,matchup,away_qb,home_qb,injuries,weather,spread,total,fetched
THU1:00 PM ET,DAL,WAS,DAL @ WAS,Dak Prescott,Josh Johnson,"J. Williams (RB)-Q, J. Ferguson (TE)-Q","0%
52°  8 mph W Wind",DAL-8.5,50.5,2025-12-26 01:41:17
THU4:30 PM ET,DET,MIN,DET @ MIN,Jared Goff,Max Brosmer,A. St. Brown (WR)-Q,"Dome
In Domed Stadium",DET-7.5,45.0,2025-12-26 01:41:25
THU8:15 PM ET,DEN,KC,DEN @ KC,Bo Nix,C. Oladokun,None,"0%
62°  8 mph S Wind",DEN-13.5,38.0,2025-12-26 01:41:26
SAT4:30 PM ET,HOU,LAC,HOU @ LAC,C.J. Stroud,J. Herbert,None,"Dome
In Domed Stadium",LAC-1.5,39.5,2025-12-26 01:41:26
SAT8:00 PM ET,BAL,GB,BAL @ GB,L. Jackson,Jordan Love,"L. Jackson (QB)-D, Jordan Love (QB)-Q, C. Watson (WR)-Q","28% Precipitation
37°  5 mph SE Wind",GB -4.5,40.0,2025-12-26 01:41:26
SUN1:00 PM ET,SEA,CAR,SEA @ CAR,Sam Darnold,Bryce Young,None,"1% Precipitation
57°  5 mph SE Wind",SEA-7,42.5,2025-12-26 01:41:27
SUN1:00 PM ET,ARI,CIN,ARI @ CIN,J. Brissett,Joe Burrow,M. Harrison (WR)-Q,"70% Rain
65°  10 mph SSW Wind",CIN-7,53.0,2025-12-26 01:41:27
SUN1:00 PM ET,PIT,CLE,PIT @ CLE,A. Rodgers,S. Sanders,"C. Austin (WR)-Q, D. Sampson (RB)-Q","93% Rain
51°  11 mph S Wind",PIT-3,34.0,2025-12-26 01:41:28
SUN1:00 PM ET,JAX,IND,JAX @ IND,T. Lawrence,P. Rivers,None,"Dome
In Domed Stadium",JAX-6.5,48.5,2025-12-26 01:41:28
SUN1:00 PM ET,TB,MIA,TB @ MIA,B. Mayfield,Quinn Ewers,"Chris Godwin (WR)-Q, D. Waller (TE)-Q","0% Rain
78°  5 mph NE Wind",TB -5.5,45.5,2025-12-26 01:41:28
SUN1:00 PM ET,NE,NYJ,NE @ NYJ,Drake Maye,Brady Cook,"T. Henderson (RB)-Q, K. Boutte (WR)-Q, Mack Hollins (WR)-Q, Mason Taylor (TE)-Q","9% Precipitation
33°  5 mph WSW Wind",NE -13.5,43.0,2025-12-26 01:41:29
SUN1:00 PM ET,NO,TEN,NO @ TEN,Tyler Shough,Cam Ward,"Alvin Kamara (RB)-Q, Mason Tipton (WR)-Q, Gunnar Helm (TE)-Q","18% Precipitation
73°  14 mph SSW Wind",NO -2.5,39.5,2025-12-26 01:41:29
SUN4:05 PM ET,NYG,LV,NYG @ LV,Jaxson Dart,Geno Smith,None,"Dome
In Domed Stadium",NYG-1,41.5,2025-12-26 01:41:29
SUN4:25 PM ET,PHI,BUF,PHI @ BUF,Jalen Hurts,Josh Allen,"A.J. Brown (WR)-Q, Josh Allen (QB)-Q, D. Kincaid (TE)-Q, Matt Prater (K)-Q","81% Rain
44°  6 mph S Wind",BUF-1,44.0,2025-12-26 01:41:30
SUN8:20 PM ET,CHI,SF,CHI @ SF,C. Williams,Brock Purdy,"Rome Odunze (WR)-Q, L. Burden (WR)-Q, R. Pearsall (WR)-Q, G. Kittle (TE)-Q","1% Precipitation
50°  4 mph WSW Wind",SF -3,52.5,2025-12-26 01:41:30
MON8:15 PM ET,LAR,ATL,LAR @ ATL,M. Stafford,Kirk Cousins,"D. Adams (WR)-Q, Drake London (WR)-Q","Dome
In Domed Stadium",LAR-8,50.0,2025-12-26 01:41:31
