Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Saints @ Buccaneers,Total,"Sun 12/07, 6:00 PM",o42.5 (-110) | u42.5 (-105),57% | 43%,39% | 61%,+18%,"6,396",2025-12-03 03:26
Dolphins @ Jets,Total,"Sun 12/07, 6:00 PM",o40.5 (-109) | u40.5 (-108),70% | 30%,63% | 37%,+7%,"4,649",2025-12-03 03:26
Titans @ Browns,Total,"Sun 12/07, 6:00 PM",o33.5 (-110) | u33.5 (-105),73% | 27%,70% | 30%,+3%,"4,170",2025-12-03 03:26
Seahawks @ Falcons,Total,"Sun 12/07, 6:00 PM",o44 (-112) | u44.5 (-110),67% | 33%,62% | 38%,+5%,"6,654",2025-12-03 03:26
Steelers @ Ravens,Total,"Sun 12/07, 6:00 PM",o43.5 (-102) | u43.5 (-110),47% | 53%,29% | 71%,+18%,"7,825",2025-12-03 03:26
Bengals @ Bills,Total,"Sun 12/07, 6:00 PM",o52.5 (-110) | u52.5 (-105),41% | 59%,42% | 58%,+1%,"5,795",2025-12-03 03:26
Broncos @ Raiders,Total,"Sun 12/07, 9:05 PM",o40.5 (-105) | u40.5 (-109),64% | 36%,59% | 41%,+5%,"4,124",2025-12-03 03:26
Bears @ Packers,Total,"Sun 12/07, 9:25 PM",o44.5 (-109) | u44.5 (-106),51% | 49%,43% | 57%,+8%,"6,543",2025-12-03 03:26
Rams @ Cardinals,Total,"Sun 12/07, 9:25 PM",o48 (-110) | u48 (-107),39% | 61%,32% | 68%,+7%,"4,584",2025-12-03 03:26
Texans @ Chiefs,Total,"Mon 12/08, 1:20 AM",o41.5 (-110) | u42 (-110),65% | 35%,43% | 57%,+22%,"7,966",2025-12-03 03:26
Eagles @ Chargers,Total,"Tue 12/09, 1:15 AM",o40.5 (-109) | u40.5 (-105),71% | 29%,74% | 26%,+3%,"3,978",2025-12-03 03:26
Cowboys @ Lions,Moneyline,"Fri 12/05, 1:15 AM",+142 | -152,47% | 53%,51% | 49%,+4%,"13,121",2025-12-03 03:26
Commanders @ Vikings,Moneyline,"Sun 12/07, 6:00 PM",+110 | -124,55% | 45%,74% | 26%,+19%,"4,432",2025-12-03 03:26
Colts @ Jaguars,Moneyline,"Sun 12/07, 6:00 PM",-124 | +110,72% | 28%,71% | 29%,+1%,"5,881",2025-12-03 03:26
Saints @ Buccaneers,Moneyline,"Sun 12/07, 6:00 PM",+385 | -450,4% | 96%,8% | 92%,+4%,"6,396",2025-12-03 03:26
Dolphins @ Jets,Moneyline,"Sun 12/07, 6:00 PM",-146 | +130,79% | 21%,82% | 18%,+3%,"4,649",2025-12-03 03:26
Titans @ Browns,Moneyline,"Sun 12/07, 6:00 PM",+176 | -195,11% | 89%,7% | 93%,+4%,"4,170",2025-12-03 03:26
Seahawks @ Falcons,Moneyline,"Sun 12/07, 6:00 PM",-375 | +330,94% | 6%,93% | 7%,+1%,"6,654",2025-12-03 03:26
Steelers @ Ravens,Moneyline,"Sun 12/07, 6:00 PM",+245 | -275,15% | 85%,14% | 86%,+1%,"7,825",2025-12-03 03:26
Bengals @ Bills,Moneyline,"Sun 12/07, 6:00 PM",+245 | -250,18% | 82%,31% | 69%,+13%,"5,795",2025-12-03 03:26
Broncos @ Raiders,Moneyline,"Sun 12/07, 9:05 PM",-420 | +350,97% | 3%,98% | 2%,+1%,"4,124",2025-12-03 03:26
Bears @ Packers,Moneyline,"Sun 12/07, 9:25 PM",+250 | -285,30% | 70%,70% | 30%,+40%,"6,543",2025-12-03 03:26
Rams @ Cardinals,Moneyline,"Sun 12/07, 9:25 PM",-400 | +350,97% | 3%,99% | 1%,+2%,"4,584",2025-12-03 03:26
Texans @ Chiefs,Moneyline,"Mon 12/08, 1:20 AM",+154 | -175,20% | 80%,22% | 78%,+2%,"7,966",2025-12-03 03:26
Eagles @ Chargers,Moneyline,"Tue 12/09, 1:15 AM",-152 | +130,80% | 20%,89% | 11%,+9%,"3,978",2025-12-03 03:26
