Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Cowboys @ Lions,Spread,"Fri 12/05, 1:15 AM",+3 (-109) | -3 (-104),80% | 20%,89% | 11%,+9%,"13,121",2025-12-03 03:26
Commanders @ Vikings,Spread,"Sun 12/07, 6:00 PM",+1.5 (-105) | -1.5 (-112),77% | 23%,55% | 45%,+22%,"4,432",2025-12-03 03:26
Colts @ Jaguars,Spread,"Sun 12/07, 6:00 PM",-1.5 (-110) | +1.5 (-105),54% | 46%,55% | 45%,+1%,"5,881",2025-12-03 03:26
Saints @ Buccaneers,Spread,"Sun 12/07, 6:00 PM",+8.5 (-108) | -8.5 (-108),30% | 70%,26% | 74%,+4%,"6,396",2025-12-03 03:26
Dolphins @ Jets,Spread,"Sun 12/07, 6:00 PM",-2.5 (-117) | +2.5 (+102),71% | 29%,67% | 33%,+4%,"4,649",2025-12-03 03:26
Titans @ Browns,Spread,"Sun 12/07, 6:00 PM",+4 (-108) | -3.5 (-115),46% | 54%,45% | 55%,+1%,"4,170",2025-12-03 03:26
Seahawks @ Falcons,Spread,"Sun 12/07, 6:00 PM",-7.5 (-102) | +7 (-105),76% | 24%,86% | 14%,+10%,"6,654",2025-12-03 03:26
Steelers @ Ravens,Spread,"Sun 12/07, 6:00 PM",+6 (-110) | -6 (-108),59% | 41%,46% | 54%,+13%,"7,825",2025-12-03 03:26
Bengals @ Bills,Spread,"Sun 12/07, 6:00 PM",+5.5 (-105) | -5.5 (-105),68% | 32%,71% | 29%,+3%,"5,795",2025-12-03 03:26
Broncos @ Raiders,Spread,"Sun 12/07, 9:05 PM",-7.5 (-105) | +7.5 (-105),75% | 25%,67% | 33%,+8%,"4,124",2025-12-03 03:26
Bears @ Packers,Spread,"Sun 12/07, 9:25 PM",+6.5 (-105) | -6.5 (-110),83% | 17%,85% | 15%,+2%,"6,543",2025-12-03 03:26
Rams @ Cardinals,Spread,"Sun 12/07, 9:25 PM",-8 (-110) | +8 (-108),70% | 30%,78% | 22%,+8%,"4,584",2025-12-03 03:26
Texans @ Chiefs,Spread,"Mon 12/08, 1:20 AM",+3.5 (-114) | -3.5 (-102),68% | 32%,80% | 20%,+12%,"7,966",2025-12-03 03:26
Eagles @ Chargers,Spread,"Tue 12/09, 1:15 AM",-3 (-102) | +3 (-113),57% | 43%,56% | 44%,+1%,"3,978",2025-12-03 03:26
Cowboys @ Lions,Total,"Fri 12/05, 1:15 AM",o54.5 (-108) | u54.5 (-110),46% | 54%,60% | 40%,+14%,"13,121",2025-12-03 03:26
Commanders @ Vikings,Total,"Sun 12/07, 6:00 PM",o41.5 (-110) | u42.5 (-112),63% | 37%,59% | 41%,+4%,"4,432",2025-12-03 03:26
Colts @ Jaguars,Total,"Sun 12/07, 6:00 PM",o47.5 (-110) | u48.5 (-110),50% | 50%,31% | 69%,+19%,"5,881",2025-12-03 03:26
