Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Vikings @ Packers,Total,"Sun 11/23, 6:00 PM",o41.5 (-102) | u41 (-107),64% | 36%,69% | 31%,+5%,"7,345",2025-11-20 12:33
Browns @ Raiders,Total,"Sun 11/23, 9:05 PM",o36.5 (-104) | u36 (-109),63% | 37%,42% | 58%,+21%,"10,238",2025-11-20 12:33
Jaguars @ Cardinals,Total,"Sun 11/23, 9:05 PM",o47.5 (-105) | u47.5 (-110),38% | 62%,39% | 61%,+1%,"9,385",2025-11-20 12:33
Falcons @ Saints,Total,"Sun 11/23, 9:25 PM",o39.5 (-105) | u39.5 (-110),59% | 41%,60% | 40%,+1%,"10,380",2025-11-20 12:33
Eagles @ Cowboys,Total,"Sun 11/23, 9:25 PM",o47.5 (-110) | u47.5 (-102),41% | 59%,37% | 63%,+4%,"11,182",2025-11-20 12:33
Buccaneers @ Rams,Total,"Mon 11/24, 1:20 AM",o49.5 (-109) | u49.5 (-108),33% | 67%,32% | 68%,+1%,"8,678",2025-11-20 12:33
Panthers @ 49ers,Total,"Tue 11/25, 1:15 AM",o48.5 (-105) | u49 (-110),38% | 62%,30% | 70%,+8%,"9,855",2025-11-20 12:33
Giants @ Lions,Moneyline,"Sun 11/23, 6:00 PM",+460 | -520,3% | 97%,7% | 93%,+4%,"11,733",2025-11-20 12:34
Bills @ Texans,Moneyline,"Fri 11/21, 1:15 AM",-265 | +235,93% | 7%,93% | 7%,,"34,391",2025-11-20 12:34
Seahawks @ Titans,Moneyline,"Sun 11/23, 6:00 PM",-850 | +700,97% | 3%,91% | 9%,+6%,"9,203",2025-11-20 12:34
Jets @ Ravens,Moneyline,"Sun 11/23, 6:00 PM",+750 | -900,4% | 96%,6% | 94%,+2%,"7,219",2025-11-20 12:34
Steelers @ Bears,Moneyline,"Sun 11/23, 6:00 PM",+132 | -144,39% | 61%,52% | 48%,+13%,"7,451",2025-11-20 12:34
Patriots @ Bengals,Moneyline,"Sun 11/23, 6:00 PM",-360 | +300,96% | 4%,89% | 11%,+7%,"14,959",2025-11-20 12:34
Colts @ Chiefs,Moneyline,"Sun 11/23, 6:00 PM",+156 | -175,23% | 77%,17% | 83%,+6%,"11,001",2025-11-20 12:34
Vikings @ Packers,Moneyline,"Sun 11/23, 6:00 PM",+240 | -285,9% | 91%,18% | 82%,+9%,"7,345",2025-11-20 12:34
Browns @ Raiders,Moneyline,"Sun 11/23, 9:05 PM",+175 | -200,41% | 59%,71% | 29%,+30%,"10,238",2025-11-20 12:34
Jaguars @ Cardinals,Moneyline,"Sun 11/23, 9:05 PM",-152 | +140,78% | 22%,85% | 15%,+7%,"9,385",2025-11-20 12:34
Falcons @ Saints,Moneyline,"Sun 11/23, 9:25 PM",+110 | -120,81% | 19%,82% | 18%,+1%,"10,380",2025-11-20 12:34
Eagles @ Cowboys,Moneyline,"Sun 11/23, 9:25 PM",-168 | +155,93% | 7%,89% | 11%,+4%,"11,182",2025-11-20 12:34
Buccaneers @ Rams,Moneyline,"Mon 11/24, 1:20 AM",+265 | -305,12% | 88%,17% | 83%,+5%,"8,678",2025-11-20 12:34
Panthers @ 49ers,Moneyline,"Tue 11/25, 1:15 AM",+275 | -340,3% | 97%,3% | 97%,,"9,855",2025-11-20 12:34
