Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Bears @ 49ers,Total,"Mon 12/29, 1:20 AM",o51.5 (-110) | u52.5 (-115),31% | 69%,43% | 57%,+12%,"42,737",2025-12-28 16:46
Rams @ Falcons,Total,"Tue 12/30, 1:15 AM",o49.5 (-108) | u49.5 (+100),53% | 47%,54% | 46%,+1%,"22,214",2025-12-28 16:46
Cowboys @ Commanders,Total,Final,o50 (-112) | u52.5 (-115),63% | 37%,74% | 26%,+11%,"176,911",2025-12-28 16:46
Lions @ Vikings,Total,Final,o45 (-109) | u45.5 (-115),75% | 25%,85% | 15%,+10%,"192,532",2025-12-28 16:46
Broncos @ Chiefs,Total,Final,o37.5 (-110) | u37.5 (+100),56% | 44%,63% | 37%,+7%,"168,101",2025-12-28 16:46
Texans @ Chargers,Total,Final,o40.5 (-110) | u40.5 (-105),68% | 32%,80% | 20%,+12%,"138,445",2025-12-28 16:46
Ravens @ Packers,Total,Final,o37.5 (-108) | u38 (-113),63% | 37%,53% | 47%,+10%,"114,302",2025-12-28 16:46
Giants @ Raiders,Moneyline,9:05 PM,-150 | +140,71% | 29%,59% | 41%,+12%,"36,613",2025-12-28 16:46
Seahawks @ Panthers,Moneyline,6:00 PM,-305 | +260,89% | 11%,78% | 22%,+11%,"63,447",2025-12-28 16:46
Jaguars @ Colts,Moneyline,6:00 PM,-225 | +188,89% | 11%,89% | 11%,,"62,215",2025-12-28 16:46
Saints @ Titans,Moneyline,6:00 PM,-120 | +108,71% | 29%,62% | 38%,+9%,"53,834",2025-12-28 16:46
Cardinals @ Bengals,Moneyline,6:00 PM,+290 | -345,5% | 95%,5% | 95%,,"70,636",2025-12-28 16:47
Steelers @ Browns,Moneyline,6:00 PM,-218 | +185,88% | 12%,88% | 12%,,"59,615",2025-12-28 16:47
Patriots @ Jets,Moneyline,6:00 PM,-1000 | +730,96% | 4%,88% | 12%,+8%,"41,318",2025-12-28 16:47
Buccaneers @ Dolphins,Moneyline,6:00 PM,-225 | +205,80% | 20%,69% | 31%,+11%,"50,441",2025-12-28 16:47
Eagles @ Bills,Moneyline,9:25 PM,+138 | -157,39% | 61%,42% | 58%,+3%,"54,889",2025-12-28 16:47
Bears @ 49ers,Moneyline,"Mon 12/29, 1:20 AM",+165 | -190,28% | 72%,27% | 73%,+1%,"42,737",2025-12-28 16:47
Rams @ Falcons,Moneyline,"Tue 12/30, 1:15 AM",-375 | +340,97% | 3%,95% | 5%,+2%,"22,214",2025-12-28 16:47
Cowboys @ Commanders,Moneyline,Final,-455 | +500,86% | 14%,83% | 17%,+3%,"176,911",2025-12-28 16:47
Lions @ Vikings,Moneyline,Final,-335 | +340,88% | 12%,83% | 17%,+5%,"192,532",2025-12-28 16:47
Broncos @ Chiefs,Moneyline,Final,-910 | +750,80% | 20%,52% | 48%,+28%,"168,101",2025-12-28 16:47
Texans @ Chargers,Moneyline,Final,+100 | -116,47% | 53%,54% | 46%,+7%,"138,445",2025-12-28 16:47
Ravens @ Packers,Moneyline,Final,+120 | -130,27% | 73%,48% | 52%,+21%,"114,302",2025-12-28 16:47
