Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Commanders @ Giants,Spread,"Sun 12/14, 6:00 PM",+2.5 (-105) | -2 (-112),40% | 60%,40% | 60%,,"7,891",2025-12-12 00:30
Falcons @ Buccaneers,Spread,1:15 AM,+5.5 (-105) | -5.5 (-105),36% | 64%,31% | 69%,+5%,"143,171",2025-12-12 00:30
Chargers @ Chiefs,Spread,"Sun 12/14, 6:00 PM",+5.5 (-105) | -5 (-113),75% | 25%,80% | 20%,+5%,"13,833",2025-12-12 00:30
Jets @ Jaguars,Spread,"Sun 12/14, 6:00 PM",+13.5 (-110) | -13 (-108),45% | 55%,30% | 70%,+15%,"6,013",2025-12-12 00:30
Bills @ Patriots,Spread,"Sun 12/14, 6:00 PM",-1.5 (-102) | +1.5 (-113),37% | 63%,44% | 56%,+7%,"18,594",2025-12-12 00:30
Cardinals @ Texans,Spread,"Sun 12/14, 6:00 PM",+9.5 (-105) | -9 (-112),40% | 60%,37% | 63%,+3%,"9,350",2025-12-12 00:30
Ravens @ Bengals,Spread,"Sun 12/14, 6:00 PM",-2.5 (-114) | +3 (-115),23% | 77%,23% | 77%,,"14,161",2025-12-12 00:30
Browns @ Bears,Spread,"Sun 12/14, 6:00 PM",+7.5 (-108) | -7.5 (-110),52% | 48%,53% | 47%,+1%,"11,874",2025-12-12 00:30
Raiders @ Eagles,Spread,"Sun 12/14, 6:00 PM",+11.5 (-105) | -12 (-108),47% | 53%,61% | 39%,+14%,"8,749",2025-12-12 00:30
Lions @ Rams,Spread,"Sun 12/14, 9:25 PM",+6 (-102) | -5.5 (-110),73% | 27%,55% | 45%,+18%,"12,843",2025-12-12 00:30
Panthers @ Saints,Spread,"Sun 12/14, 9:25 PM",-3 (-104) | +3 (-115),69% | 31%,39% | 61%,+30%,"9,410",2025-12-12 00:30
Packers @ Broncos,Spread,"Sun 12/14, 9:25 PM",-2.5 (+100) | +2.5 (-110),29% | 71%,30% | 70%,+1%,"13,581",2025-12-12 00:30
Titans @ 49ers,Spread,"Sun 12/14, 9:25 PM",+12.5 (-105) | -12.5 (-110),37% | 63%,31% | 69%,+6%,"8,022",2025-12-12 00:30
Colts @ Seahawks,Spread,"Sun 12/14, 9:25 PM",+13.5 (+100) | -14 (-108),48% | 52%,41% | 59%,+7%,"9,653",2025-12-12 00:30
Vikings @ Cowboys,Spread,"Mon 12/15, 1:20 AM",+6.5 (-115) | -5.5 (-112),36% | 64%,27% | 73%,+9%,"9,506",2025-12-12 00:30
Dolphins @ Steelers,Spread,"Tue 12/16, 1:15 AM",+3 (-104) | -3 (-112),54% | 46%,66% | 34%,+12%,"8,183",2025-12-12 00:30
Commanders @ Giants,Total,"Sun 12/14, 6:00 PM",o46.5 (-104) | u46.5 (-109),49% | 51%,49% | 51%,,"7,891",2025-12-12 00:30
Falcons @ Buccaneers,Total,1:15 AM,o43.5 (-105) | u43.5 (-108),66% | 34%,70% | 30%,+4%,"143,171",2025-12-12 00:30
Chargers @ Chiefs,Total,"Sun 12/14, 6:00 PM",o41.5 (-110) | u41.5 (-109),58% | 42%,55% | 45%,+3%,"13,833",2025-12-12 00:30
Jets @ Jaguars,Total,"Sun 12/14, 6:00 PM",o41.5 (-108) | u41.5 (-107),60% | 40%,71% | 29%,+11%,"6,013",2025-12-12 00:30
Bills @ Patriots,Total,"Sun 12/14, 6:00 PM",o49.5 (-108) | u49.5 (-102),55% | 45%,67% | 33%,+12%,"18,594",2025-12-12 00:30
Cardinals @ Texans,Total,"Sun 12/14, 6:00 PM",o42.5 (-105) | u42.5 (-108),63% | 37%,69% | 31%,+6%,"9,350",2025-12-12 00:30
Ravens @ Bengals,Total,"Sun 12/14, 6:00 PM",o51.5 (-110) | u51.5 (-108),53% | 47%,67% | 33%,+14%,"14,161",2025-12-12 00:30
Browns @ Bears,Total,"Sun 12/14, 6:00 PM",o39 (+100) | u38.5 (-105),68% | 32%,76% | 24%,+8%,"11,874",2025-12-12 00:30
Raiders @ Eagles,Total,"Sun 12/14, 6:00 PM",o38.5 (-110) | u39 (-110),78% | 22%,68% | 32%,+10%,"8,749",2025-12-12 00:30
Lions @ Rams,Total,"Sun 12/14, 9:25 PM",o55 (-109) | u55 (-107),22% | 78%,32% | 68%,+10%,"12,843",2025-12-12 00:30
Panthers @ Saints,Total,"Sun 12/14, 9:25 PM",o40.5 (-105) | u40.5 (-109),60% | 40%,78% | 22%,+18%,"9,410",2025-12-12 00:30
Packers @ Broncos,Total,"Sun 12/14, 9:25 PM",o42.5 (-110) | u43 (-109),52% | 48%,53% | 47%,+1%,"13,581",2025-12-12 00:30
Titans @ 49ers,Total,"Sun 12/14, 9:25 PM",o44 (-114) | u44.5 (-108),54% | 46%,68% | 32%,+14%,"8,022",2025-12-12 00:30
Colts @ Seahawks,Total,"Sun 12/14, 9:25 PM",o42 (-110) | u43 (-110),59% | 41%,70% | 30%,+11%,"9,653",2025-12-12 00:30
Vikings @ Cowboys,Total,"Mon 12/15, 1:20 AM",o47.5 (-109) | u48.5 (-110),63% | 37%,69% | 31%,+6%,"9,506",2025-12-12 00:30
Dolphins @ Steelers,Total,"Tue 12/16, 1:15 AM",o41.5 (-110) | u41.5 (-105),74% | 26%,45% | 55%,+29%,"8,183",2025-12-12 00:30
Commanders @ Giants,Moneyline,"Sun 12/14, 6:00 PM",+120 | -135,32% | 68%,28% | 72%,+4%,"7,891",2025-12-12 00:30
Falcons @ Buccaneers,Moneyline,1:15 AM,+225 | -265,13% | 87%,23% | 77%,+10%,"143,171",2025-12-12 00:30
Chargers @ Chiefs,Moneyline,"Sun 12/14, 6:00 PM",+220 | -238,27% | 73%,48% | 52%,+21%,"13,833",2025-12-12 00:30
Jets @ Jaguars,Moneyline,"Sun 12/14, 6:00 PM",+660 | -900,6% | 94%,30% | 70%,+24%,"6,013",2025-12-12 00:30
Bills @ Patriots,Moneyline,"Sun 12/14, 6:00 PM",-115 | +100,43% | 57%,64% | 36%,+21%,"18,594",2025-12-12 00:30
Cardinals @ Texans,Moneyline,"Sun 12/14, 6:00 PM",+440 | -500,5% | 95%,9% | 91%,+4%,"9,350",2025-12-12 00:30
Ravens @ Bengals,Moneyline,"Sun 12/14, 6:00 PM",-140 | +125,45% | 55%,30% | 70%,+15%,"14,161",2025-12-12 00:30
Browns @ Bears,Moneyline,"Sun 12/14, 6:00 PM",+330 | -390,7% | 93%,17% | 83%,+10%,"11,874",2025-12-12 00:30
Raiders @ Eagles,Moneyline,"Sun 12/14, 6:00 PM",+610 | -700,3% | 97%,23% | 77%,+20%,"8,749",2025-12-12 00:30
Lions @ Rams,Moneyline,"Sun 12/14, 9:25 PM",+220 | -238,26% | 74%,33% | 67%,+7%,"12,843",2025-12-12 00:30
Panthers @ Saints,Moneyline,"Sun 12/14, 9:25 PM",-148 | +136,88% | 12%,92% | 8%,+4%,"9,410",2025-12-12 00:30
Packers @ Broncos,Moneyline,"Sun 12/14, 9:25 PM",-130 | +114,49% | 51%,61% | 39%,+12%,"13,581",2025-12-12 00:30
Titans @ 49ers,Moneyline,"Sun 12/14, 9:25 PM",+660 | -900,3% | 97%,8% | 92%,+5%,"8,022",2025-12-12 00:30
Colts @ Seahawks,Moneyline,"Sun 12/14, 9:25 PM",+750 | -1000,9% | 91%,58% | 42%,+49%,"9,653",2025-12-12 00:30
Vikings @ Cowboys,Moneyline,"Mon 12/15, 1:20 AM",+235 | -270,7% | 93%,8% | 92%,+1%,"9,506",2025-12-12 00:30
Dolphins @ Steelers,Moneyline,"Tue 12/16, 1:15 AM",+155 | -175,14% | 86%,27% | 73%,+13%,"8,183",2025-12-12 00:30
