away,home,date,time,forecast,precip,wind
Bills,Broncos,"Bills
Broncos",Bills,30°F Clear,0 %,4.91 N
49ers,Seahawks,"49ers
Seahawks",49ers,43°F Clear,0 %,4.9 SSW
Texans,Patriots,"Texans
Patriots",Texans,35°F Clouds,18 %,6.1 ENE
Rams,Bears,"Rams
Bears",Rams,18°F Clouds,0 %,10.32 NE
