team,player,pos,status,injury,description,date
Houston Texans,Zay Jones,WR,Out,Achilles,Jones is out with achilles,Nov 11
Los Angeles Chargers,Gary Jennings,WR,Out,IR,Gary Jennings (Concussion) is out this week.,Aug 18
New York Giants,Najee Harris,RB,Out,Achilles,Harris is out with achilles,Sep 23
Washington Commanders,Maurice Hurst,DT,Out,Ankle,Hurst is out with ankle,Dec 8
