Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Vikings @ Giants,Spread,6:00 PM,-2.5 (-115) | +2.5 (-102),68% | 32%,65% | 35%,+3%,"55,798",2025-12-21 16:45
Chiefs @ Titans,Spread,6:00 PM,-3 (-110) | +3 (-103),49% | 51%,40% | 60%,+9%,"43,464",2025-12-21 16:45
Buccaneers @ Panthers,Spread,6:00 PM,-3 (+100) | +3 (-115),47% | 53%,56% | 44%,+9%,"70,156",2025-12-21 16:45
Jets @ Saints,Spread,6:00 PM,+6.5 (-109) | -6.5 (-109),48% | 52%,34% | 66%,+14%,"39,571",2025-12-21 16:45
Chargers @ Cowboys,Spread,6:00 PM,+2 (-110) | -1.5 (-105),74% | 26%,72% | 28%,+2%,"66,168",2025-12-21 16:45
Bills @ Browns,Spread,6:00 PM,-10.5 (-105) | +10.5 (-110),80% | 20%,84% | 16%,+4%,"64,022",2025-12-21 16:45
Bengals @ Dolphins,Spread,6:00 PM,-3.5 (-115) | +4.5 (-112),59% | 41%,46% | 54%,+13%,"56,076",2025-12-21 16:45
Falcons @ Cardinals,Spread,9:05 PM,-3 (-102) | +3 (-113),52% | 48%,43% | 57%,+9%,"33,301",2025-12-21 16:45
Jaguars @ Broncos,Spread,9:05 PM,+3.5 (-115) | -3.5 (-102),58% | 42%,66% | 34%,+8%,"49,790",2025-12-21 16:45
Steelers @ Lions,Spread,9:25 PM,+7 (-106) | -7 (-110),43% | 57%,39% | 61%,+4%,"62,573",2025-12-21 16:45
Raiders @ Texans,Spread,9:25 PM,+14.5 (-112) | -14.5 (+100),32% | 68%,44% | 56%,+12%,"31,413",2025-12-21 16:45
Patriots @ Ravens,Spread,"Mon 12/22, 1:20 AM",+3.5 (-114) | -3 (-105),84% | 16%,74% | 26%,+10%,"57,732",2025-12-21 16:45
49ers @ Colts,Spread,"Tue 12/23, 1:15 AM",-5.5 (-108) | +5.5 (-102),63% | 37%,69% | 31%,+6%,"22,184",2025-12-21 16:45
Rams @ Seahawks,Spread,Final - OT,+2.5 (-110) | -1.5 (-112),61% | 39%,56% | 44%,+5%,"211,571",2025-12-21 16:45
Eagles @ Commanders,Spread,Final,-5.5 (-110) | +7 (+100),79% | 21%,79% | 21%,,"117,629",2025-12-21 16:45
Packers @ Bears,Spread,Final - OT,+1.5 (-105) | -1.5 (-105),56% | 44%,57% | 43%,+1%,"140,288",2025-12-21 16:45
Vikings @ Giants,Total,6:00 PM,o42 (+100) | u43.5 (-115),68% | 32%,58% | 42%,+10%,"55,798",2025-12-21 16:45
Chiefs @ Titans,Total,6:00 PM,o37.5 (-105) | u37.5 (-109),71% | 29%,67% | 33%,+4%,"43,464",2025-12-21 16:45
Buccaneers @ Panthers,Total,6:00 PM,o44.5 (-115) | u45.5 (-110),69% | 31%,72% | 28%,+3%,"70,156",2025-12-21 16:45
Jets @ Saints,Total,6:00 PM,o40.5 (-105) | u40.5 (-109),69% | 31%,71% | 29%,+2%,"39,571",2025-12-21 16:45
Chargers @ Cowboys,Total,6:00 PM,o50 (-110) | u50.5 (-110),57% | 43%,68% | 32%,+11%,"66,168",2025-12-21 16:45
Bills @ Browns,Total,6:00 PM,o40.5 (-110) | u41.5 (-110),74% | 26%,62% | 38%,+12%,"64,022",2025-12-21 16:45
Bengals @ Dolphins,Total,6:00 PM,o47.5 (-110) | u48.5 (-110),62% | 38%,59% | 41%,+3%,"56,076",2025-12-21 16:45
Falcons @ Cardinals,Total,9:05 PM,o48 (-110) | u48.5 (-110),58% | 42%,63% | 37%,+5%,"33,301",2025-12-21 16:45
Jaguars @ Broncos,Total,9:05 PM,o47 (-102) | u46.5 (-102),64% | 36%,68% | 32%,+4%,"49,790",2025-12-21 16:45
Steelers @ Lions,Total,9:25 PM,o51.5 (-114) | u52.5 (-115),61% | 39%,64% | 36%,+3%,"62,573",2025-12-21 16:45
Raiders @ Texans,Total,9:25 PM,o38 (-110) | u39 (-110),77% | 23%,84% | 16%,+7%,"31,413",2025-12-21 16:45
Patriots @ Ravens,Total,"Mon 12/22, 1:20 AM",o48 (-113) | u48.5 (-105),61% | 39%,63% | 37%,+2%,"57,732",2025-12-21 16:45
49ers @ Colts,Total,"Tue 12/23, 1:15 AM",o46.5 (+100) | u46.5 (-110),57% | 43%,59% | 41%,+2%,"22,184",2025-12-21 16:45
Rams @ Seahawks,Total,Final - OT,o42.5 (-102) | u42.5 (-105),72% | 28%,68% | 32%,+4%,"211,571",2025-12-21 16:45
Eagles @ Commanders,Total,Final,o43 (-114) | u44.5 (-110),18% | 82%,20% | 80%,+2%,"117,629",2025-12-21 16:45
