Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Cowboys @ Giants,Spread,Final,-2.5 (-120) | +3 (-105),67% | 33%,49% | 51%,+18%,"54,647",2026-02-04 04:22
Panthers @ Buccaneers,Spread,Final,+3 (-106) | -3 (-107),67% | 33%,70% | 30%,+3%,"174,670",2026-02-04 04:22
Seahawks @ 49ers,Spread,Final,-2.5 (-114) | +3.5 (-120),31% | 69%,31% | 69%,,"196,298",2026-02-04 04:22
Saints @ Falcons,Spread,Final,+4.5 (-110) | -3.5 (-120),53% | 47%,56% | 44%,+3%,"73,988",2026-02-04 04:22
Browns @ Bengals,Spread,Final,+12.5 (-120) | -8.5 (-115),44% | 56%,31% | 69%,+13%,"73,241",2026-02-04 04:22
Colts @ Texans,Spread,Final,+10 (-109) | -7.5 (-105),43% | 57%,48% | 52%,+5%,"57,424",2026-02-04 04:22
Titans @ Jaguars,Spread,Final,+12.5 (-104) | -12.5 (-110),39% | 61%,32% | 68%,+7%,"62,179",2026-02-04 04:22
Packers @ Vikings,Spread,Final,+12.5 (-102) | -12.5 (-113),67% | 33%,42% | 58%,+25%,"44,999",2026-02-04 04:22
Chargers @ Broncos,Spread,Final,+18.5 (-120) | -14.5 (-110),60% | 40%,33% | 67%,+27%,"50,507",2026-02-04 04:22
Chiefs @ Raiders,Spread,Final,-3.5 (-102) | +4.5 (-125),54% | 46%,36% | 64%,+18%,"42,101",2026-02-04 04:22
Jets @ Bills,Spread,Final,+15.5 (-115) | -13 (-107),16% | 84%,17% | 83%,+1%,"41,061",2026-02-04 04:22
Commanders @ Eagles,Spread,Final,+3.5 (-115) | +0.5 (-125),31% | 69%,39% | 61%,+8%,"51,249",2026-02-04 04:22
Lions @ Bears,Spread,Final,+3.5 (-112) | -2.5 (-125),58% | 42%,54% | 46%,+4%,"77,866",2026-02-04 04:22
Cardinals @ Rams,Spread,Final,+16.5 (-110) | -14.5 (-105),33% | 67%,39% | 61%,+6%,"52,168",2026-02-04 04:22
Dolphins @ Patriots,Spread,Final,+14.5 (-110) | -14.5 (-108),36% | 64%,30% | 70%,+6%,"64,588",2026-02-04 04:22
Ravens @ Steelers,Spread,Final,-4.5 (-105) | +7.5 (-110),45% | 55%,49% | 51%,+4%,"170,727",2026-02-04 04:22
Cowboys @ Giants,Total,Final,o50 (-107) | u50.5 (-115),57% | 43%,58% | 42%,+1%,"54,647",2026-02-04 04:22
Panthers @ Buccaneers,Total,Final,o42.5 (-106) | u42.5 (-105),75% | 25%,67% | 33%,+8%,"174,670",2026-02-04 04:22
Seahawks @ 49ers,Total,Final,o47.5 (-109) | u48.5 (-110),57% | 43%,52% | 48%,+5%,"196,298",2026-02-04 04:22
Saints @ Falcons,Total,Final,o37.5 (-110) | u43.5 (-105),65% | 35%,60% | 40%,+5%,"73,988",2026-02-04 04:22
Browns @ Bengals,Total,Final,o46.5 (-113) | u47.5 (-115),55% | 45%,62% | 38%,+7%,"73,241",2026-02-04 04:22
Colts @ Texans,Total,Final,o37.5 (-112) | u46.5 (-115),71% | 29%,55% | 45%,+16%,"57,424",2026-02-04 04:22
Titans @ Jaguars,Total,Final,o46.5 (-108) | u46.5 (-108),53% | 47%,60% | 40%,+7%,"62,179",2026-02-04 04:22
Packers @ Vikings,Total,Final,o37.5 (-102) | u37 (-106),78% | 22%,82% | 18%,+4%,"44,999",2026-02-04 04:22
Chargers @ Broncos,Total,Final,o37.5 (-110) | u37.5 (-105),78% | 22%,76% | 24%,+2%,"50,507",2026-02-04 04:22
Chiefs @ Raiders,Total,Final,o32.5 (-115) | u36 (-108),67% | 33%,67% | 33%,,"42,101",2026-02-04 04:22
Jets @ Bills,Total,Final,o38.5 (-109) | u40.5 (-125),78% | 22%,81% | 19%,+3%,"41,061",2026-02-04 04:22
Commanders @ Eagles,Total,Final,o36.5 (-110) | u38.5 (-108),76% | 24%,76% | 24%,,"51,249",2026-02-04 04:22
Lions @ Bears,Total,Final,o49.5 (-120) | u51.5 (-110),60% | 40%,67% | 33%,+7%,"77,866",2026-02-04 04:22
Cardinals @ Rams,Total,Final,o48.5 (-112) | u49.5 (-108),61% | 39%,73% | 27%,+12%,"52,168",2026-02-04 04:22
Dolphins @ Patriots,Total,Final,o44.5 (-102) | u50.5 (-110),72% | 28%,72% | 28%,,"64,588",2026-02-04 04:22
Ravens @ Steelers,Total,Final,o41.5 (-108) | u45.5 (-110),70% | 30%,73% | 27%,+3%,"170,727",2026-02-04 04:22
Cowboys @ Giants,Moneyline,Final,-165 | +140,87% | 13%,79% | 21%,+8%,"54,647",2026-02-04 04:22
Panthers @ Buccaneers,Moneyline,Final,+144 | -155,37% | 63%,37% | 63%,,"174,670",2026-02-04 04:22
Seahawks @ 49ers,Moneyline,Final,-139 | +150,51% | 49%,40% | 60%,+11%,"196,298",2026-02-04 04:22
Saints @ Falcons,Moneyline,Final,+188 | -192,22% | 78%,19% | 81%,+3%,"73,988",2026-02-04 04:22
Browns @ Bengals,Moneyline,Final,+425 | -455,12% | 88%,27% | 73%,+15%,"73,241",2026-02-04 04:22
