game_time,away,home,matchup,away_qb,home_qb,injuries,weather,spread,total,fetched
THU8:15 PM ET,DAL,DET,DAL @ DET,Dak Prescott,Jared Goff,CeeDee Lamb (WR)-Q,"Dome
In Domed Stadium",DET-3.5,55.5,2025-12-07 01:34:08
SUN1:00 PM ET,SEA,ATL,SEA @ ATL,Sam Darnold,Kirk Cousins,None,"Dome
In Domed Stadium",SEA-7,44.5,2025-12-07 01:34:08
SUN1:00 PM ET,PIT,BAL,PIT @ BAL,A. Rodgers,L. Jackson,None,"4% Precipitation
43°  5 mph S Wind",BAL-6,42.5,2025-12-07 01:34:08
SUN1:00 PM ET,CIN,BUF,CIN @ BUF,Joe Burrow,Josh Allen,"J. Palmer (WR)-D, D. Kincaid (TE)-Q","87% Snow
32°  6 mph SW Wind",BUF-6,53.0,2025-12-07 01:34:09
SUN1:00 PM ET,TEN,CLE,TEN @ CLE,Cam Ward,S. Sanders,None,"59% Snow
35°  8 mph SSW Wind",CLE-3.5,34.0,2025-12-07 01:34:09
SUN1:00 PM ET,IND,JAX,IND @ JAX,Daniel Jones,T. Lawrence,P. Washington (WR)-Q,"77% Rain
62°  6 mph N Wind",IND-1.5,46.0,2025-12-07 01:34:09
SUN1:00 PM ET,WAS,MIN,WAS @ MIN,J. Daniels,J. McCarthy,None,"Dome
In Domed Stadium",WAS-1.5,43.5,2025-12-07 01:34:09
SUN1:00 PM ET,MIA,NYJ,MIA @ NYJ,T. Tagovailoa,Tyrod Taylor,None,"2% Precipitation
39°  6 mph SSW Wind",MIA-2.5,41.0,2025-12-07 01:34:10
SUN1:00 PM ET,NO,TB,NO @ TB,Tyler Shough,B. Mayfield,Chris Olave (WR)-Q,"14% Precipitation
78°  8 mph SSW Wind",TB -8.5,41.5,2025-12-07 01:34:10
SUN4:05 PM ET,DEN,LV,DEN @ LV,Bo Nix,Geno Smith,None,"Dome
In Domed Stadium",DEN-7.5,40.5,2025-12-07 01:34:10
SUN4:25 PM ET,LAR,ARI,LAR @ ARI,M. Stafford,J. Brissett,X. Weaver (WR)-Q,"Dome
In Domed Stadium",LAR-10,47.5,2025-12-07 01:34:11
SUN4:25 PM ET,CHI,GB,CHI @ GB,C. Williams,Jordan Love,Jayden Reed (WR)-Q,"0%
19°  8 mph NNW Wind",GB -6.5,43.5,2025-12-07 01:34:11
SUN8:20 PM ET,HOU,KC,HOU @ KC,C.J. Stroud,P. Mahomes,None,"0%
25°  7 mph N Wind",KC -3.5,41.5,2025-12-07 01:34:11
MON8:15 PM ET,PHI,LAC,PHI @ LAC,Jalen Hurts,J. Herbert,J. Herbert (QB)-Q,"Dome
In Domed Stadium",PHI-2.5,41.5,2025-12-07 01:34:12
