Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Cowboys @ Giants,Spread,6:00 PM,-3 (-115) | +3.5 (-115),63% | 37%,54% | 46%,+9%,"12,359",2026-01-04 03:07
Saints @ Falcons,Spread,6:00 PM,+3.5 (-109) | -3.5 (-107),51% | 49%,57% | 43%,+6%,"17,938",2026-01-04 03:07
Browns @ Bengals,Spread,6:00 PM,+7.5 (-102) | -7.5 (-110),45% | 55%,38% | 62%,+7%,"20,487",2026-01-04 03:07
Colts @ Texans,Spread,6:00 PM,+10.5 (-108) | -10.5 (-109),45% | 55%,37% | 63%,+8%,"15,373",2026-01-04 03:07
Titans @ Jaguars,Spread,6:00 PM,+13.5 (-110) | -13 (-110),40% | 60%,35% | 65%,+5%,"16,186",2026-01-04 03:07
Packers @ Vikings,Spread,6:00 PM,+10.5 (-110) | -10.5 (-105),65% | 35%,38% | 62%,+27%,"13,298",2026-01-04 03:07
Chargers @ Broncos,Spread,9:25 PM,+13.5 (-102) | -14 (-110),71% | 29%,66% | 34%,+5%,"14,722",2026-01-04 03:07
Chiefs @ Raiders,Spread,9:25 PM,-4.5 (-110) | +5.5 (-110),52% | 48%,53% | 47%,+1%,"8,491",2026-01-04 03:07
Jets @ Bills,Spread,9:25 PM,+8 (-108) | -8.5 (-102),16% | 84%,32% | 68%,+16%,"11,288",2026-01-04 03:07
Commanders @ Eagles,Spread,9:25 PM,+4.5 (-109) | -4.5 (-105),27% | 73%,31% | 69%,+4%,"12,222",2026-01-04 03:07
Lions @ Bears,Spread,9:25 PM,+3.5 (-109) | -3.5 (-107),48% | 52%,34% | 66%,+14%,"15,454",2026-01-04 03:07
Cardinals @ Rams,Spread,9:25 PM,+10.5 (-109) | -8.5 (-120),19% | 81%,23% | 77%,+4%,"13,237",2026-01-04 03:07
Dolphins @ Patriots,Spread,9:25 PM,+11.5 (-108) | -11.5 (-105),35% | 65%,23% | 77%,+12%,"16,378",2026-01-04 03:07
Ravens @ Steelers,Spread,"Mon 1/05, 1:20 AM",-3.5 (-112) | +3.5 (+100),43% | 57%,38% | 62%,+5%,"33,149",2026-01-04 03:07
Seahawks @ 49ers,Spread,3RD 1:36,-2.5 (-114) | +3.5 (-120),31% | 69%,31% | 69%,,"196,298",2026-01-04 03:07
Panthers @ Buccaneers,Spread,Final,+3 (-106) | -3 (-107),67% | 33%,70% | 30%,+3%,"174,670",2026-01-04 03:07
Cowboys @ Giants,Total,6:00 PM,o49.5 (-107) | u49.5 (-105),61% | 39%,58% | 42%,+3%,"12,359",2026-01-04 03:07
Saints @ Falcons,Total,6:00 PM,o43.5 (-109) | u43.5 (-105),68% | 32%,70% | 30%,+2%,"17,938",2026-01-04 03:07
Browns @ Bengals,Total,6:00 PM,o44.5 (-110) | u45.5 (-110),64% | 36%,63% | 37%,+1%,"20,487",2026-01-04 03:07
Colts @ Texans,Total,6:00 PM,o39 (-105) | u38.5 (-105),74% | 26%,76% | 24%,+2%,"15,373",2026-01-04 03:07
Titans @ Jaguars,Total,6:00 PM,o47.5 (-105) | u47.5 (-107),59% | 41%,59% | 41%,,"16,186",2026-01-04 03:07
Packers @ Vikings,Total,6:00 PM,o37.5 (-102) | u37 (-110),81% | 19%,83% | 17%,+2%,"13,298",2026-01-04 03:07
Chargers @ Broncos,Total,9:25 PM,o37.5 (-110) | u38 (-110),80% | 20%,83% | 17%,+3%,"14,722",2026-01-04 03:07
Chiefs @ Raiders,Total,9:25 PM,o36.5 (-102) | u36 (-108),68% | 32%,69% | 31%,+1%,"8,491",2026-01-04 03:07
Jets @ Bills,Total,9:25 PM,o37.5 (-105) | u37.5 (-109),79% | 21%,81% | 19%,+2%,"11,288",2026-01-04 03:07
Commanders @ Eagles,Total,9:25 PM,o38.5 (-112) | u39.5 (-113),76% | 24%,79% | 21%,+3%,"12,222",2026-01-04 03:07
Lions @ Bears,Total,9:25 PM,o50.5 (-108) | u50.5 (-105),66% | 34%,70% | 30%,+4%,"15,454",2026-01-04 03:07
Cardinals @ Rams,Total,9:25 PM,o46.5 (-105) | u46.5 (-105),62% | 38%,69% | 31%,+7%,"13,237",2026-01-04 03:07
