Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Falcons @ Steelers,Total,"Sun 9/13, 5:00 PM",o42.5 (-104) | u42 (-108),35% | 65%,35% | 65%,,"5,139",2026-09-04 02:20
Bears @ Panthers,Total,"Sun 9/13, 5:00 PM",o47.5 (-105) | u47.5 (-109),13% | 87%,19% | 81%,+6%,"7,058",2026-09-04 02:20
Saints @ Lions,Total,"Sun 9/13, 5:00 PM",o50 (-108) | u50.5 (-113),17% | 83%,26% | 74%,+9%,"8,219",2026-09-04 02:20
Ravens @ Colts,Total,"Sun 9/13, 5:00 PM",o47.5 (-112) | u48.5 (-115),16% | 84%,11% | 89%,+5%,"5,922",2026-09-04 02:20
Bills @ Texans,Total,"Sun 9/13, 5:00 PM",o44.5 (-109) | u44.5 (-108),23% | 77%,20% | 80%,+3%,"6,588",2026-09-04 02:20
Dolphins @ Raiders,Total,"Sun 9/13, 8:25 PM",o40 (-110) | u40.5 (-110),44% | 56%,40% | 60%,+4%,"4,624",2026-09-04 02:20
Cardinals @ Chargers,Total,"Sun 9/13, 8:25 PM",o47.5 (-102) | u47.5 (-113),11% | 89%,13% | 87%,+2%,"5,987",2026-09-04 02:20
Commanders @ Eagles,Total,"Sun 9/13, 8:25 PM",o45.5 (-105) | u45.5 (-109),18% | 82%,17% | 83%,+1%,"7,022",2026-09-04 02:20
Packers @ Vikings,Total,"Sun 9/13, 8:25 PM",o45.5 (-110) | u46.5 (-110),11% | 89%,11% | 89%,,"8,082",2026-09-04 02:20
Broncos @ Chiefs,Total,"Tue 9/15, 12:15 AM",o42.5 (-110) | u43.5 (-112),33% | 67%,30% | 70%,+3%,"7,194",2026-09-04 02:20
Cowboys @ Giants,Moneyline,"Mon 9/14, 12:20 AM",-148 | +130,87% | 13%,87% | 13%,,"8,522",2026-09-04 02:20
Patriots @ Seahawks,Moneyline,"Thu 9/10, 12:20 AM",+166 | -185,14% | 86%,20% | 80%,+6%,"15,161",2026-09-04 02:20
49ers @ Rams,Moneyline,"Fri 9/11, 12:35 AM",+166 | -197,11% | 89%,10% | 90%,+1%,"11,591",2026-09-04 02:20
Jets @ Titans,Moneyline,"Sun 9/13, 5:00 PM",+125 | -130,21% | 79%,24% | 76%,+3%,"5,735",2026-09-04 02:20
Buccaneers @ Bengals,Moneyline,"Sun 9/13, 5:00 PM",+172 | -200,13% | 87%,22% | 78%,+9%,"6,320",2026-09-04 02:20
Browns @ Jaguars,Moneyline,"Sun 9/13, 5:00 PM",+325 | -385,7% | 93%,20% | 80%,+13%,"7,260",2026-09-04 02:20
Falcons @ Steelers,Moneyline,"Sun 9/13, 5:00 PM",+154 | -160,16% | 84%,29% | 71%,+13%,"5,139",2026-09-04 02:20
Bears @ Panthers,Moneyline,"Sun 9/13, 5:00 PM",-145 | +128,85% | 15%,92% | 8%,+7%,"7,058",2026-09-04 02:20
Saints @ Lions,Moneyline,"Sun 9/13, 5:00 PM",+280 | -305,4% | 96%,7% | 93%,+3%,"8,219",2026-09-04 02:20
Ravens @ Colts,Moneyline,"Sun 9/13, 5:00 PM",-175 | +165,89% | 11%,92% | 8%,+3%,"5,922",2026-09-04 02:20
Bills @ Texans,Moneyline,"Sun 9/13, 5:00 PM",-108 | -102,65% | 35%,70% | 30%,+5%,"6,588",2026-09-04 02:20
Dolphins @ Raiders,Moneyline,"Sun 9/13, 8:25 PM",+164 | -176,13% | 87%,36% | 64%,+23%,"4,624",2026-09-04 02:20
Cardinals @ Chargers,Moneyline,"Sun 9/13, 8:25 PM",+475 | -560,4% | 96%,18% | 82%,+14%,"5,987",2026-09-04 02:20
Commanders @ Eagles,Moneyline,"Sun 9/13, 8:25 PM",+198 | -218,6% | 94%,11% | 89%,+5%,"7,022",2026-09-04 02:20
Packers @ Vikings,Moneyline,"Sun 9/13, 8:25 PM",+101 | -110,50% | 50%,56% | 44%,+6%,"8,082",2026-09-04 02:20
Broncos @ Chiefs,Moneyline,"Tue 9/15, 12:15 AM",+130 | -139,25% | 75%,60% | 40%,+35%,"7,194",2026-09-04 02:20
