game_time,away,home,matchup,away_qb,home_qb,injuries,weather,spread,total,fetched
SAT4:30 PM ET,LAR,CAR,LAR @ CAR,M. Stafford,Bryce Young,M. Stafford (QB)-Q,"0%
74°  19 mph SSW Wind",LAR-10,45.0,2026-01-11 17:59:12
SAT8:00 PM ET,GB,CHI,GB @ CHI,Jordan Love,C. Williams,None,"0%
31°  13 mph WNW Wind",,,2026-01-11 18:07:14
