team,player,pos,status,injury,description,date
Las Vegas Raiders,Noah Brown,WR,Out,Ribs,Brown is out with ribs,Dec 16
New York Giants,Najee Harris,RB,Out,Achilles,Harris is out with achilles,Sep 23
Washington Commanders,Maurice Hurst,DT,Out,Ankle,Hurst is out with ankle,Dec 8
