Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Giants @ Dolphins,Spread,"Sat 8/22, 8:00 PM",-3.5 (-108) | +3.5 (-110),49% | 51%,49% | 51%,,817,2026-08-20 17:30
Raiders @ Texans,Spread,"Fri 8/21, 12:00 AM",+1 (-113) | -1.5 (+100),43% | 57%,74% | 26%,+31%,"5,669",2026-08-20 17:30
49ers @ Chargers,Spread,"Fri 8/21, 2:00 AM",-1.5 (-102) | +1.5 (-110),36% | 64%,24% | 76%,+12%,"4,447",2026-08-20 17:30
Jets @ Steelers,Spread,"Fri 8/21, 11:00 PM",-1.5 (-102) | +2.5 (-105),20% | 80%,7% | 93%,+13%,"1,448",2026-08-20 17:30
Panthers @ Jaguars,Spread,"Fri 8/21, 11:30 PM",-1.5 (-110) | +2 (-112),36% | 64%,20% | 80%,+16%,"1,156",2026-08-20 17:30
Packers @ Broncos,Spread,"Sat 8/22, 1:00 AM",+6 (-106) | -5.5 (-112),39% | 61%,7% | 93%,+32%,"1,252",2026-08-20 17:30
Commanders @ Lions,Spread,"Sat 8/22, 4:00 PM",+1.5 (-105) | -1 (-110),56% | 44%,87% | 13%,+31%,934,2026-08-20 17:30
Bills @ Browns,Spread,"Sat 8/22, 5:00 PM",+2.5 (+102) | -2.5 (-117),82% | 18%,87% | 13%,+5%,"1,045",2026-08-20 17:30
Ravens @ Vikings,Spread,"Sat 8/22, 5:00 PM",+3.5 (-107) | -3.5 (-108),79% | 21%,87% | 13%,+8%,848,2026-08-20 17:30
Falcons @ Colts,Spread,"Sat 8/22, 5:00 PM",+3.5 (-106) | -3.5 (-107),43% | 57%,8% | 92%,+35%,848,2026-08-20 17:30
Saints @ Rams,Spread,"Sat 8/22, 8:00 PM",-2.5 (-122) | +3 (-110),23% | 77%,11% | 89%,+12%,838,2026-08-20 17:30
Bears @ Bengals,Spread,"Sat 8/22, 11:00 PM",-1 (-110) | +2.5 (-112),47% | 53%,59% | 41%,+12%,"1,075",2026-08-20 17:30
Eagles @ Patriots,Spread,"Sat 8/22, 11:00 PM",-1.5 (-112) | +2.5 (-113),30% | 70%,13% | 87%,+17%,873,2026-08-20 17:30
Chiefs @ Buccaneers,Spread,"Sat 8/22, 11:30 PM",+5.5 (-110) | -5.5 (-108),77% | 23%,75% | 25%,+2%,752,2026-08-20 17:30
Cowboys @ Cardinals,Spread,"Sun 8/23, 2:00 AM",+1.5 (-108) | -1.5 (-109),74% | 26%,78% | 22%,+4%,782,2026-08-20 17:30
Seahawks @ Titans,Spread,"Mon 8/24, 12:00 AM",+4.5 (-110) | -4.5 (-106),71% | 29%,78% | 22%,+7%,767,2026-08-20 17:30
Giants @ Dolphins,Total,"Sat 8/22, 8:00 PM",o36.5 (-105) | u36.5 (-109),29% | 71%,32% | 68%,+3%,817,2026-08-20 17:30
Raiders @ Texans,Total,"Fri 8/21, 12:00 AM",o38 (-108) | u38.5 (-110),41% | 59%,41% | 59%,,"5,669",2026-08-20 17:30
49ers @ Chargers,Total,"Fri 8/21, 2:00 AM",o38 (-112) | u38.5 (-110),49% | 51%,51% | 49%,+2%,"4,447",2026-08-20 17:30
Jets @ Steelers,Total,"Fri 8/21, 11:00 PM",o36.5 (-110) | u37.5 (-110),40% | 60%,54% | 46%,+14%,"1,448",2026-08-20 17:30
Panthers @ Jaguars,Total,"Fri 8/21, 11:30 PM",o37.5 (-110) | u38.5 (-110),37% | 63%,43% | 57%,+6%,"1,156",2026-08-20 17:30
Packers @ Broncos,Total,"Sat 8/22, 1:00 AM",o40.5 (-112) | u40.5 (-102),28% | 72%,35% | 65%,+7%,"1,252",2026-08-20 17:30
Commanders @ Lions,Total,"Sat 8/22, 4:00 PM",o37.5 (-105) | u36.5 (-103),39% | 61%,41% | 59%,+2%,934,2026-08-20 17:30
Bills @ Browns,Total,"Sat 8/22, 5:00 PM",o37.5 (+105) | u36.5 (-105),51% | 49%,65% | 35%,+14%,"1,045",2026-08-20 17:30
Ravens @ Vikings,Total,"Sat 8/22, 5:00 PM",o36.5 (-110) | u36.5 (-104),44% | 56%,38% | 62%,+6%,848,2026-08-20 17:30
Falcons @ Colts,Total,"Sat 8/22, 5:00 PM",o36.5 (-109) | u36.5 (-104),36% | 64%,43% | 57%,+7%,848,2026-08-20 17:30
Saints @ Rams,Total,"Sat 8/22, 8:00 PM",o37.5 (-105) | u37.5 (-110),41% | 59%,48% | 52%,+7%,838,2026-08-20 17:30
Bears @ Bengals,Total,"Sat 8/22, 11:00 PM",o36.5 (-110) | u36.5 (-105),53% | 47%,70% | 30%,+17%,"1,075",2026-08-20 17:30
Eagles @ Patriots,Total,"Sat 8/22, 11:00 PM",o36.5 (-110) | u36.5 (-108),32% | 68%,52% | 48%,+20%,873,2026-08-20 17:30
Chiefs @ Buccaneers,Total,"Sat 8/22, 11:30 PM",o37.5 (-102) | u37.5 (-110),36% | 64%,41% | 59%,+5%,752,2026-08-20 17:30
Cowboys @ Cardinals,Total,"Sun 8/23, 2:00 AM",o37.5 (-109) | u37.5 (-107),34% | 66%,45% | 55%,+11%,782,2026-08-20 17:30
Seahawks @ Titans,Total,"Mon 8/24, 12:00 AM",o38.5 (-102) | u38.5 (-115),25% | 75%,20% | 80%,+5%,767,2026-08-20 17:30
Giants @ Dolphins,Moneyline,"Sat 8/22, 8:00 PM",-176 | +155,67% | 33%,79% | 21%,+12%,817,2026-08-20 17:30
Raiders @ Texans,Moneyline,"Fri 8/21, 12:00 AM",-105 | -110,41% | 59%,30% | 70%,+11%,"5,669",2026-08-20 17:30
49ers @ Chargers,Moneyline,"Fri 8/21, 2:00 AM",-114 | +106,43% | 57%,41% | 59%,+2%,"4,447",2026-08-20 17:30
Jets @ Steelers,Moneyline,"Fri 8/21, 11:00 PM",-120 | +120,16% | 84%,1% | 99%,+15%,"1,448",2026-08-20 17:30
Panthers @ Jaguars,Moneyline,"Fri 8/21, 11:30 PM",-124 | +114,32% | 68%,29% | 71%,+3%,"1,156",2026-08-20 17:30
Packers @ Broncos,Moneyline,"Sat 8/22, 1:00 AM",+210 | -215,11% | 89%,2% | 98%,+9%,"1,252",2026-08-20 17:30
Commanders @ Lions,Moneyline,"Sat 8/22, 4:00 PM",+112 | -115,21% | 79%,23% | 77%,+2%,934,2026-08-20 17:30
Bills @ Browns,Moneyline,"Sat 8/22, 5:00 PM",+131 | -154,68% | 32%,73% | 27%,+5%,"1,045",2026-08-20 17:30
Ravens @ Vikings,Moneyline,"Sat 8/22, 5:00 PM",+150 | -168,47% | 53%,81% | 19%,+34%,848,2026-08-20 17:30
Falcons @ Colts,Moneyline,"Sat 8/22, 5:00 PM",+153 | -170,14% | 86%,22% | 78%,+8%,848,2026-08-20 17:30
Saints @ Rams,Moneyline,"Sat 8/22, 8:00 PM",-146 | +130,29% | 71%,8% | 92%,+21%,838,2026-08-20 17:30
Bears @ Bengals,Moneyline,"Sat 8/22, 11:00 PM",-115 | +108,56% | 44%,77% | 23%,+21%,"1,075",2026-08-20 17:30
Eagles @ Patriots,Moneyline,"Sat 8/22, 11:00 PM",-132 | +114,51% | 49%,68% | 32%,+17%,873,2026-08-20 17:30
Chiefs @ Buccaneers,Moneyline,"Sat 8/22, 11:30 PM",+200 | -230,33% | 67%,57% | 43%,+24%,752,2026-08-20 17:30
Cowboys @ Cardinals,Moneyline,"Sun 8/23, 2:00 AM",+110 | -124,54% | 46%,54% | 46%,,782,2026-08-20 17:30
