Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Bills @ Jaguars,Spread,6:00 PM,+1.5 (-104) | -1.5 (-105),59% | 41%,59% | 41%,,"234,522",2026-01-11 17:58
49ers @ Eagles,Spread,9:30 PM,+6 (-105) | -6 (-105),77% | 23%,80% | 20%,+3%,"142,595",2026-01-11 17:58
Chargers @ Patriots,Spread,"Mon 1/12, 1:15 AM",+3.5 (-105) | -3.5 (-105),42% | 58%,48% | 52%,+6%,"111,551",2026-01-11 17:58
Texans @ Steelers,Spread,"Tue 1/13, 1:15 AM",-3 (-102) | +3 (-110),47% | 53%,41% | 59%,+6%,"60,675",2026-01-11 17:58
Rams @ Panthers,Spread,Final,-10 (-110) | +10 (+100),49% | 51%,45% | 55%,+4%,"203,261",2026-01-11 17:58
Packers @ Bears,Spread,Final,-0.5 (-115) | +1.5 (-105),29% | 71%,28% | 72%,+1%,"192,093",2026-01-11 17:58
Bills @ Jaguars,Total,6:00 PM,o51 (-110) | u51.5 (-105),69% | 31%,59% | 41%,+10%,"234,522",2026-01-11 17:58
49ers @ Eagles,Total,9:30 PM,o44.5 (-104) | u44.5 (-110),71% | 29%,71% | 29%,,"142,595",2026-01-11 17:58
Chargers @ Patriots,Total,"Mon 1/12, 1:15 AM",o45.5 (-110) | u46 (-110),76% | 24%,74% | 26%,+2%,"111,551",2026-01-11 17:58
Texans @ Steelers,Total,"Tue 1/13, 1:15 AM",o38.5 (-105) | u38 (-107),62% | 38%,52% | 48%,+10%,"60,675",2026-01-11 17:58
Rams @ Panthers,Total,Final,o45.5 (-102) | u45 (-110),75% | 25%,66% | 34%,+9%,"203,261",2026-01-11 17:58
Packers @ Bears,Total,Final,o45.5 (-115) | u46.5 (-110),62% | 38%,60% | 40%,+2%,"192,093",2026-01-11 17:58
Bills @ Jaguars,Moneyline,6:00 PM,+108 | -120,59% | 41%,57% | 43%,+2%,"234,522",2026-01-11 17:58
49ers @ Eagles,Moneyline,9:30 PM,+225 | -260,35% | 65%,55% | 45%,+20%,"142,595",2026-01-11 17:58
Chargers @ Patriots,Moneyline,"Mon 1/12, 1:15 AM",+165 | -192,16% | 84%,22% | 78%,+6%,"111,551",2026-01-11 17:58
Texans @ Steelers,Moneyline,"Tue 1/13, 1:15 AM",-155 | +142,67% | 33%,47% | 53%,+20%,"60,675",2026-01-11 17:58
Rams @ Panthers,Moneyline,Final,-550 | +460,87% | 13%,61% | 39%,+26%,"203,261",2026-01-11 17:58
Packers @ Bears,Moneyline,Final,-115 | +110,36% | 64%,36% | 64%,,"192,093",2026-01-11 17:58
