Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Giants @ Patriots,Spread,"Tue 12/02, 1:15 AM",+7 (-108) | -7.5 (-102),54% | 46%,49% | 51%,+5%,"27,035",2025-11-30 17:10
Texans @ Colts,Spread,6:00 PM,+3 (-105) | -3 (-112),61% | 39%,82% | 18%,+21%,"78,946",2025-11-30 17:10
49ers @ Browns,Spread,6:00 PM,-5.5 (-105) | +5 (+100),50% | 50%,56% | 44%,+6%,"82,702",2025-11-30 17:10
Cardinals @ Buccaneers,Spread,6:00 PM,+3.5 (-108) | -3.5 (-105),36% | 64%,30% | 70%,+6%,"56,267",2025-11-30 17:10
Saints @ Dolphins,Spread,6:00 PM,+5.5 (-105) | -5.5 (-105),30% | 70%,25% | 75%,+5%,"58,246",2025-11-30 17:10
Rams @ Panthers,Spread,6:00 PM,-10 (-110) | +10 (-105),66% | 34%,70% | 30%,+4%,"65,618",2025-11-30 17:10
Falcons @ Jets,Spread,6:00 PM,-3 (-110) | +3 (-108),65% | 35%,69% | 31%,+4%,"55,571",2025-11-30 17:10
Jaguars @ Titans,Spread,6:00 PM,-6 (-105) | +6 (-105),66% | 34%,70% | 30%,+4%,"57,530",2025-11-30 17:10
Vikings @ Seahawks,Spread,9:05 PM,+11.5 (-105) | -12 (-110),46% | 54%,52% | 48%,+6%,"58,055",2025-11-30 17:10
Raiders @ Chargers,Spread,9:25 PM,+9.5 (-105) | -9.5 (-112),28% | 72%,25% | 75%,+3%,"41,737",2025-11-30 17:10
Bills @ Steelers,Spread,9:25 PM,-3 (-110) | +3 (-105),52% | 48%,40% | 60%,+12%,"55,778",2025-11-30 17:10
Broncos @ Commanders,Spread,"Mon 12/01, 1:20 AM",-5.5 (-114) | +6 (-105),78% | 22%,78% | 22%,,"45,796",2025-11-30 17:10
Packers @ Lions,Spread,Final,+3 (-108) | -1.5 (-115),43% | 57%,52% | 48%,+9%,"236,279",2025-11-30 17:10
Chiefs @ Cowboys,Spread,Final,-3.5 (-104) | +3.5 (-113),42% | 58%,31% | 69%,+11%,"253,965",2025-11-30 17:10
Bengals @ Ravens,Spread,Final,+7.5 (-102) | -7.5 (-110),62% | 38%,60% | 40%,+2%,"251,673",2025-11-30 17:10
Bears @ Eagles,Spread,Final,+7 (-103) | -6.5 (-125),55% | 45%,51% | 49%,+4%,"160,685",2025-11-30 17:10
Giants @ Patriots,Total,"Tue 12/02, 1:15 AM",o46.5 (-109) | u46.5 (-108),51% | 49%,51% | 49%,,"27,035",2025-11-30 17:10
Texans @ Colts,Total,6:00 PM,o44.5 (-105) | u44.5 (-108),64% | 36%,59% | 41%,+5%,"78,946",2025-11-30 17:10
49ers @ Browns,Total,6:00 PM,o35.5 (-105) | u35.5 (-110),62% | 38%,55% | 45%,+7%,"82,702",2025-11-30 17:10
Cardinals @ Buccaneers,Total,6:00 PM,o44.5 (-105) | u44.5 (-109),53% | 47%,56% | 44%,+3%,"56,267",2025-11-30 17:10
Saints @ Dolphins,Total,6:00 PM,o41 (-110) | u42.5 (-115),58% | 42%,55% | 45%,+3%,"58,246",2025-11-30 17:10
Rams @ Panthers,Total,6:00 PM,o45 (-109) | u44.5 (-104),57% | 43%,61% | 39%,+4%,"65,618",2025-11-30 17:10
Falcons @ Jets,Total,6:00 PM,o38.5 (-105) | u38.5 (-105),57% | 43%,45% | 55%,+12%,"55,571",2025-11-30 17:10
Jaguars @ Titans,Total,6:00 PM,o42.5 (-107) | u42.5 (-105),53% | 47%,53% | 47%,,"57,530",2025-11-30 17:10
Vikings @ Seahawks,Total,9:05 PM,o41.5 (-105) | u42 (-110),59% | 41%,53% | 47%,+6%,"58,055",2025-11-30 17:10
Raiders @ Chargers,Total,9:25 PM,o40.5 (-110) | u40.5 (-105),65% | 35%,59% | 41%,+6%,"41,737",2025-11-30 17:10
Bills @ Steelers,Total,9:25 PM,o45.5 (-107) | u45.5 (-105),60% | 40%,56% | 44%,+4%,"55,778",2025-11-30 17:10
Broncos @ Commanders,Total,"Mon 12/01, 1:20 AM",o43 (-110) | u43.5 (-110),45% | 55%,44% | 56%,+1%,"45,796",2025-11-30 17:10
Packers @ Lions,Total,Final,o47.5 (-110) | u47.5 (-104),52% | 48%,60% | 40%,+8%,"236,279",2025-11-30 17:10
Chiefs @ Cowboys,Total,Final,o53 (-109) | u53.5 (-110),25% | 75%,28% | 72%,+3%,"253,965",2025-11-30 17:10
Bengals @ Ravens,Total,Final,o51.5 (-112) | u52.5 (-115),54% | 46%,57% | 43%,+3%,"251,673",2025-11-30 17:10
Bears @ Eagles,Total,Final,o43.5 (-104) | u43 (-109),18% | 82%,16% | 84%,+2%,"160,685",2025-11-30 17:10
Giants @ Patriots,Moneyline,"Tue 12/02, 1:15 AM",+320 | -370,5% | 95%,11% | 89%,+6%,"27,035",2025-11-30 17:10
Texans @ Colts,Moneyline,6:00 PM,+143 | -160,23% | 77%,39% | 61%,+16%,"78,946",2025-11-30 17:10
49ers @ Browns,Moneyline,6:00 PM,-250 | +220,86% | 14%,87% | 13%,+1%,"82,702",2025-11-30 17:10
Cardinals @ Buccaneers,Moneyline,6:00 PM,+164 | -170,13% | 87%,8% | 92%,+5%,"56,267",2025-11-30 17:10
Saints @ Dolphins,Moneyline,6:00 PM,+230 | -250,9% | 91%,8% | 92%,+1%,"58,246",2025-11-30 17:10
Rams @ Panthers,Moneyline,6:00 PM,-500 | +430,95% | 5%,92% | 8%,+3%,"65,618",2025-11-30 17:10
Falcons @ Jets,Moneyline,6:00 PM,-160 | +145,82% | 18%,87% | 13%,+5%,"55,571",2025-11-30 17:10
Jaguars @ Titans,Moneyline,6:00 PM,-265 | +235,93% | 7%,95% | 5%,+2%,"57,530",2025-11-30 17:10
Vikings @ Seahawks,Moneyline,9:05 PM,+640 | -800,5% | 95%,18% | 82%,+13%,"58,055",2025-11-30 17:10
Raiders @ Chargers,Moneyline,9:25 PM,+445 | -550,4% | 96%,6% | 94%,+2%,"41,737",2025-11-30 17:10
Bills @ Steelers,Moneyline,9:25 PM,-166 | +145,84% | 16%,82% | 18%,+2%,"55,778",2025-11-30 17:10
Broncos @ Commanders,Moneyline,"Mon 12/01, 1:20 AM",-280 | +250,96% | 4%,96% | 4%,,"45,796",2025-11-30 17:10
Packers @ Lions,Moneyline,Final,+142 | -140,23% | 77%,17% | 83%,+6%,"236,279",2025-11-30 17:10
Chiefs @ Cowboys,Moneyline,Final,-170 | +163,74% | 26%,64% | 36%,+10%,"253,965",2025-11-30 17:10
Bengals @ Ravens,Moneyline,Final,+410 | -375,16% | 84%,33% | 67%,+17%,"251,673",2025-11-30 17:10
Bears @ Eagles,Moneyline,Final,+330 | -340,12% | 88%,23% | 77%,+11%,"160,685",2025-11-30 17:10
