Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Lions @ Vikings,Spread,Final,-7.5 (+100) | +7.5 (-110),77% | 23%,69% | 31%,+8%,"192,532",2025-12-27 20:01
Broncos @ Chiefs,Spread,Final,-13.5 (-110) | +13.5 (-105),70% | 30%,69% | 31%,+1%,"168,101",2025-12-27 20:01
Giants @ Raiders,Total,"Sun 12/28, 9:05 PM",o41.5 (-108) | u41.5 (-109),43% | 57%,52% | 48%,+9%,"15,999",2025-12-27 20:01
Texans @ Chargers,Total,9:30 PM,o40 (-113) | u40.5 (-105),67% | 33%,78% | 22%,+11%,"98,177",2025-12-27 20:01
Ravens @ Packers,Total,"Sun 12/28, 1:00 AM",o38 (-109) | u38.5 (-110),60% | 40%,56% | 44%,+4%,"56,459",2025-12-27 20:01
Seahawks @ Panthers,Total,"Sun 12/28, 6:00 PM",o42.5 (-110) | u42.5 (-105),52% | 48%,75% | 25%,+23%,"21,199",2025-12-27 20:01
Jaguars @ Colts,Total,"Sun 12/28, 6:00 PM",o48 (-109) | u48.5 (-110),61% | 39%,64% | 36%,+3%,"19,230",2025-12-27 20:01
Saints @ Titans,Total,"Sun 12/28, 6:00 PM",o39.5 (-106) | u39.5 (-110),70% | 30%,77% | 23%,+7%,"18,417",2025-12-27 20:01
Cardinals @ Bengals,Total,"Sun 12/28, 6:00 PM",o53 (-110) | u53.5 (-110),34% | 66%,36% | 64%,+2%,"21,037",2025-12-27 20:01
Steelers @ Browns,Total,"Sun 12/28, 6:00 PM",o34.5 (-104) | u34 (-107),77% | 23%,83% | 17%,+6%,"18,286",2025-12-27 20:01
Patriots @ Jets,Total,"Sun 12/28, 6:00 PM",o42.5 (-110) | u43 (-109),42% | 58%,41% | 59%,+1%,"13,762",2025-12-27 20:01
Buccaneers @ Dolphins,Total,"Sun 12/28, 6:00 PM",o44.5 (-105) | u44.5 (-109),43% | 57%,46% | 54%,+3%,"14,545",2025-12-27 20:01
Eagles @ Bills,Total,"Sun 12/28, 9:25 PM",o44 (-110) | u44 (-108),52% | 48%,65% | 35%,+13%,"20,957",2025-12-27 20:01
Bears @ 49ers,Total,"Mon 12/29, 1:20 AM",o52 (-112) | u52.5 (-110),23% | 77%,28% | 72%,+5%,"17,332",2025-12-27 20:01
Rams @ Falcons,Total,"Tue 12/30, 1:15 AM",o49.5 (-108) | u49.5 (+100),52% | 48%,45% | 55%,+7%,"15,141",2025-12-27 20:01
Cowboys @ Commanders,Total,Final,o50 (-112) | u52.5 (-115),63% | 37%,74% | 26%,+11%,"176,911",2025-12-27 20:01
Lions @ Vikings,Total,Final,o45 (-109) | u45.5 (-115),75% | 25%,85% | 15%,+10%,"192,532",2025-12-27 20:01
Broncos @ Chiefs,Total,Final,o37.5 (-110) | u37.5 (+100),56% | 44%,63% | 37%,+7%,"168,101",2025-12-27 20:01
Giants @ Raiders,Moneyline,"Sun 12/28, 9:05 PM",-137 | +122,70% | 30%,49% | 51%,+21%,"15,999",2025-12-27 20:01
Texans @ Chargers,Moneyline,9:30 PM,+102 | -115,47% | 53%,55% | 45%,+8%,"98,177",2025-12-27 20:01
Ravens @ Packers,Moneyline,"Sun 12/28, 1:00 AM",+135 | -146,27% | 73%,55% | 45%,+28%,"56,459",2025-12-27 20:01
Seahawks @ Panthers,Moneyline,"Sun 12/28, 6:00 PM",-345 | +295,89% | 11%,78% | 22%,+11%,"21,199",2025-12-27 20:01
Jaguars @ Colts,Moneyline,"Sun 12/28, 6:00 PM",-250 | +220,89% | 11%,86% | 14%,+3%,"19,230",2025-12-27 20:01
Saints @ Titans,Moneyline,"Sun 12/28, 6:00 PM",-130 | +126,74% | 26%,57% | 43%,+17%,"18,417",2025-12-27 20:01
Cardinals @ Bengals,Moneyline,"Sun 12/28, 6:00 PM",+280 | -340,6% | 94%,8% | 92%,+2%,"21,037",2025-12-27 20:01
Steelers @ Browns,Moneyline,"Sun 12/28, 6:00 PM",-168 | +150,90% | 10%,90% | 10%,,"18,286",2025-12-27 20:01
Patriots @ Jets,Moneyline,"Sun 12/28, 6:00 PM",-900 | +750,97% | 3%,89% | 11%,+8%,"13,762",2025-12-27 20:01
Buccaneers @ Dolphins,Moneyline,"Sun 12/28, 6:00 PM",-250 | +225,91% | 9%,85% | 15%,+6%,"14,545",2025-12-27 20:01
Eagles @ Bills,Moneyline,"Sun 12/28, 9:25 PM",+105 | -118,29% | 71%,32% | 68%,+3%,"20,957",2025-12-27 20:01
Bears @ 49ers,Moneyline,"Mon 12/29, 1:20 AM",+145 | -162,28% | 72%,40% | 60%,+12%,"17,332",2025-12-27 20:01
Rams @ Falcons,Moneyline,"Tue 12/30, 1:15 AM",-425 | +360,97% | 3%,95% | 5%,+2%,"15,141",2025-12-27 20:01
Cowboys @ Commanders,Moneyline,Final,-455 | +500,86% | 14%,83% | 17%,+3%,"176,911",2025-12-27 20:01
Lions @ Vikings,Moneyline,Final,-335 | +340,88% | 12%,83% | 17%,+5%,"192,532",2025-12-27 20:01
Broncos @ Chiefs,Moneyline,Final,-910 | +750,80% | 20%,52% | 48%,+28%,"168,101",2025-12-27 20:01
