Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Giants @ Raiders,Spread,"Sun 12/28, 9:05 PM",-2.5 (-110) | +2.5 (-105),55% | 45%,58% | 42%,+3%,"15,999",2025-12-27 20:01
Texans @ Chargers,Spread,9:30 PM,+1.5 (-108) | -1 (-109),64% | 36%,77% | 23%,+13%,"98,177",2025-12-27 20:01
Ravens @ Packers,Spread,"Sun 12/28, 1:00 AM",+3 (-115) | -3 (+100),48% | 52%,51% | 49%,+3%,"56,459",2025-12-27 20:01
Seahawks @ Panthers,Spread,"Sun 12/28, 6:00 PM",-7.5 (-102) | +7 (-102),31% | 69%,32% | 68%,+1%,"21,199",2025-12-27 20:01
Jaguars @ Colts,Spread,"Sun 12/28, 6:00 PM",-5.5 (-110) | +5.5 (-105),77% | 23%,85% | 15%,+8%,"19,230",2025-12-27 20:01
Saints @ Titans,Spread,"Sun 12/28, 6:00 PM",-2.5 (-108) | +2.5 (-106),52% | 48%,59% | 41%,+7%,"18,417",2025-12-27 20:01
Cardinals @ Bengals,Spread,"Sun 12/28, 6:00 PM",+7 (-105) | -7 (-110),33% | 67%,30% | 70%,+3%,"21,037",2025-12-27 20:01
Steelers @ Browns,Spread,"Sun 12/28, 6:00 PM",-3 (-113) | +3 (-102),78% | 22%,74% | 26%,+4%,"18,286",2025-12-27 20:01
Patriots @ Jets,Spread,"Sun 12/28, 6:00 PM",-13.5 (-109) | +13.5 (-108),76% | 24%,73% | 27%,+3%,"13,762",2025-12-27 20:01
Buccaneers @ Dolphins,Spread,"Sun 12/28, 6:00 PM",-5.5 (-112) | +5.5 (+100),66% | 34%,67% | 33%,+1%,"14,545",2025-12-27 20:01
Eagles @ Bills,Spread,"Sun 12/28, 9:25 PM",+1.5 (-110) | -1.5 (-105),49% | 51%,42% | 58%,+7%,"20,957",2025-12-27 20:01
Bears @ 49ers,Spread,"Mon 12/29, 1:20 AM",+3 (-104) | -3 (-112),68% | 32%,66% | 34%,+2%,"17,332",2025-12-27 20:01
Rams @ Falcons,Spread,"Tue 12/30, 1:15 AM",-8.5 (-104) | +7.5 (-102),31% | 69%,29% | 71%,+2%,"15,141",2025-12-27 20:01
Cowboys @ Commanders,Spread,Final,-9 (-105) | +13.5 (-120),75% | 25%,80% | 20%,+5%,"176,911",2025-12-27 20:01
