away,home,date,time,forecast,precip,wind
Patriots,Broncos,"Patriots
Broncos",Patriots,37°F Partly Cloudy,0 %,6.88 SW
Rams,Seahawks,"Rams
Seahawks",Rams,45°F Partly Cloudy,0 %,2.94 S
