game_time,away,home,matchup,away_qb,home_qb,injuries,weather,spread,total,fetched
THU1:00 PM ET,GB,DET,GB @ DET,Jordan Love,Jared Goff,"M. Golden (WR)-Q, Isaac TeSlaa (WR)-Q","Dome
In Domed Stadium",DET-3,48.0,2025-11-27 15:49:47
THU4:30 PM ET,KC,DAL,KC @ DAL,P. Mahomes,Dak Prescott,None,"Dome
In Domed Stadium",KC -3,52.5,2025-11-27 15:49:48
THU8:20 PM ET,CIN,BAL,CIN @ BAL,Joe Burrow,L. Jackson,None,"0%
36°  9 mph W Wind",BAL-7.5,51.5,2025-11-27 15:49:48
FRI3:00 PM ET,CHI,PHI,CHI @ PHI,C. Williams,Jalen Hurts,"S. Barkley (RB)-Q, D. Smith (WR)-Q","1% Precipitation
41°  16 mph W Wind",PHI-7,44.0,2025-11-27 15:49:49
SUN1:00 PM ET,LAR,CAR,LAR @ CAR,M. Stafford,Bryce Young,None,"20% Rain
47°  5 mph SW Wind",LAR-10,44.5,2025-11-27 15:49:50
SUN1:00 PM ET,SF,CLE,SF @ CLE,Brock Purdy,S. Sanders,Eddy Pineiro (K)-Q,"96% Rain
39°  16 mph SSW Wind",SF -4.5,36.5,2025-11-27 15:49:50
SUN1:00 PM ET,HOU,IND,HOU @ IND,C.J. Stroud,Daniel Jones,"C.J. Stroud (QB)-Q, Daniel Jones (QB)-Q","Dome
In Domed Stadium",IND-4,44.5,2025-11-27 15:49:51
SUN1:00 PM ET,NO,MIA,NO @ MIA,Tyler Shough,T. Tagovailoa,"Alvin Kamara (RB)-Q, Chris Olave (WR)-Q, J. Waddle (WR)-Q","30% Precipitation
80°  13 mph E Wind",MIA-5.5,41.5,2025-11-27 15:49:51
SUN1:00 PM ET,ATL,NYJ,ATL @ NYJ,Kirk Cousins,Tyrod Taylor,Drake London (WR)-D,"15% Rain
46°  11 mph S Wind",ATL-2.5,39.5,2025-11-27 15:49:52
SUN1:00 PM ET,ARI,TB,ARI @ TB,J. Brissett,B. Mayfield,"Bam Knight (RB)-Q, M. Harrison (WR)-Q, B. Mayfield (QB)-Q, Chris Godwin (WR)-Q","4% Precipitation
79°  7 mph ESE Wind",TB -2.5,43.0,2025-11-27 15:49:53
SUN1:00 PM ET,JAX,TEN,JAX @ TEN,T. Lawrence,Cam Ward,"Brian Thomas (WR)-Q, E. Ayomanor (WR)-Q","78% Rain
44°  9 mph WNW Wind",JAX-6,41.5,2025-11-27 15:49:53
SUN4:05 PM ET,MIN,SEA,MIN @ SEA,J. McCarthy,Sam Darnold,"J. McCarthy (QB)-Q, K. Walker (RB)-Q","5% Precipitation
47°  3 mph Wind",SEA-11.5,41.0,2025-11-27 15:49:54
SUN4:25 PM ET,LV,LAC,LV @ LAC,Geno Smith,J. Herbert,Tre Tucker (WR)-Q,"Dome
In Domed Stadium",LAC-9.5,40.5,2025-11-27 15:49:55
SUN4:25 PM ET,BUF,PIT,BUF @ PIT,Josh Allen,A. Rodgers,"J. Palmer (WR)-Q, D. Kincaid (TE)-Q, A. Rodgers (QB)-Q, DK Metcalf (WR)-Q","76% Rain
42°  13 mph SW Wind",BUF-3,45.5,2025-11-27 15:49:56
SUN8:20 PM ET,DEN,WAS,DEN @ WAS,Bo Nix,J. Daniels,"J. Daniels (QB)-Q, C. Rodriguez (RB)-Q, T. McLaurin (WR)-Q, T. Burks (WR)-Q","53% Rain
43°  6 mph WSW Wind",DEN-5.5,43.5,2025-11-27 15:49:56
MON8:15 PM ET,NYG,NE,NYG @ NE,Jaxson Dart,Drake Maye,Jaxson Dart (QB)-Q,"15% Precipitation
31°  5 mph NW Wind",NE -7.5,46.0,2025-11-27 15:49:57
