game_time,away,home,matchup,away_qb,home_qb,injuries,weather,spread,total,fetched
THU8:15 PM ET,LAR,SEA,LAR @ SEA,M. Stafford,Sam Darnold,None,"100% Rain
52°  15 mph SSW Wind",SEA-1.5,42.0,2025-12-21 16:46:01
SAT5:00 PM ET,PHI,WAS,PHI @ WAS,Jalen Hurts,M. Mariota,M. Mariota (QB)-Q,"0%
41°  10 mph S Wind",PHI-7,43.5,2025-12-21 16:46:02
SAT8:20 PM ET,GB,CHI,GB @ CHI,Jordan Love,C. Williams,"Jordan Love (QB)-Q, Romeo Doubs (WR)-Q","0%
36°  13 mph W Wind",CHI-1,44.5,2025-12-21 16:46:03
SUN1:00 PM ET,TB,CAR,TB @ CAR,B. Mayfield,Bryce Young,None,"1% Precipitation
59°  7 mph N Wind",TB -3,45.5,2025-12-21 16:46:03
SUN1:00 PM ET,BUF,CLE,BUF @ CLE,Josh Allen,S. Sanders,None,"2% Precipitation
27°  13 mph WNW Wind",BUF-10.5,40.5,2025-12-21 16:46:04
SUN1:00 PM ET,LAC,DAL,LAC @ DAL,J. Herbert,Dak Prescott,None,"Dome
In Domed Stadium",DAL-1.5,50.5,2025-12-21 16:46:04
SUN1:00 PM ET,CIN,MIA,CIN @ MIA,Joe Burrow,Quinn Ewers,None,"21% Precipitation
79°  8 mph E Wind",CIN-3.5,48.5,2025-12-21 16:46:05
SUN1:00 PM ET,NYJ,NO,NYJ @ NO,Brady Cook,Tyler Shough,None,"Dome
In Domed Stadium",NO -6.5,40.0,2025-12-21 16:46:05
SUN1:00 PM ET,MIN,NYG,MIN @ NYG,J. McCarthy,Jaxson Dart,None,"0%
43°  15 mph WNW Wind",MIN-2.5,42.0,2025-12-21 16:46:06
SUN1:00 PM ET,KC,TEN,KC @ TEN,G. Minshew,Cam Ward,None,"0%
50°  10 mph NE Wind",KC -3,37.5,2025-12-21 16:46:06
SUN4:05 PM ET,ATL,ARI,ATL @ ARI,Kirk Cousins,J. Brissett,"Drake London (WR)-Q, M. Harrison (WR)-Q, X. Weaver (WR)-Q","Dome
In Domed Stadium",ATL-3,48.5,2025-12-21 16:46:06
SUN4:05 PM ET,JAX,DEN,JAX @ DEN,T. Lawrence,Bo Nix,None,"0%
61°  7 mph WSW Wind",DEN-3.5,47.0,2025-12-21 16:46:07
SUN4:25 PM ET,PIT,DET,PIT @ DET,A. Rodgers,Jared Goff,None,"Dome
In Domed Stadium",DET-7.5,52.0,2025-12-21 16:46:07
SUN4:25 PM ET,LV,HOU,LV @ HOU,Geno Smith,C.J. Stroud,Woody Marks (RB)-Q,"Dome
In Domed Stadium",HOU-14,39.0,2025-12-21 16:46:07
SUN8:20 PM ET,NE,BAL,NE @ BAL,Drake Maye,L. Jackson,None,"0%
33°  9 mph WNW Wind",BAL-3,48.5,2025-12-21 16:46:08
MON8:15 PM ET,SF,IND,SF @ IND,Brock Purdy,P. Rivers,None,"Dome
In Domed Stadium",SF -5.5,46.5,2025-12-21 16:46:08
