Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Titans @ Giants,Spread,"Sun 9/27, 5:00 PM",+2.5 (+108) | -2.5 (-106),63% | 37%,56% | 44%,+7%,"6,371",2026-09-23 22:41
Falcons @ Packers,Spread,"Fri 9/25, 12:15 AM",+4.5 (+102) | -4.5 (-102),49% | 51%,56% | 44%,+7%,"40,945",2026-09-23 22:41
Patriots @ Jaguars,Spread,"Sun 9/27, 5:00 PM",+2.5 (+120) | -3 (-102),65% | 35%,43% | 57%,+22%,"12,889",2026-09-23 22:41
Chiefs @ Dolphins,Spread,"Sun 9/27, 5:00 PM",-10.5 (-111) | +10.5 (+111),87% | 13%,94% | 6%,+7%,"8,279",2026-09-23 22:41
Bengals @ Steelers,Spread,"Sun 9/27, 5:00 PM",-3.5 (+104) | +3.5 (-102),72% | 28%,85% | 15%,+13%,"10,344",2026-09-23 22:41
Seahawks @ Commanders,Spread,"Sun 9/27, 5:00 PM",-7.5 (+117) | +7.5 (-111),88% | 12%,95% | 5%,+7%,"9,602",2026-09-23 22:41
Chargers @ Bills,Spread,"Sun 9/27, 5:00 PM",+7.5 (-106) | -7.5 (+108),25% | 75%,32% | 68%,+7%,"12,384",2026-09-23 22:41
Panthers @ Browns,Spread,"Sun 9/27, 5:00 PM",-2.5 (-111) | +2.5 (+111),79% | 21%,80% | 20%,+1%,"9,703",2026-09-23 22:41
Texans @ Colts,Spread,"Sun 9/27, 5:00 PM",-2.5 (-111) | +2.5 (+111),42% | 58%,43% | 57%,+1%,"7,098",2026-09-23 22:41
Jets @ Lions,Spread,"Sun 9/27, 5:00 PM",+6.5 (+104) | -6.5 (-102),27% | 73%,33% | 67%,+6%,"10,733",2026-09-23 22:41
Vikings @ Buccaneers,Spread,"Sun 9/27, 8:05 PM",-1.5 (+104) | +1.5 (-102),62% | 38%,61% | 39%,+1%,"11,899",2026-09-23 22:41
Cardinals @ 49ers,Spread,"Sun 9/27, 8:05 PM",+8.5 (+100) | -8.5 (+102),22% | 78%,15% | 85%,+7%,"7,068",2026-09-23 22:41
Ravens @ Cowboys,Spread,"Sun 9/27, 8:25 PM",-3.5 (+111) | +3.5 (-108),47% | 53%,76% | 24%,+29%,"10,117",2026-09-23 22:41
Raiders @ Saints,Spread,"Sun 9/27, 8:25 PM",+3 (+102) | -3.5 (+115),57% | 43%,60% | 40%,+3%,"8,910",2026-09-23 22:41
Rams @ Broncos,Spread,"Mon 9/28, 12:20 AM",-2.5 (-102) | +2.5 (+104),61% | 39%,74% | 26%,+13%,"4,942",2026-09-23 22:41
Eagles @ Bears,Spread,"Tue 9/29, 12:15 AM",-4.5 (-104) | +5.5 (-102),68% | 32%,80% | 20%,+12%,"9,577",2026-09-23 22:41
Titans @ Giants,Total,"Sun 9/27, 5:00 PM",o40.5 (+113) | u40.5 (-111),56% | 44%,50% | 50%,+6%,"6,371",2026-09-23 22:41
Falcons @ Packers,Total,"Fri 9/25, 12:15 AM",o43.5 (+113) | u42.5 (+106),31% | 69%,31% | 69%,,"40,945",2026-09-23 22:41
Patriots @ Jaguars,Total,"Sun 9/27, 5:00 PM",o44.5 (-111) | u44.5 (+111),24% | 76%,32% | 68%,+8%,"12,889",2026-09-23 22:41
Chiefs @ Dolphins,Total,"Sun 9/27, 5:00 PM",o46.5 (+106) | u46.5 (-106),21% | 79%,20% | 80%,+1%,"8,279",2026-09-23 22:41
Bengals @ Steelers,Total,"Sun 9/27, 5:00 PM",o42.5 (+104) | u42.5 (-104),55% | 45%,50% | 50%,+5%,"10,344",2026-09-23 22:41
Seahawks @ Commanders,Total,"Sun 9/27, 5:00 PM",o40.5 (+106) | u40.5 (-106),63% | 37%,61% | 39%,+2%,"9,602",2026-09-23 22:41
Chargers @ Bills,Total,"Sun 9/27, 5:00 PM",o50.5 (+106) | u50.5 (-106),17% | 83%,17% | 83%,,"12,384",2026-09-23 22:41
Panthers @ Browns,Total,"Sun 9/27, 5:00 PM",o42.5 (+106) | u42.5 (-106),63% | 37%,61% | 39%,+2%,"9,703",2026-09-23 22:41
Texans @ Colts,Total,"Sun 9/27, 5:00 PM",o42.5 (-102) | u42.5 (+102),34% | 66%,29% | 71%,+5%,"7,098",2026-09-23 22:41
Jets @ Lions,Total,"Sun 9/27, 5:00 PM",o47.5 (-102) | u47.5 (+102),18% | 82%,27% | 73%,+9%,"10,733",2026-09-23 22:41
Vikings @ Buccaneers,Total,"Sun 9/27, 8:05 PM",o42.5 (+100) | u42.5 (+102),23% | 77%,25% | 75%,+2%,"11,899",2026-09-23 22:41
Cardinals @ 49ers,Total,"Sun 9/27, 8:05 PM",o47.5 (-106) | u47.5 (+106),18% | 82%,15% | 85%,+3%,"7,068",2026-09-23 22:41
Ravens @ Cowboys,Total,"Sun 9/27, 8:25 PM",o52.5 (-102) | u52.5 (+102),13% | 87%,18% | 82%,+5%,"10,117",2026-09-23 22:41
Raiders @ Saints,Total,"Sun 9/27, 8:25 PM",o43.5 (-102) | u43.5 (+104),22% | 78%,21% | 79%,+1%,"8,910",2026-09-23 22:41
Rams @ Broncos,Total,"Mon 9/28, 12:20 AM",o44.5 (-102) | u44.5 (+104),14% | 86%,11% | 89%,+3%,"4,942",2026-09-23 22:41
Eagles @ Bears,Total,"Tue 9/29, 12:15 AM",o40.5 (-104) | u40.5 (+104),56% | 44%,52% | 48%,+4%,"9,577",2026-09-23 22:41
Titans @ Giants,Moneyline,"Sun 9/27, 5:00 PM",+233 | -130,24% | 76%,29% | 71%,+5%,"6,371",2026-09-23 22:41
Falcons @ Packers,Moneyline,"Fri 9/25, 12:15 AM",+257 | -228,7% | 93%,17% | 83%,+10%,"40,945",2026-09-23 22:41
Patriots @ Jaguars,Moneyline,"Sun 9/27, 5:00 PM",+147 | -138,44% | 56%,31% | 69%,+13%,"12,889",2026-09-23 22:41
Chiefs @ Dolphins,Moneyline,"Sun 9/27, 5:00 PM",-567 | +590,98% | 2%,96% | 4%,+2%,"8,279",2026-09-23 22:41
Bengals @ Steelers,Moneyline,"Sun 9/27, 5:00 PM",-163 | +174,88% | 12%,93% | 7%,+5%,"10,344",2026-09-23 22:41
Seahawks @ Commanders,Moneyline,"Sun 9/27, 5:00 PM",-270 | +292,97% | 3%,98% | 2%,+1%,"9,602",2026-09-23 22:41
Chargers @ Bills,Moneyline,"Sun 9/27, 5:00 PM",+308 | -300,4% | 96%,6% | 94%,+2%,"12,384",2026-09-23 22:41
Panthers @ Browns,Moneyline,"Sun 9/27, 5:00 PM",-138 | +141,88% | 12%,93% | 7%,+5%,"9,703",2026-09-23 22:41
Texans @ Colts,Moneyline,"Sun 9/27, 5:00 PM",-127 | +135,67% | 33%,58% | 42%,+9%,"7,098",2026-09-23 22:41
Jets @ Lions,Moneyline,"Sun 9/27, 5:00 PM",+277 | -277,5% | 95%,2% | 98%,+3%,"10,733",2026-09-23 22:41
Vikings @ Buccaneers,Moneyline,"Sun 9/27, 8:05 PM",-111 | +122,65% | 35%,55% | 45%,+10%,"11,899",2026-09-23 22:41
Cardinals @ 49ers,Moneyline,"Sun 9/27, 8:05 PM",+370 | -365,2% | 98%,1% | 99%,+1%,"7,068",2026-09-23 22:41
Ravens @ Cowboys,Moneyline,"Sun 9/27, 8:25 PM",-150 | +167,83% | 17%,75% | 25%,+8%,"10,117",2026-09-23 22:41
Raiders @ Saints,Moneyline,"Sun 9/27, 8:25 PM",+167 | -163,24% | 76%,34% | 66%,+10%,"8,910",2026-09-23 22:41
Rams @ Broncos,Moneyline,"Mon 9/28, 12:20 AM",-127 | +130,78% | 22%,78% | 22%,,"4,942",2026-09-23 22:41
Eagles @ Bears,Moneyline,"Tue 9/29, 12:15 AM",-178 | +208,89% | 11%,68% | 32%,+21%,"9,577",2026-09-23 22:41
