away,home,date,time,forecast,precip,wind
Rams,Panthers,"Rams
Panthers",Rams,71°F Clouds,28 %,13.81 NNW
Packers,Bears,"Packers
Bears",Packers,32°F Mostly Cloudy,27 %,12.46 E
Bills,Jaguars,"Bills
Jaguars",Bills,69°F Clouds,0 %,9.02 SE
49ers,Eagles,"49ers
Eagles",49ers,47°F Mostly Cloudy,16 %,10.2 E
Texans,Steelers,"Texans
Steelers",Texans,32°F Partly Cloudy,0 %,7.89 NE
Chargers,Patriots,"Chargers
Patriots",Chargers,Dome,--,
