Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Cowboys @ Giants,Spread,"Mon 9/14, 12:20 AM",-2.5 (-115) | +2.5 (+100),33% | 67%,95% | 5%,+62%,"7,451",2026-09-02 17:47
Patriots @ Seahawks,Spread,"Thu 9/10, 12:20 AM",+3.5 (-108) | -3.5 (-105),55% | 45%,44% | 56%,+11%,"12,596",2026-09-02 17:47
49ers @ Rams,Spread,"Fri 9/11, 12:35 AM",+3.5 (-105) | -3.5 (-110),51% | 49%,33% | 67%,+18%,"10,082",2026-09-02 17:47
Jets @ Titans,Spread,"Sun 9/13, 5:00 PM",+2.5 (-105) | -1.5 (-114),43% | 57%,42% | 58%,+1%,"4,755",2026-09-02 17:47
Buccaneers @ Bengals,Spread,"Sun 9/13, 5:00 PM",+3.5 (-105) | -3.5 (-110),57% | 43%,54% | 46%,+3%,"5,402",2026-09-02 17:47
Browns @ Jaguars,Spread,"Sun 9/13, 5:00 PM",+8 (-107) | -7.5 (-110),61% | 39%,27% | 73%,+34%,"6,144",2026-09-02 17:47
Falcons @ Steelers,Spread,"Sun 9/13, 5:00 PM",+3 (+100) | -3 (-110),59% | 41%,39% | 61%,+20%,"4,256",2026-09-02 17:47
Bears @ Panthers,Spread,"Sun 9/13, 5:00 PM",-2.5 (-118) | +2.5 (+102),66% | 34%,89% | 11%,+23%,"6,068",2026-09-02 17:47
Saints @ Lions,Spread,"Sun 9/13, 5:00 PM",+7 (-109) | -7 (-109),78% | 22%,32% | 68%,+46%,"7,093",2026-09-02 17:47
Ravens @ Colts,Spread,"Sun 9/13, 5:00 PM",-3.5 (-105) | +3.5 (-105),54% | 46%,62% | 38%,+8%,"4,932",2026-09-02 17:47
Bills @ Texans,Spread,"Sun 9/13, 5:00 PM",-1.5 (+100) | +1.5 (-115),55% | 45%,31% | 69%,+24%,"5,659",2026-09-02 17:47
Dolphins @ Raiders,Spread,"Sun 9/13, 8:25 PM",+3.5 (-109) | -3.5 (-102),58% | 42%,41% | 59%,+17%,"3,640",2026-09-02 17:47
Cardinals @ Chargers,Spread,"Sun 9/13, 8:25 PM",+10.5 (-105) | -10 (-110),62% | 38%,20% | 80%,+42%,"4,796",2026-09-02 17:47
Commanders @ Eagles,Spread,"Sun 9/13, 8:25 PM",+5.5 (-113) | -4.5 (-105),49% | 51%,27% | 73%,+22%,"5,588",2026-09-02 17:47
Packers @ Vikings,Spread,"Sun 9/13, 8:25 PM",+1.5 (-115) | +1.5 (-120),28% | 72%,30% | 70%,+2%,"7,154",2026-09-02 17:47
Broncos @ Chiefs,Spread,"Tue 9/15, 12:15 AM",+2.5 (-103) | -2.5 (-114),56% | 44%,74% | 26%,+18%,"6,260",2026-09-02 17:47
Cowboys @ Giants,Total,"Mon 9/14, 12:20 AM",o48.5 (-108) | u48.5 (-108),16% | 84%,15% | 85%,+1%,"7,451",2026-09-02 17:47
Patriots @ Seahawks,Total,"Thu 9/10, 12:20 AM",o44.5 (-105) | u44.5 (-109),27% | 73%,25% | 75%,+2%,"12,596",2026-09-02 17:47
49ers @ Rams,Total,"Fri 9/11, 12:35 AM",o48.5 (-105) | u48.5 (-110),20% | 80%,17% | 83%,+3%,"10,082",2026-09-02 17:47
Jets @ Titans,Total,"Sun 9/13, 5:00 PM",o39 (-110) | u39.5 (-105),56% | 44%,58% | 42%,+2%,"4,755",2026-09-02 17:47
Buccaneers @ Bengals,Total,"Sun 9/13, 5:00 PM",o50.5 (-112) | u50.5 (-102),11% | 89%,28% | 72%,+17%,"5,402",2026-09-02 17:47
Browns @ Jaguars,Total,"Sun 9/13, 5:00 PM",o40.5 (-110) | u40.5 (-108),47% | 53%,46% | 54%,+1%,"6,144",2026-09-02 17:47
Falcons @ Steelers,Total,"Sun 9/13, 5:00 PM",o41.5 (-108) | u42 (-108),35% | 65%,35% | 65%,,"4,256",2026-09-02 17:47
Bears @ Panthers,Total,"Sun 9/13, 5:00 PM",o47.5 (-105) | u47.5 (-108),13% | 87%,19% | 81%,+6%,"6,068",2026-09-02 17:47
Saints @ Lions,Total,"Sun 9/13, 5:00 PM",o50 (-108) | u50.5 (-113),17% | 83%,26% | 74%,+9%,"7,093",2026-09-02 17:47
Ravens @ Colts,Total,"Sun 9/13, 5:00 PM",o47.5 (-112) | u48.5 (-115),16% | 84%,11% | 89%,+5%,"4,932",2026-09-02 17:47
Bills @ Texans,Total,"Sun 9/13, 5:00 PM",o44.5 (-109) | u44.5 (-108),23% | 77%,20% | 80%,+3%,"5,659",2026-09-02 17:47
Dolphins @ Raiders,Total,"Sun 9/13, 8:25 PM",o40 (-110) | u40.5 (-110),44% | 56%,39% | 61%,+5%,"3,640",2026-09-02 17:47
Cardinals @ Chargers,Total,"Sun 9/13, 8:25 PM",o47.5 (-102) | u47.5 (-113),11% | 89%,13% | 87%,+2%,"4,796",2026-09-02 17:47
Commanders @ Eagles,Total,"Sun 9/13, 8:25 PM",o45.5 (-105) | u45.5 (-108),18% | 82%,17% | 83%,+1%,"5,588",2026-09-02 17:47
Packers @ Vikings,Total,"Sun 9/13, 8:25 PM",o45.5 (-110) | u46.5 (-110),11% | 89%,10% | 90%,+1%,"7,154",2026-09-02 17:47
Broncos @ Chiefs,Total,"Tue 9/15, 12:15 AM",o42.5 (-110) | u43.5 (-112),33% | 67%,30% | 70%,+3%,"6,260",2026-09-02 17:47
Cowboys @ Giants,Moneyline,"Mon 9/14, 12:20 AM",-148 | +130,86% | 14%,87% | 13%,+1%,"7,451",2026-09-02 17:47
