Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Patriots @ Seahawks,Moneyline,"Thu 9/10, 12:20 AM",+166 | -175,13% | 87%,19% | 81%,+6%,"12,596",2026-09-02 17:47
49ers @ Rams,Moneyline,"Fri 9/11, 12:35 AM",+166 | -197,11% | 89%,9% | 91%,+2%,"10,082",2026-09-02 17:47
Jets @ Titans,Moneyline,"Sun 9/13, 5:00 PM",+125 | -130,20% | 80%,23% | 77%,+3%,"4,755",2026-09-02 17:47
Buccaneers @ Bengals,Moneyline,"Sun 9/13, 5:00 PM",+169 | -198,13% | 87%,21% | 79%,+8%,"5,402",2026-09-02 17:47
Browns @ Jaguars,Moneyline,"Sun 9/13, 5:00 PM",+325 | -385,7% | 93%,20% | 80%,+13%,"6,144",2026-09-02 17:47
Falcons @ Steelers,Moneyline,"Sun 9/13, 5:00 PM",+145 | -160,16% | 84%,31% | 69%,+15%,"4,256",2026-09-02 17:47
Bears @ Panthers,Moneyline,"Sun 9/13, 5:00 PM",-145 | +136,85% | 15%,91% | 9%,+6%,"6,068",2026-09-02 17:47
Saints @ Lions,Moneyline,"Sun 9/13, 5:00 PM",+280 | -298,4% | 96%,12% | 88%,+8%,"7,093",2026-09-02 17:47
Ravens @ Colts,Moneyline,"Sun 9/13, 5:00 PM",-175 | +165,88% | 12%,89% | 11%,+1%,"4,932",2026-09-02 17:47
Bills @ Texans,Moneyline,"Sun 9/13, 5:00 PM",-108 | -102,64% | 36%,76% | 24%,+12%,"5,659",2026-09-02 17:47
Dolphins @ Raiders,Moneyline,"Sun 9/13, 8:25 PM",+164 | -172,12% | 88%,35% | 65%,+23%,"3,640",2026-09-02 17:47
Cardinals @ Chargers,Moneyline,"Sun 9/13, 8:25 PM",+475 | -550,4% | 96%,21% | 79%,+17%,"4,796",2026-09-02 17:47
Commanders @ Eagles,Moneyline,"Sun 9/13, 8:25 PM",+198 | -205,7% | 93%,11% | 89%,+4%,"5,588",2026-09-02 17:47
Packers @ Vikings,Moneyline,"Sun 9/13, 8:25 PM",+101 | -110,50% | 50%,52% | 48%,+2%,"7,154",2026-09-02 17:47
Broncos @ Chiefs,Moneyline,"Tue 9/15, 12:15 AM",+130 | -139,24% | 76%,60% | 40%,+36%,"6,260",2026-09-02 17:47
