away,home,date,time,forecast,precip,wind
Rams,Panthers,"Rams
Panthers",Rams,65°F Rain,31 %,11.87 N
Packers,Bears,"Packers
Bears",Packers,31°F Partly Cloudy,0 %,13.28 ESE
Bills,Jaguars,"Bills
Jaguars",Bills,64°F Clouds,0 %,10.87 SE
49ers,Eagles,"49ers
Eagles",49ers,42°F Partly Cloudy,0 %,11.26 E
Chargers,Patriots,"Chargers
Patriots",Chargers,32°F Partly Cloudy,0 %,8.89 E
Texans,Steelers,"Texans
Steelers",Texans,32°F Partly Cloudy,0 %,8.52 NE
