away,home,date,time,forecast,precip,wind
Patriots,Broncos,"Patriots
Broncos",Patriots,25°F Mostly Cloudy,0 %,10.54 S
Rams,Seahawks,"Rams
Seahawks",Rams,43°F Mostly Cloudy,0 %,1.6 SSE
