away,home,date,time,forecast,precip,wind
Bills,Broncos,"Bills
Broncos",Bills,36°F Clear,0 %,5.93 SSW
49ers,Seahawks,"49ers
Seahawks",49ers,45°F Clear,0 %,4.51 S
Texans,Patriots,"Texans
Patriots",Texans,35°F Clouds,18 %,6.1 ENE
Rams,Bears,"Rams
Bears",Rams,18°F Clouds,0 %,11.06 NE
