away,home,date,time,forecast,precip,wind
Rams,Panthers,"Rams
Panthers",Rams,69°F Clouds,24 %,11.62 N
Packers,Bears,"Packers
Bears",Packers,30°F Partly Cloudy,0 %,13.1 E
Bills,Jaguars,"Bills
Jaguars",Bills,72°F Partly Cloudy,0 %,9.59 SE
49ers,Eagles,"49ers
Eagles",49ers,44°F Partly Cloudy,0 %,13.54 ESE
Texans,Steelers,"Texans
Steelers",Texans,35°F Partly Cloudy,0 %,9.72 NE
Chargers,Patriots,"Chargers
Patriots",Chargers,Dome,--,
