away,home,date,time,forecast,precip,wind
Patriots,Broncos,"Patriots
Broncos",Patriots,27°F Clouds,0 %,7.07 S
Rams,Seahawks,"Rams
Seahawks",Rams,42°F Partly Cloudy,0 %,1.43 S
