game_time,away,home,matchup,away_qb,home_qb,injuries,weather,spread,total,fetched
THU1:00 PM ET,GB,DET,GB @ DET,Jordan Love,Jared Goff,A. St. Brown (WR)-Q,"Dome
In Domed Stadium",DET-3,48.0,2025-11-30 17:19:39
THU4:30 PM ET,KC,DAL,KC @ DAL,P. Mahomes,Dak Prescott,None,"Dome
In Domed Stadium",KC -3.5,53.0,2025-11-30 17:19:40
THU8:20 PM ET,CIN,BAL,CIN @ BAL,Joe Burrow,L. Jackson,None,"0%
38°  14 mph WNW Wind",BAL-8,52.5,2025-11-30 17:19:40
FRI3:00 PM ET,CHI,PHI,CHI @ PHI,C. Williams,Jalen Hurts,None,"0%
43°  21 mph WNW Wind",PHI-7,43.0,2025-11-30 17:19:41
SUN1:00 PM ET,LAR,CAR,LAR @ CAR,M. Stafford,Bryce Young,None,"43% Precipitation
48°  5 mph SW Wind",LAR-10,45.0,2025-11-30 17:19:41
SUN1:00 PM ET,SF,CLE,SF @ CLE,Brock Purdy,S. Sanders,None,"6% Precipitation
34°  25 mph WSW Wind",SF -5,35.0,2025-11-30 17:19:42
SUN1:00 PM ET,HOU,IND,HOU @ IND,C.J. Stroud,Daniel Jones,None,"Dome
In Domed Stadium",IND-3,44.5,2025-11-30 17:19:42
SUN1:00 PM ET,NO,MIA,NO @ MIA,Tyler Shough,T. Tagovailoa,None,"18% Precipitation
80°  14 mph E Wind",MIA-5.5,42.0,2025-11-30 17:19:43
SUN1:00 PM ET,ATL,NYJ,ATL @ NYJ,Kirk Cousins,Tyrod Taylor,None,"68% Rain
45°  10 mph SSW Wind",ATL-3,38.5,2025-11-30 17:19:43
SUN1:00 PM ET,ARI,TB,ARI @ TB,J. Brissett,B. Mayfield,None,"0%
81°  8 mph E Wind",TB -3.5,44.5,2025-11-30 17:19:44
SUN1:00 PM ET,JAX,TEN,JAX @ TEN,T. Lawrence,Cam Ward,None,"0%
43°  9 mph NW Wind",JAX-6,42.5,2025-11-30 17:19:45
SUN4:05 PM ET,MIN,SEA,MIN @ SEA,Max Brosmer,Sam Darnold,None,"0%
46°  2 mph N Wind",SEA-12,41.5,2025-11-30 17:19:45
SUN4:25 PM ET,LV,LAC,LV @ LAC,Geno Smith,J. Herbert,None,"Dome
In Domed Stadium",LAC-10,40.5,2025-11-30 17:19:45
SUN4:25 PM ET,BUF,PIT,BUF @ PIT,Josh Allen,A. Rodgers,"J. Palmer (WR)-Q, D. Kincaid (TE)-Q","0%
36°  17 mph WSW Wind",BUF-3,45.5,2025-11-30 17:19:46
SUN8:20 PM ET,DEN,WAS,DEN @ WAS,Bo Nix,M. Mariota,None,"0%
41°  7 mph W Wind",DEN-6,43.0,2025-11-30 17:19:46
MON8:15 PM ET,NYG,NE,NYG @ NE,Jaxson Dart,Drake Maye,None,"0%
28°  2 mph NNW Wind",NE -7,46.5,2025-11-30 17:19:46
