Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Cowboys @ Giants,Spread,"Sun 1/04, 6:00 PM",-3.5 (-108) | +3.5 (-110),61% | 39%,35% | 65%,+26%,"2,645",2025-12-31 03:49
Panthers @ Buccaneers,Spread,"Sat 1/03, 9:30 PM",+2.5 (-102) | -2.5 (-115),69% | 31%,75% | 25%,+6%,"10,223",2025-12-31 03:49
Seahawks @ 49ers,Spread,"Sun 1/04, 1:00 AM",-1.5 (-102) | +1.5 (-110),42% | 58%,42% | 58%,,"9,087",2025-12-31 03:49
Saints @ Falcons,Spread,"Sun 1/04, 6:00 PM",+3.5 (-110) | -3 (-114),46% | 54%,58% | 42%,+12%,"2,938",2025-12-31 03:49
Browns @ Bengals,Spread,"Sun 1/04, 6:00 PM",+7.5 (-110) | -7.5 (-108),48% | 52%,57% | 43%,+9%,"4,023",2025-12-31 03:49
Colts @ Texans,Spread,"Sun 1/04, 6:00 PM",+10 (-105) | -10 (-110),54% | 46%,54% | 46%,,"3,311",2025-12-31 03:49
Titans @ Jaguars,Spread,"Sun 1/04, 6:00 PM",+12.5 (-110) | -12.5 (-105),34% | 66%,39% | 61%,+5%,"3,594",2025-12-31 03:49
Packers @ Vikings,Spread,"Sun 1/04, 6:00 PM",+6.5 (-110) | -6 (-110),73% | 27%,58% | 42%,+15%,"2,312",2025-12-31 03:49
Chargers @ Broncos,Spread,"Sun 1/04, 9:25 PM",+12.5 (-110) | -12.5 (-107),78% | 22%,61% | 39%,+17%,"4,377",2025-12-31 03:49
Chiefs @ Raiders,Spread,"Sun 1/04, 9:25 PM",-5.5 (-110) | +5.5 (-105),61% | 39%,69% | 31%,+8%,"1,448",2025-12-31 03:49
Jets @ Bills,Spread,"Sun 1/04, 9:25 PM",+7 (-102) | -7.5 (-105),15% | 85%,12% | 88%,+3%,"2,837",2025-12-31 03:49
Commanders @ Eagles,Spread,"Sun 1/04, 9:25 PM",+7 (+100) | -7 (-110),28% | 72%,27% | 73%,+1%,"2,307",2025-12-31 03:49
Lions @ Bears,Spread,"Sun 1/04, 9:25 PM",+3 (-114) | -2.5 (-115),41% | 59%,39% | 61%,+2%,"2,852",2025-12-31 03:49
Cardinals @ Rams,Spread,"Sun 1/04, 9:25 PM",+7 (-107) | -7.5 (-102),20% | 80%,29% | 71%,+9%,"3,044",2025-12-31 03:49
Dolphins @ Patriots,Spread,"Sun 1/04, 9:25 PM",+10.5 (-108) | -10.5 (-110),36% | 64%,22% | 78%,+14%,"3,720",2025-12-31 03:49
