game_time,away,home,matchup,away_qb,home_qb,injuries,weather,spread,total,fetched
SAT4:30 PM ET,BUF,DEN,BUF @ DEN,Josh Allen,Bo Nix,None,"0%
39°  13 mph N Wind",DEN-1,46.0,2026-01-16 01:44:39
SAT8:00 PM ET,SF,SEA,SF @ SEA,Brock Purdy,Sam Darnold,"R. Pearsall (WR)-Q, Sam Darnold (QB)-Q","0%
48°  3 mph NNE Wind",SEA-7,45.0,2026-01-16 01:44:40
SUN3:00 PM ET,HOU,NE,HOU @ NE,C.J. Stroud,Drake Maye,Nico Collins (WR)-Q,"29% Precipitation
36°  6 mph W Wind",NE -3,40.5,2026-01-16 01:44:40
SUN6:30 PM ET,LAR,CHI,LAR @ CHI,M. Stafford,C. Williams,"Rome Odunze (WR)-Q, DJ Moore (WR)-Q","19% Precipitation
19°  17 mph SW Wind",LAR-3.5,48.5,2026-01-16 01:44:41
