Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Broncos @ Raiders,Total,"Sun 12/07, 9:05 PM",o40.5 (+102) | u40.5 (-110),62% | 38%,54% | 46%,+8%,"7,007",2025-12-04 01:01
Bears @ Packers,Total,"Sun 12/07, 9:25 PM",o44.5 (-109) | u44.5 (-106),55% | 45%,50% | 50%,+5%,"9,395",2025-12-04 01:01
Rams @ Cardinals,Total,"Sun 12/07, 9:25 PM",o47.5 (-110) | u48 (-110),39% | 61%,35% | 65%,+4%,"7,381",2025-12-04 01:01
Texans @ Chiefs,Total,"Mon 12/08, 1:20 AM",o41.5 (-110) | u41.5 (-104),65% | 35%,48% | 52%,+17%,"11,051",2025-12-04 01:01
Eagles @ Chargers,Total,"Tue 12/09, 1:15 AM",o40.5 (-112) | u40.5 (-104),72% | 28%,75% | 25%,+3%,"5,306",2025-12-04 01:01
Cowboys @ Lions,Moneyline,"Fri 12/05, 1:15 AM",+140 | -154,45% | 55%,59% | 41%,+14%,"26,132",2025-12-04 01:01
Commanders @ Vikings,Moneyline,"Sun 12/07, 6:00 PM",+110 | -124,56% | 44%,74% | 26%,+18%,"6,386",2025-12-04 01:01
Colts @ Jaguars,Moneyline,"Sun 12/07, 6:00 PM",-124 | +110,70% | 30%,67% | 33%,+3%,"8,905",2025-12-04 01:01
Saints @ Buccaneers,Moneyline,"Sun 12/07, 6:00 PM",+385 | -440,3% | 97%,9% | 91%,+6%,"8,850",2025-12-04 01:01
Dolphins @ Jets,Moneyline,"Sun 12/07, 6:00 PM",-148 | +130,79% | 21%,84% | 16%,+5%,"7,709",2025-12-04 01:01
Titans @ Browns,Moneyline,"Sun 12/07, 6:00 PM",+180 | -205,11% | 89%,9% | 91%,+2%,"6,124",2025-12-04 01:01
Seahawks @ Falcons,Moneyline,"Sun 12/07, 6:00 PM",-335 | +285,94% | 6%,94% | 6%,,"10,016",2025-12-04 01:01
Steelers @ Ravens,Moneyline,"Sun 12/07, 6:00 PM",+235 | -275,16% | 84%,16% | 84%,,"10,773",2025-12-04 01:01
Bengals @ Bills,Moneyline,"Sun 12/07, 6:00 PM",+230 | -265,20% | 80%,32% | 68%,+12%,"7,936",2025-12-04 01:01
Broncos @ Raiders,Moneyline,"Sun 12/07, 9:05 PM",-410 | +350,97% | 3%,98% | 2%,+1%,"7,007",2025-12-04 01:01
Bears @ Packers,Moneyline,"Sun 12/07, 9:25 PM",+270 | -285,32% | 68%,72% | 28%,+40%,"9,395",2025-12-04 01:01
Rams @ Cardinals,Moneyline,"Sun 12/07, 9:25 PM",-400 | +350,97% | 3%,99% | 1%,+2%,"7,381",2025-12-04 01:01
Texans @ Chiefs,Moneyline,"Mon 12/08, 1:20 AM",+160 | -180,21% | 79%,26% | 74%,+5%,"11,051",2025-12-04 01:01
Eagles @ Chargers,Moneyline,"Tue 12/09, 1:15 AM",-152 | +130,81% | 19%,88% | 12%,+7%,"5,306",2025-12-04 01:01
