Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Jets @ Titans,Moneyline,"Sun 9/13, 5:00 PM",+125 | -108,24% | 76%,22% | 78%,+2%,"21,386",2026-09-11 02:23
Buccaneers @ Bengals,Moneyline,"Sun 9/13, 5:00 PM",+178 | -178,13% | 87%,16% | 84%,+3%,"22,789",2026-09-11 02:23
Browns @ Jaguars,Moneyline,"Sun 9/13, 5:00 PM",+360 | -376,7% | 93%,13% | 87%,+6%,"23,375",2026-09-11 02:23
Falcons @ Steelers,Moneyline,"Sun 9/13, 5:00 PM",+203 | -160,13% | 87%,17% | 83%,+4%,"22,754",2026-09-11 02:23
Bears @ Panthers,Moneyline,"Sun 9/13, 5:00 PM",-145 | +150,88% | 12%,94% | 6%,+6%,"24,839",2026-09-11 02:23
Saints @ Lions,Moneyline,"Sun 9/13, 5:00 PM",+285 | -300,4% | 96%,3% | 97%,+1%,"26,445",2026-09-11 02:23
Ravens @ Colts,Moneyline,"Sun 9/13, 5:00 PM",-156 | +165,91% | 9%,95% | 5%,+4%,"23,516",2026-09-11 02:23
Bills @ Texans,Moneyline,"Sun 9/13, 5:00 PM",-108 | +104,71% | 29%,72% | 28%,+1%,"26,364",2026-09-11 02:23
Dolphins @ Raiders,Moneyline,"Sun 9/13, 8:25 PM",+155 | -159,13% | 87%,18% | 82%,+5%,"17,342",2026-09-11 02:23
Cardinals @ Chargers,Moneyline,"Sun 9/13, 8:25 PM",+475 | -426,4% | 96%,5% | 95%,+1%,"20,618",2026-09-11 02:23
Commanders @ Eagles,Moneyline,"Sun 9/13, 8:25 PM",+212 | -212,5% | 95%,5% | 95%,,"21,421",2026-09-11 02:23
Packers @ Vikings,Moneyline,"Sun 9/13, 8:25 PM",+117 | -110,48% | 52%,50% | 50%,+2%,"22,199",2026-09-11 02:23
Broncos @ Chiefs,Moneyline,"Tue 9/15, 12:15 AM",+130 | -133,35% | 65%,4% | 96%,+31%,"22,522",2026-09-11 02:23
49ers @ Rams,Moneyline,3RD 10:17,+180 | -198,13% | 87%,19% | 81%,+6%,"268,970",2026-09-11 02:23
Patriots @ Seahawks,Moneyline,Final,+165 | -170,18% | 82%,47% | 53%,+29%,"292,189",2026-09-11 02:23
