Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Cowboys @ Giants,Spread,"Mon 9/14, 12:20 AM",-2.5 (-115) | +2.5 (+117),46% | 54%,86% | 14%,+40%,"25,980",2026-09-11 02:23
Jets @ Titans,Spread,"Sun 9/13, 5:00 PM",+2.5 (-105) | -1.5 (+104),44% | 56%,64% | 36%,+20%,"21,386",2026-09-11 02:23
Buccaneers @ Bengals,Spread,"Sun 9/13, 5:00 PM",+4 (-112) | -3.5 (+100),55% | 45%,66% | 34%,+11%,"22,789",2026-09-11 02:23
Browns @ Jaguars,Spread,"Sun 9/13, 5:00 PM",+9.5 (-113) | -9.5 (+108),42% | 58%,24% | 76%,+18%,"23,375",2026-09-11 02:23
Falcons @ Steelers,Spread,"Sun 9/13, 5:00 PM",+5.5 (-108) | -3 (-110),46% | 54%,28% | 72%,+18%,"22,754",2026-09-11 02:23
Bears @ Panthers,Spread,"Sun 9/13, 5:00 PM",-3.5 (+117) | +3 (-102),69% | 31%,79% | 21%,+10%,"24,839",2026-09-11 02:23
Saints @ Lions,Spread,"Sun 9/13, 5:00 PM",+6.5 (+113) | -7 (-106),52% | 48%,25% | 75%,+27%,"26,445",2026-09-11 02:23
Ravens @ Colts,Spread,"Sun 9/13, 5:00 PM",-3.5 (+113) | +3.5 (-105),65% | 35%,47% | 53%,+18%,"23,516",2026-09-11 02:23
Bills @ Texans,Spread,"Sun 9/13, 5:00 PM",-1.5 (+100) | +1.5 (-104),53% | 47%,53% | 47%,,"26,364",2026-09-11 02:23
Dolphins @ Raiders,Spread,"Sun 9/13, 8:25 PM",+3.5 (-110) | -3.5 (+117),52% | 48%,44% | 56%,+8%,"17,342",2026-09-11 02:23
Cardinals @ Chargers,Spread,"Sun 9/13, 8:25 PM",+10.5 (-105) | -9.5 (+100),43% | 57%,25% | 75%,+18%,"20,618",2026-09-11 02:23
Commanders @ Eagles,Spread,"Sun 9/13, 8:25 PM",+5.5 (+100) | -4.5 (-105),40% | 60%,27% | 73%,+13%,"21,421",2026-09-11 02:23
Packers @ Vikings,Spread,"Sun 9/13, 8:25 PM",+1.5 (+104) | +1.5 (-120),42% | 58%,29% | 71%,+13%,"22,199",2026-09-11 02:23
Broncos @ Chiefs,Spread,"Tue 9/15, 12:15 AM",+2.5 (+100) | -2.5 (-104),69% | 31%,76% | 24%,+7%,"22,522",2026-09-11 02:23
49ers @ Rams,Spread,3RD 10:17,+3.5 (-105) | +3.5 (-117),39% | 61%,55% | 45%,+16%,"268,970",2026-09-11 02:23
Patriots @ Seahawks,Spread,Final,+3.5 (-110) | -3.5 (+100),54% | 46%,65% | 35%,+11%,"292,189",2026-09-11 02:23
Cowboys @ Giants,Total,"Mon 9/14, 12:20 AM",o47.5 (-108) | u47.5 (+104),14% | 86%,20% | 80%,+6%,"25,980",2026-09-11 02:23
Jets @ Titans,Total,"Sun 9/13, 5:00 PM",o38.5 (-104) | u38.5 (+100),46% | 54%,48% | 52%,+2%,"21,386",2026-09-11 02:23
Buccaneers @ Bengals,Total,"Sun 9/13, 5:00 PM",o49.5 (-113) | u49.5 (+108),11% | 89%,25% | 75%,+14%,"22,789",2026-09-11 02:23
Browns @ Jaguars,Total,"Sun 9/13, 5:00 PM",o40.5 (+100) | u40.5 (-104),37% | 63%,38% | 62%,+1%,"23,375",2026-09-11 02:23
Falcons @ Steelers,Total,"Sun 9/13, 5:00 PM",o41.5 (+100) | u41.5 (-104),27% | 73%,26% | 74%,+1%,"22,754",2026-09-11 02:23
Bears @ Panthers,Total,"Sun 9/13, 5:00 PM",o46.5 (-108) | u46.5 (+104),12% | 88%,21% | 79%,+9%,"24,839",2026-09-11 02:23
Saints @ Lions,Total,"Sun 9/13, 5:00 PM",o49.5 (-110) | u49.5 (+108),15% | 85%,30% | 70%,+15%,"26,445",2026-09-11 02:23
Ravens @ Colts,Total,"Sun 9/13, 5:00 PM",o47.5 (-110) | u47.5 (+108),14% | 86%,12% | 88%,+2%,"23,516",2026-09-11 02:23
Bills @ Texans,Total,"Sun 9/13, 5:00 PM",o44.5 (-104) | u44.5 (+100),20% | 80%,20% | 80%,,"26,364",2026-09-11 02:23
Dolphins @ Raiders,Total,"Sun 9/13, 8:25 PM",o40.5 (+104) | u40.5 (-108),36% | 64%,33% | 67%,+3%,"17,342",2026-09-11 02:23
Cardinals @ Chargers,Total,"Sun 9/13, 8:25 PM",o47.5 (+104) | u47.5 (-108),10% | 90%,13% | 87%,+3%,"20,618",2026-09-11 02:23
Commanders @ Eagles,Total,"Sun 9/13, 8:25 PM",o44.5 (+108) | u44.5 (-110),15% | 85%,17% | 83%,+2%,"21,421",2026-09-11 02:23
Packers @ Vikings,Total,"Sun 9/13, 8:25 PM",o46.5 (+104) | u46.5 (-108),10% | 90%,13% | 87%,+3%,"22,199",2026-09-11 02:23
Broncos @ Chiefs,Total,"Tue 9/15, 12:15 AM",o43.5 (-104) | u43.5 (+100),25% | 75%,28% | 72%,+3%,"22,522",2026-09-11 02:23
49ers @ Rams,Total,3RD 10:17,o42.5 (-117) | u47.5 (-105),20% | 80%,30% | 70%,+10%,"268,970",2026-09-11 02:23
Patriots @ Seahawks,Total,Final,o44.5 (-108) | u44.5 (-109),29% | 71%,41% | 59%,+12%,"292,189",2026-09-11 02:23
Cowboys @ Giants,Moneyline,"Mon 9/14, 12:20 AM",-150 | +150,89% | 11%,91% | 9%,+2%,"25,980",2026-09-11 02:23
