game_time,away,home,matchup,away_qb,home_qb,injuries,weather,spread,total,fetched
SUN3:00 PM ET,NE,DEN,NE @ DEN,Drake Maye,J. Stidham,"T. Franklin (WR)-Q, Pat Bryant (WR)-Q","16% Precipitation
20°  7 mph NNE Wind",NE -4.5,42.5,2026-01-23 01:45:40
SUN6:30 PM ET,LAR,SEA,LAR @ SEA,M. Stafford,Sam Darnold,Sam Darnold (QB)-Q,"1% Precipitation
43°  2 mph ENE Wind",SEA-2.5,46.5,2026-01-23 01:45:46
