Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Cowboys @ Giants,Spread,"Sun 1/04, 6:00 PM",-3.5 (-105) | +3.5 (-110),62% | 38%,55% | 45%,+7%,"10,223",2026-01-03 18:36
Panthers @ Buccaneers,Spread,9:30 PM,+3 (-114) | -3 (+100),67% | 33%,70% | 30%,+3%,"91,765",2026-01-03 18:36
Seahawks @ 49ers,Spread,"Sun 1/04, 1:00 AM",-2.5 (-110) | +2.5 (-102),32% | 68%,32% | 68%,,"75,680",2026-01-03 18:36
Saints @ Falcons,Spread,"Sun 1/04, 6:00 PM",+3.5 (-109) | -3.5 (-107),51% | 49%,50% | 50%,+1%,"14,388",2026-01-03 18:36
Browns @ Bengals,Spread,"Sun 1/04, 6:00 PM",+7.5 (-102) | -7.5 (-108),45% | 55%,38% | 62%,+7%,"16,403",2026-01-03 18:36
Colts @ Texans,Spread,"Sun 1/04, 6:00 PM",+10.5 (-110) | -10.5 (-102),47% | 53%,37% | 63%,+10%,"11,627",2026-01-03 18:36
Titans @ Jaguars,Spread,"Sun 1/04, 6:00 PM",+13.5 (-110) | -13 (-110),40% | 60%,34% | 66%,+6%,"12,864",2026-01-03 18:36
Packers @ Vikings,Spread,"Sun 1/04, 6:00 PM",+9.5 (-105) | -8.5 (-115),68% | 32%,43% | 57%,+25%,"11,026",2026-01-03 18:36
Chargers @ Broncos,Spread,"Sun 1/04, 9:25 PM",+13.5 (-110) | -13 (-110),72% | 28%,70% | 30%,+2%,"12,339",2026-01-03 18:36
Chiefs @ Raiders,Spread,"Sun 1/04, 9:25 PM",-5 (-110) | +5.5 (-110),53% | 47%,67% | 33%,+14%,"6,745",2026-01-03 18:36
Jets @ Bills,Spread,"Sun 1/04, 9:25 PM",+7.5 (-102) | -7.5 (-110),17% | 83%,36% | 64%,+19%,"9,279",2026-01-03 18:36
Commanders @ Eagles,Spread,"Sun 1/04, 9:25 PM",+4.5 (-115) | -3.5 (-120),25% | 75%,30% | 70%,+5%,"9,592",2026-01-03 18:36
Lions @ Bears,Spread,"Sun 1/04, 9:25 PM",+3 (+100) | -3 (-110),47% | 53%,37% | 63%,+10%,"12,485",2026-01-03 18:36
Cardinals @ Rams,Spread,"Sun 1/04, 9:25 PM",+8.5 (-109) | -8.5 (-110),19% | 81%,25% | 75%,+6%,"11,218",2026-01-03 18:36
Dolphins @ Patriots,Spread,"Sun 1/04, 9:25 PM",+11.5 (-110) | -11.5 (-105),34% | 66%,21% | 79%,+13%,"13,111",2026-01-03 18:36
Ravens @ Steelers,Spread,"Mon 1/05, 1:20 AM",-3.5 (-110) | +3.5 (-102),44% | 56%,41% | 59%,+3%,"28,192",2026-01-03 18:36
Cowboys @ Giants,Total,"Sun 1/04, 6:00 PM",o49.5 (-110) | u49.5 (-105),61% | 39%,58% | 42%,+3%,"10,223",2026-01-03 18:36
Panthers @ Buccaneers,Total,9:30 PM,o43.5 (-105) | u43.5 (-108),75% | 25%,71% | 29%,+4%,"91,765",2026-01-03 18:36
Seahawks @ 49ers,Total,"Sun 1/04, 1:00 AM",o47.5 (-110) | u47.5 (-105),49% | 51%,45% | 55%,+4%,"75,680",2026-01-03 18:36
Saints @ Falcons,Total,"Sun 1/04, 6:00 PM",o43.5 (-110) | u43.5 (-105),68% | 32%,71% | 29%,+3%,"14,388",2026-01-03 18:36
Browns @ Bengals,Total,"Sun 1/04, 6:00 PM",o44.5 (-108) | u44.5 (-109),64% | 36%,62% | 38%,+2%,"16,403",2026-01-03 18:36
Colts @ Texans,Total,"Sun 1/04, 6:00 PM",o39 (-105) | u38.5 (-105),74% | 26%,76% | 24%,+2%,"11,627",2026-01-03 18:36
Titans @ Jaguars,Total,"Sun 1/04, 6:00 PM",o47.5 (-105) | u47.5 (-105),59% | 41%,58% | 42%,+1%,"12,864",2026-01-03 18:36
Packers @ Vikings,Total,"Sun 1/04, 6:00 PM",o37.5 (+100) | u37 (-110),81% | 19%,83% | 17%,+2%,"11,026",2026-01-03 18:36
Chargers @ Broncos,Total,"Sun 1/04, 9:25 PM",o37.5 (-108) | u38 (-110),79% | 21%,85% | 15%,+6%,"12,339",2026-01-03 18:36
Chiefs @ Raiders,Total,"Sun 1/04, 9:25 PM",o36.5 (-105) | u36.5 (-110),68% | 32%,69% | 31%,+1%,"6,745",2026-01-03 18:36
Jets @ Bills,Total,"Sun 1/04, 9:25 PM",o37.5 (-105) | u37.5 (-109),79% | 21%,81% | 19%,+2%,"9,279",2026-01-03 18:36
Commanders @ Eagles,Total,"Sun 1/04, 9:25 PM",o38.5 (-112) | u39 (-108),75% | 25%,78% | 22%,+3%,"9,592",2026-01-03 18:36
Lions @ Bears,Total,"Sun 1/04, 9:25 PM",o50.5 (-107) | u50.5 (-105),68% | 32%,71% | 29%,+3%,"12,485",2026-01-03 18:36
Cardinals @ Rams,Total,"Sun 1/04, 9:25 PM",o45.5 (-115) | u46.5 (-110),60% | 40%,69% | 31%,+9%,"11,218",2026-01-03 18:36
Dolphins @ Patriots,Total,"Sun 1/04, 9:25 PM",o45.5 (-102) | u45.5 (-108),72% | 28%,74% | 26%,+2%,"13,111",2026-01-03 18:36
Ravens @ Steelers,Total,"Mon 1/05, 1:20 AM",o41 (-109) | u41.5 (-110),74% | 26%,69% | 31%,+5%,"28,192",2026-01-03 18:36
Cowboys @ Giants,Moneyline,"Sun 1/04, 6:00 PM",-180 | +160,88% | 12%,91% | 9%,+3%,"10,223",2026-01-03 18:36
Panthers @ Buccaneers,Moneyline,9:30 PM,+132 | -148,38% | 62%,44% | 56%,+6%,"91,765",2026-01-03 18:36
Seahawks @ 49ers,Moneyline,"Sun 1/04, 1:00 AM",-141 | +124,48% | 52%,44% | 56%,+4%,"75,680",2026-01-03 18:36
Saints @ Falcons,Moneyline,"Sun 1/04, 6:00 PM",+160 | -175,23% | 77%,21% | 79%,+2%,"14,388",2026-01-03 18:36
Browns @ Bengals,Moneyline,"Sun 1/04, 6:00 PM",+320 | -375,12% | 88%,34% | 66%,+22%,"16,403",2026-01-03 18:36
Colts @ Texans,Moneyline,"Sun 1/04, 6:00 PM",+475 | -550,7% | 93%,40% | 60%,+33%,"11,627",2026-01-03 18:36
Titans @ Jaguars,Moneyline,"Sun 1/04, 6:00 PM",+590 | -800,4% | 96%,20% | 80%,+16%,"12,864",2026-01-03 18:36
Packers @ Vikings,Moneyline,"Sun 1/04, 6:00 PM",+385 | -450,34% | 66%,70% | 30%,+36%,"11,026",2026-01-03 18:36
Chargers @ Broncos,Moneyline,"Sun 1/04, 9:25 PM",+750 | -910,16% | 84%,42% | 58%,+26%,"12,339",2026-01-03 18:36
Chiefs @ Raiders,Moneyline,"Sun 1/04, 9:25 PM",-255 | +230,84% | 16%,81% | 19%,+3%,"6,745",2026-01-03 18:36
Jets @ Bills,Moneyline,"Sun 1/04, 9:25 PM",+335 | -405,2% | 98%,10% | 90%,+8%,"9,279",2026-01-03 18:36
Commanders @ Eagles,Moneyline,"Sun 1/04, 9:25 PM",+185 | -198,6% | 94%,19% | 81%,+13%,"9,592",2026-01-03 18:36
Lions @ Bears,Moneyline,"Sun 1/04, 9:25 PM",+146 | -160,25% | 75%,40% | 60%,+15%,"12,485",2026-01-03 18:36
Cardinals @ Rams,Moneyline,"Sun 1/04, 9:25 PM",+330 | -375,3% | 97%,33% | 67%,+30%,"11,218",2026-01-03 18:36
Dolphins @ Patriots,Moneyline,"Sun 1/04, 9:25 PM",+500 | -650,5% | 95%,24% | 76%,+19%,"13,111",2026-01-03 18:36
Ravens @ Steelers,Moneyline,"Mon 1/05, 1:20 AM",-195 | +176,71% | 29%,66% | 34%,+5%,"28,192",2026-01-03 18:36
