away,home,date,time,forecast,precip,wind
Bills,Broncos,"Bills
Broncos",Bills,38°F Clear,0 %,5.04 S
49ers,Seahawks,"49ers
Seahawks",49ers,47°F Clear,0 %,3.98 S
Texans,Patriots,"Texans
Patriots",Texans,35°F Clouds,18 %,6.1 ENE
Rams,Bears,"Rams
Bears",Rams,18°F Clouds,0 %,13.23 NE
