away,home,date,time,forecast,precip,wind
Rams,Panthers,"Rams
Panthers",Rams,70°F Drizzle,35 %,14.36 N
Packers,Bears,"Packers
Bears",Packers,29°F Partly Cloudy,0 %,12.81 E
Bills,Jaguars,"Bills
Jaguars",Bills,63°F Mostly Cloudy,0 %,10.95 SE
49ers,Eagles,"49ers
Eagles",49ers,40°F Partly Cloudy,0 %,13.73 E
Chargers,Patriots,"Chargers
Patriots",Chargers,31°F Clear,0 %,9.6 E
Texans,Steelers,"Texans
Steelers",Texans,32°F Partly Cloudy,0 %,8.38 NE
