game_time,away,home,matchup,away_qb,home_qb,injuries,weather,spread,total,fetched
THU8:15 PM ET,LAR,SEA,LAR @ SEA,M. Stafford,Sam Darnold,None,"100% Rain
52°  15 mph SSW Wind",SEA-1.5,42.0,2025-12-21 01:40:42
SAT5:00 PM ET,PHI,WAS,PHI @ WAS,Jalen Hurts,M. Mariota,M. Mariota (QB)-Q,"0%
41°  10 mph S Wind",PHI-7,43.5,2025-12-21 01:40:43
SAT8:20 PM ET,GB,CHI,GB @ CHI,Jordan Love,C. Williams,None,"0%
35°  16 mph W Wind",CHI-1,44.5,2025-12-21 01:40:43
SUN1:00 PM ET,TB,CAR,TB @ CAR,B. Mayfield,Bryce Young,None,"2% Precipitation
60°  7 mph N Wind",TB -3,45.5,2025-12-21 01:40:43
SUN1:00 PM ET,BUF,CLE,BUF @ CLE,Josh Allen,S. Sanders,None,"4% Precipitation
27°  13 mph WNW Wind",BUF-10.5,41.5,2025-12-21 01:40:44
SUN1:00 PM ET,LAC,DAL,LAC @ DAL,J. Herbert,Dak Prescott,Q. Johnston (WR)-Q,"Dome
In Domed Stadium",DAL-2,50.0,2025-12-21 01:40:44
SUN1:00 PM ET,CIN,MIA,CIN @ MIA,Joe Burrow,Quinn Ewers,Tee Higgins (WR)-Q,"9% Precipitation
80°  8 mph ENE Wind",CIN-4,48.5,2025-12-21 01:40:44
SUN1:00 PM ET,NYJ,NO,NYJ @ NO,Brady Cook,Tyler Shough,Mason Tipton (WR)-Q,"Dome
In Domed Stadium",NO -6.5,40.5,2025-12-21 01:40:45
SUN1:00 PM ET,MIN,NYG,MIN @ NYG,J. McCarthy,Jaxson Dart,None,"5% Precipitation
43°  14 mph WNW Wind",MIN-2.5,43.0,2025-12-21 01:40:45
SUN1:00 PM ET,KC,TEN,KC @ TEN,G. Minshew,Cam Ward,"V. Jefferson (WR)-Q, Gunnar Helm (TE)-Q","0%
49°  10 mph NE Wind",KC -3,37.5,2025-12-21 01:40:45
SUN4:05 PM ET,ATL,ARI,ATL @ ARI,Kirk Cousins,J. Brissett,"Drake London (WR)-Q, M. Harrison (WR)-Q, X. Weaver (WR)-Q","Dome
In Domed Stadium",ATL-3,48.5,2025-12-21 01:40:46
SUN4:05 PM ET,JAX,DEN,JAX @ DEN,T. Lawrence,Bo Nix,None,"0%
59°  6 mph SW Wind",DEN-3.5,47.0,2025-12-21 01:40:46
SUN4:25 PM ET,PIT,DET,PIT @ DET,A. Rodgers,Jared Goff,None,"Dome
In Domed Stadium",DET-7,52.0,2025-12-21 01:40:46
SUN4:25 PM ET,LV,HOU,LV @ HOU,Geno Smith,C.J. Stroud,Woody Marks (RB)-Q,"Dome
In Domed Stadium",HOU-14,38.0,2025-12-21 01:40:47
SUN8:20 PM ET,NE,BAL,NE @ BAL,Drake Maye,L. Jackson,None,"1% Precipitation
33°  8 mph NW Wind",BAL-3,49.0,2025-12-21 01:40:47
MON8:15 PM ET,SF,IND,SF @ IND,Brock Purdy,P. Rivers,None,"Dome
In Domed Stadium",SF -5.5,46.5,2025-12-21 01:40:47
