game_time,away,home,matchup,away_qb,home_qb,injuries,weather,spread,total,fetched
THU8:15 PM ET,DAL,DET,DAL @ DET,Dak Prescott,Jared Goff,None,"Dome
In Domed Stadium",DET-3.5,55.5,2025-12-05 01:01:18
SUN1:00 PM ET,SEA,ATL,SEA @ ATL,Sam Darnold,Kirk Cousins,"K. Walker (RB)-Q, Drake London (WR)-Q","Dome
In Domed Stadium",SEA-7,44.5,2025-12-05 01:01:18
SUN1:00 PM ET,PIT,BAL,PIT @ BAL,A. Rodgers,L. Jackson,"L. Jackson (QB)-Q, R. Bateman (WR)-Q","4% Precipitation
43°  6 mph W Wind",BAL-5.5,42.5,2025-12-05 01:01:19
SUN1:00 PM ET,CIN,BUF,CIN @ BUF,Joe Burrow,Josh Allen,"Tee Higgins (WR)-Q, J. Palmer (WR)-Q, D. Kincaid (TE)-Q","67% Snow
32°  5 mph S Wind",BUF-5.5,53.5,2025-12-05 01:01:19
SUN1:00 PM ET,TEN,CLE,TEN @ CLE,Cam Ward,S. Sanders,None,"44% Precipitation
35°  8 mph W Wind",CLE-4,34.0,2025-12-05 01:01:19
SUN1:00 PM ET,IND,JAX,IND @ JAX,Daniel Jones,T. Lawrence,P. Washington (WR)-Q,"79% Rain
66°  8 mph SSE Wind",IND-1.5,46.5,2025-12-05 01:01:20
SUN1:00 PM ET,WAS,MIN,WAS @ MIN,J. Daniels,J. McCarthy,"J. Daniels (QB)-Q, Aaron Jones (RB)-Q","Dome
In Domed Stadium",MIN-1.5,42.5,2025-12-05 01:01:20
SUN1:00 PM ET,MIA,NYJ,MIA @ NYJ,T. Tagovailoa,Tyrod Taylor,None,"1% Precipitation
40°  6 mph NNW Wind",MIA-3,41.5,2025-12-05 01:01:20
SUN1:00 PM ET,NO,TB,NO @ TB,Tyler Shough,B. Mayfield,"Alvin Kamara (RB)-Q, Chris Olave (WR)-Q","66% Rain
79°  9 mph SSW Wind",TB -8.5,41.5,2025-12-05 01:01:21
SUN4:05 PM ET,DEN,LV,DEN @ LV,Bo Nix,Geno Smith,"Pat Bryant (WR)-Q, D. Thornton (WR)-Q","Dome
In Domed Stadium",DEN-7.5,40.5,2025-12-05 01:01:21
SUN4:25 PM ET,LAR,ARI,LAR @ ARI,M. Stafford,J. Brissett,"K. Williams (RB)-Q, D. Adams (WR)-Q, M. Harrison (WR)-Q, Greg Dortch (WR)-Q","Dome
In Domed Stadium",LAR-8.5,47.5,2025-12-05 01:01:21
SUN4:25 PM ET,CHI,GB,CHI @ GB,C. Williams,Jordan Love,"Rome Odunze (WR)-Q, Josh Jacobs (RB)-Q, M. Golden (WR)-Q","4% Precipitation
18°  6 mph NNW Wind",GB -6.5,44.5,2025-12-05 01:01:22
SUN8:20 PM ET,HOU,KC,HOU @ KC,C.J. Stroud,P. Mahomes,Woody Marks (RB)-Q,"5% Precipitation
24°  7 mph N Wind",KC -3,41.5,2025-12-05 01:01:22
MON8:15 PM ET,PHI,LAC,PHI @ LAC,Jalen Hurts,J. Herbert,"Jahan Dotson (WR)-Q, J. Herbert (QB)-Q, Q. Johnston (WR)-Q","Dome
In Domed Stadium",PHI-2.5,40.5,2025-12-05 01:01:22
