game_time,away,home,matchup,away_qb,home_qb,injuries,weather,spread,total,fetched
SAT4:30 PM ET,BUF,DEN,BUF @ DEN,Josh Allen,J. Stidham,"T. Franklin (WR)-Q, Pat Bryant (WR)-Q","0%
33°  8 mph N Wind",DEN-1.5,45.5,2026-01-18 16:46:56
SAT8:00 PM ET,SF,SEA,SF @ SEA,Brock Purdy,Sam Darnold,Jake Tonges (TE)-Q,"0%
49°  6 mph NW Wind",SEA-7,44.0,2026-01-18 16:46:56
SUN3:00 PM ET,HOU,NE,HOU @ NE,C.J. Stroud,Drake Maye,None,"82% Snow
33°  3 mph NE Wind",NE -3,41.0,2026-01-18 16:46:57
SUN6:30 PM ET,LAR,CHI,LAR @ CHI,M. Stafford,C. Williams,Rome Odunze (WR)-Q,"56% Snow
21°  17 mph SW Wind",LAR-3.5,48.5,2026-01-18 16:46:57
