Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Rams @ Panthers,Spread,"Sat 1/10, 9:30 PM",-10.5 (-108) | +10.5 (-110),45% | 55%,40% | 60%,+5%,"21,547",2026-01-07 17:02
Packers @ Bears,Spread,"Sun 1/11, 1:00 AM",PK (-109) | +1 (-110),32% | 68%,39% | 61%,+7%,"22,244",2026-01-07 17:02
Bills @ Jaguars,Spread,"Sun 1/11, 6:00 PM",+0.5 (-110) | +1 (-110),39% | 61%,43% | 57%,+4%,"23,330",2026-01-07 17:02
49ers @ Eagles,Spread,"Sun 1/11, 9:30 PM",+4.5 (-110) | -4.5 (-108),76% | 24%,78% | 22%,+2%,"20,916",2026-01-07 17:02
Chargers @ Patriots,Spread,"Mon 1/12, 1:00 AM",+3.5 (-105) | -3.5 (-110),36% | 64%,36% | 64%,,"19,457",2026-01-07 17:02
Texans @ Steelers,Spread,"Tue 1/13, 1:00 AM",-3 (-110) | +3 (-105),49% | 51%,38% | 62%,+11%,"16,958",2026-01-07 17:02
Rams @ Panthers,Total,"Sat 1/10, 9:30 PM",o46.5 (-110) | u46.5 (-107),67% | 33%,41% | 59%,+26%,"21,547",2026-01-07 17:02
Packers @ Bears,Total,"Sun 1/11, 1:00 AM",o45.5 (-109) | u45.5 (-106),57% | 43%,54% | 46%,+3%,"22,244",2026-01-07 17:02
Bills @ Jaguars,Total,"Sun 1/11, 6:00 PM",o51.5 (-115) | u52.5 (-110),60% | 40%,54% | 46%,+6%,"23,330",2026-01-07 17:02
49ers @ Eagles,Total,"Sun 1/11, 9:30 PM",o44.5 (-104) | u45 (-112),61% | 39%,56% | 44%,+5%,"20,916",2026-01-07 17:02
Chargers @ Patriots,Total,"Mon 1/12, 1:00 AM",o46.5 (-104) | u46.5 (-110),67% | 33%,58% | 42%,+9%,"19,457",2026-01-07 17:02
Texans @ Steelers,Total,"Tue 1/13, 1:00 AM",o39.5 (-104) | u39.5 (-110),63% | 37%,55% | 45%,+8%,"16,958",2026-01-07 17:02
Rams @ Panthers,Moneyline,"Sat 1/10, 9:30 PM",-590 | +480,86% | 14%,48% | 52%,+38%,"21,547",2026-01-07 17:02
Packers @ Bears,Moneyline,"Sun 1/11, 1:00 AM",-109 | +100,30% | 70%,40% | 60%,+10%,"22,244",2026-01-07 17:02
Bills @ Jaguars,Moneyline,"Sun 1/11, 6:00 PM",-108 | -105,56% | 44%,61% | 39%,+5%,"23,330",2026-01-07 17:02
49ers @ Eagles,Moneyline,"Sun 1/11, 9:30 PM",+190 | -220,39% | 61%,47% | 53%,+8%,"20,916",2026-01-07 17:02
Chargers @ Patriots,Moneyline,"Mon 1/12, 1:00 AM",+166 | -192,15% | 85%,23% | 77%,+8%,"19,457",2026-01-07 17:02
Texans @ Steelers,Moneyline,"Tue 1/13, 1:00 AM",-170 | +146,70% | 30%,61% | 39%,+9%,"16,958",2026-01-07 17:02
