Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Giants @ Patriots,Spread,"Tue 12/02, 1:15 AM",+7 (-105) | -7.5 (-105),80% | 20%,76% | 24%,+4%,"8,350",2025-11-27 00:42
Packers @ Lions,Spread,6:00 PM,+3 (-113) | -2.5 (-120),46% | 54%,51% | 49%,+5%,"50,956",2025-11-27 00:42
Chiefs @ Cowboys,Spread,9:30 PM,-3 (-115) | +3.5 (-112),33% | 67%,18% | 82%,+15%,"47,998",2025-11-27 00:42
Bengals @ Ravens,Spread,"Fri 11/28, 1:20 AM",+7 (-105) | -7 (-109),59% | 41%,62% | 38%,+3%,"41,919",2025-11-27 00:42
Bears @ Eagles,Spread,"Fri 11/28, 8:00 PM",+7 (-108) | -7 (-109),47% | 53%,47% | 53%,,"17,640",2025-11-27 00:42
Texans @ Colts,Spread,"Sun 11/30, 6:00 PM",+4 (-107) | -4 (-110),64% | 36%,55% | 45%,+9%,"9,158",2025-11-27 00:42
49ers @ Browns,Spread,"Sun 11/30, 6:00 PM",-4.5 (-109) | +4.5 (-105),56% | 44%,54% | 46%,+2%,"9,022",2025-11-27 00:42
Cardinals @ Buccaneers,Spread,"Sun 11/30, 6:00 PM",+2.5 (-102) | -2.5 (-112),39% | 61%,49% | 51%,+10%,"5,275",2025-11-27 00:42
Saints @ Dolphins,Spread,"Sun 11/30, 6:00 PM",+5.5 (-105) | -5.5 (-110),30% | 70%,19% | 81%,+11%,"6,038",2025-11-27 00:42
Rams @ Panthers,Spread,"Sun 11/30, 6:00 PM",-10 (-110) | +10.5 (-110),45% | 55%,55% | 45%,+10%,"6,830",2025-11-27 00:42
Falcons @ Jets,Spread,"Sun 11/30, 6:00 PM",-2.5 (-115) | +2.5 (-102),66% | 34%,53% | 47%,+13%,"5,694",2025-11-27 00:42
Jaguars @ Titans,Spread,"Sun 11/30, 6:00 PM",-6.5 (-108) | +6.5 (-106),62% | 38%,68% | 32%,+6%,"5,689",2025-11-27 00:42
Vikings @ Seahawks,Spread,"Sun 11/30, 9:05 PM",+11.5 (-105) | -11.5 (-110),64% | 36%,55% | 45%,+9%,"6,674",2025-11-27 00:42
Raiders @ Chargers,Spread,"Sun 11/30, 9:25 PM",+9.5 (-110) | -9 (-110),42% | 58%,37% | 63%,+5%,"4,887",2025-11-27 00:42
Bills @ Steelers,Spread,"Sun 11/30, 9:25 PM",-3.5 (+100) | +3.5 (-108),39% | 61%,17% | 83%,+22%,"6,926",2025-11-27 00:42
Broncos @ Commanders,Spread,"Mon 12/01, 1:20 AM",-5.5 (-110) | +5.5 (-102),78% | 22%,76% | 24%,+2%,"8,269",2025-11-27 00:42
Giants @ Patriots,Total,"Tue 12/02, 1:15 AM",o46 (-110) | u46.5 (-110),38% | 62%,41% | 59%,+3%,"8,350",2025-11-27 00:42
Packers @ Lions,Total,6:00 PM,o48 (-110) | u48.5 (-110),43% | 57%,40% | 60%,+3%,"50,956",2025-11-27 00:42
Chiefs @ Cowboys,Total,9:30 PM,o52 (-110) | u52.5 (-109),14% | 86%,13% | 87%,+1%,"47,998",2025-11-27 00:42
Bengals @ Ravens,Total,"Fri 11/28, 1:20 AM",o51.5 (-110) | u51.5 (-105),35% | 65%,40% | 60%,+5%,"41,919",2025-11-27 00:42
Bears @ Eagles,Total,"Fri 11/28, 8:00 PM",o44 (-108) | u44.5 (-110),10% | 90%,7% | 93%,+3%,"17,640",2025-11-27 00:42
Texans @ Colts,Total,"Sun 11/30, 6:00 PM",o44.5 (-109) | u45 (-110),48% | 52%,47% | 53%,+1%,"9,158",2025-11-27 00:42
49ers @ Browns,Total,"Sun 11/30, 6:00 PM",o36.5 (+107) | u36.5 (-110),59% | 41%,45% | 55%,+14%,"9,022",2025-11-27 00:42
Cardinals @ Buccaneers,Total,"Sun 11/30, 6:00 PM",o43.5 (-108) | u43.5 (-110),29% | 71%,21% | 79%,+8%,"5,275",2025-11-27 00:42
Saints @ Dolphins,Total,"Sun 11/30, 6:00 PM",o41.5 (-110) | u42.5 (-115),66% | 34%,56% | 44%,+10%,"6,038",2025-11-27 00:42
Rams @ Panthers,Total,"Sun 11/30, 6:00 PM",o44.5 (-107) | u45.5 (-115),51% | 49%,42% | 58%,+9%,"6,830",2025-11-27 00:42
Falcons @ Jets,Total,"Sun 11/30, 6:00 PM",o39.5 (-108) | u39.5 (-110),69% | 31%,62% | 38%,+7%,"5,694",2025-11-27 00:42
Jaguars @ Titans,Total,"Sun 11/30, 6:00 PM",o41.5 (-110) | u41.5 (-105),53% | 47%,46% | 54%,+7%,"5,689",2025-11-27 00:42
Vikings @ Seahawks,Total,"Sun 11/30, 9:05 PM",o41.5 (-105) | u41 (-105),64% | 36%,63% | 37%,+1%,"6,674",2025-11-27 00:42
Raiders @ Chargers,Total,"Sun 11/30, 9:25 PM",o40.5 (-110) | u41 (-107),68% | 32%,66% | 34%,+2%,"4,887",2025-11-27 00:42
Bills @ Steelers,Total,"Sun 11/30, 9:25 PM",o46.5 (+105) | u46.5 (-110),34% | 66%,25% | 75%,+9%,"6,926",2025-11-27 00:42
Broncos @ Commanders,Total,"Mon 12/01, 1:20 AM",o43 (-110) | u43.5 (-109),59% | 41%,62% | 38%,+3%,"8,269",2025-11-27 00:42
Giants @ Patriots,Moneyline,"Tue 12/02, 1:15 AM",+330 | -375,3% | 97%,11% | 89%,+8%,"8,350",2025-11-27 00:42
Packers @ Lions,Moneyline,6:00 PM,+135 | -148,22% | 78%,27% | 73%,+5%,"50,956",2025-11-27 00:42
Chiefs @ Cowboys,Moneyline,9:30 PM,-175 | +154,80% | 20%,74% | 26%,+6%,"47,998",2025-11-27 00:42
Bengals @ Ravens,Moneyline,"Fri 11/28, 1:20 AM",+295 | -335,10% | 90%,25% | 75%,+15%,"41,919",2025-11-27 00:42
Bears @ Eagles,Moneyline,"Fri 11/28, 8:00 PM",+290 | -325,7% | 93%,9% | 91%,+2%,"17,640",2025-11-27 00:42
Texans @ Colts,Moneyline,"Sun 11/30, 6:00 PM",+185 | -210,14% | 86%,42% | 58%,+28%,"9,158",2025-11-27 00:42
49ers @ Browns,Moneyline,"Sun 11/30, 6:00 PM",-235 | +215,92% | 8%,86% | 14%,+6%,"9,022",2025-11-27 00:42
Cardinals @ Buccaneers,Moneyline,"Sun 11/30, 6:00 PM",+125 | -135,10% | 90%,9% | 91%,+1%,"5,275",2025-11-27 00:42
Saints @ Dolphins,Moneyline,"Sun 11/30, 6:00 PM",+235 | -260,6% | 94%,9% | 91%,+3%,"6,038",2025-11-27 00:42
Rams @ Panthers,Moneyline,"Sun 11/30, 6:00 PM",-550 | +500,97% | 3%,96% | 4%,+1%,"6,830",2025-11-27 00:42
Falcons @ Jets,Moneyline,"Sun 11/30, 6:00 PM",-145 | +128,85% | 15%,93% | 7%,+8%,"5,694",2025-11-27 00:42
Jaguars @ Titans,Moneyline,"Sun 11/30, 6:00 PM",-295 | +265,96% | 4%,95% | 5%,+1%,"5,689",2025-11-27 00:42
Vikings @ Seahawks,Moneyline,"Sun 11/30, 9:05 PM",+550 | -670,2% | 98%,9% | 91%,+7%,"6,674",2025-11-27 00:42
Raiders @ Chargers,Moneyline,"Sun 11/30, 9:25 PM",+430 | -500,2% | 98%,3% | 97%,+1%,"4,887",2025-11-27 00:42
Bills @ Steelers,Moneyline,"Sun 11/30, 9:25 PM",-180 | +160,89% | 11%,77% | 23%,+12%,"6,926",2025-11-27 00:42
Broncos @ Commanders,Moneyline,"Mon 12/01, 1:20 AM",-250 | +235,98% | 2%,94% | 6%,+4%,"8,269",2025-11-27 00:42
