Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Bills @ Broncos,Spread,9:30 PM,+1.5 (-105) | -1.5 (-105),71% | 29%,65% | 35%,+6%,"223,380",2026-01-17 20:32
49ers @ Seahawks,Spread,"Sun 1/18, 1:00 AM",+7 (-110) | -7 (+100),75% | 25%,71% | 29%,+4%,"157,767",2026-01-17 20:32
Texans @ Patriots,Spread,"Sun 1/18, 8:00 PM",+3 (+100) | -3 (-113),64% | 36%,63% | 37%,+1%,"72,696",2026-01-17 20:32
Rams @ Bears,Spread,"Sun 1/18, 11:30 PM",-4.5 (-102) | +4 (-109),33% | 67%,33% | 67%,,"83,005",2026-01-17 20:32
Bills @ Broncos,Total,9:30 PM,o45.5 (-108) | u45.5 (-107),66% | 34%,56% | 44%,+10%,"223,380",2026-01-17 20:32
49ers @ Seahawks,Total,"Sun 1/18, 1:00 AM",o44.5 (-102) | u44 (-107),57% | 43%,43% | 57%,+14%,"157,767",2026-01-17 20:32
Texans @ Patriots,Total,"Sun 1/18, 8:00 PM",o40.5 (-110) | u40.5 (-104),54% | 46%,48% | 52%,+6%,"72,696",2026-01-17 20:32
Rams @ Bears,Total,"Sun 1/18, 11:30 PM",o48.5 (-110) | u48.5 (-108),63% | 37%,57% | 43%,+6%,"83,005",2026-01-17 20:32
Bills @ Broncos,Moneyline,9:30 PM,+102 | -115,65% | 35%,56% | 44%,+9%,"223,380",2026-01-17 20:32
49ers @ Seahawks,Moneyline,"Sun 1/18, 1:00 AM",+250 | -300,37% | 63%,57% | 43%,+20%,"157,767",2026-01-17 20:32
Texans @ Patriots,Moneyline,"Sun 1/18, 8:00 PM",+151 | -175,33% | 67%,71% | 29%,+38%,"72,696",2026-01-17 20:32
Rams @ Bears,Moneyline,"Sun 1/18, 11:30 PM",-198 | +167,63% | 37%,42% | 58%,+21%,"83,005",2026-01-17 20:32
