Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Giants @ Jets,Spread,"Fri 8/28, 11:30 PM",-3 (-112) | +3 (-105),59% | 41%,70% | 30%,+11%,383,2026-08-26 23:26
Steelers @ Bills,Spread,"Thu 8/27, 11:00 PM",+3 (-105) | -2.5 (-120),28% | 72%,18% | 82%,+10%,"1,206",2026-08-26 23:26
Patriots @ Browns,Spread,"Fri 8/28, 12:00 AM",-2.5 (-110) | +3 (-118),79% | 21%,80% | 20%,+1%,939,2026-08-26 23:26
49ers @ Raiders,Spread,"Fri 8/28, 12:00 AM",+3.5 (-113) | -3 (-115),76% | 24%,63% | 37%,+13%,868,2026-08-26 23:26
Rams @ Chargers,Spread,"Fri 8/28, 2:00 AM",+4 (-109) | -3.5 (-112),79% | 21%,75% | 25%,+4%,696,2026-08-26 23:26
Commanders @ Ravens,Spread,"Fri 8/28, 10:00 PM",+3.5 (-112) | -3.5 (-102),28% | 72%,10% | 90%,+18%,575,2026-08-26 23:26
Texans @ Panthers,Spread,"Fri 8/28, 11:00 PM",-1 (-104) | +1 (-112),56% | 44%,58% | 42%,+2%,484,2026-08-26 23:26
Falcons @ Dolphins,Spread,"Fri 8/28, 11:00 PM",-3.5 (-114) | +3.5 (+102),74% | 26%,93% | 7%,+19%,530,2026-08-26 23:26
Buccaneers @ Jaguars,Spread,"Fri 8/28, 11:30 PM",-2.5 (-122) | +3 (-110),57% | 43%,68% | 32%,+11%,434,2026-08-26 23:26
Bengals @ Eagles,Spread,"Sat 8/29, 12:00 AM",+3 (-110) | -2.5 (-117),53% | 47%,44% | 56%,+9%,636,2026-08-26 23:26
Seahawks @ Chiefs,Spread,"Sat 8/29, 12:00 AM",-2.5 (-110) | +3.5 (-130),65% | 35%,80% | 20%,+15%,454,2026-08-26 23:26
Cardinals @ Packers,Spread,"Sat 8/29, 12:00 AM",+1.5 (-116) | +0.5 (-117),25% | 75%,6% | 94%,+19%,555,2026-08-26 23:26
Saints @ Cowboys,Spread,"Sat 8/29, 12:00 AM",+2.5 (-112) | -1.5 (-105),14% | 86%,6% | 94%,+8%,732,2026-08-26 23:26
Vikings @ Broncos,Spread,"Sat 8/29, 1:00 AM",+4 (-114) | -3.5 (-107),64% | 36%,63% | 37%,+1%,449,2026-08-26 23:26
Lions @ Colts,Spread,"Sat 8/29, 5:00 PM",+3.5 (-104) | -3.5 (-112),71% | 29%,88% | 12%,+17%,373,2026-08-26 23:26
Bears @ Titans,Spread,"Sat 8/29, 10:00 PM",+3 (-107) | -2.5 (-112),68% | 32%,90% | 10%,+22%,419,2026-08-26 23:26
Giants @ Jets,Total,"Fri 8/28, 11:30 PM",o36.5 (-114) | u36.5 (-104),66% | 34%,61% | 39%,+5%,383,2026-08-26 23:26
Steelers @ Bills,Total,"Thu 8/27, 11:00 PM",o35.5 (-110) | u35.5 (-110),59% | 41%,55% | 45%,+4%,"1,206",2026-08-26 23:26
Patriots @ Browns,Total,"Fri 8/28, 12:00 AM",o35 (-108) | u35.5 (-110),70% | 30%,55% | 45%,+15%,939,2026-08-26 23:26
49ers @ Raiders,Total,"Fri 8/28, 12:00 AM",o37.5 (-108) | u37.5 (-108),56% | 44%,62% | 38%,+6%,868,2026-08-26 23:26
Rams @ Chargers,Total,"Fri 8/28, 2:00 AM",o38.5 (-105) | u39.5 (-110),49% | 51%,52% | 48%,+3%,696,2026-08-26 23:26
Commanders @ Ravens,Total,"Fri 8/28, 10:00 PM",o34 (-112) | u34.5 (-109),51% | 49%,50% | 50%,+1%,575,2026-08-26 23:26
Texans @ Panthers,Total,"Fri 8/28, 11:00 PM",o36.5 (-102) | u35.5 (-102),25% | 75%,32% | 68%,+7%,484,2026-08-26 23:26
Falcons @ Dolphins,Total,"Fri 8/28, 11:00 PM",o36.5 (-110) | u36.5 (-108),51% | 49%,49% | 51%,+2%,530,2026-08-26 23:26
Buccaneers @ Jaguars,Total,"Fri 8/28, 11:30 PM",o35.5 (-105) | u35.5 (-108),53% | 47%,54% | 46%,+1%,434,2026-08-26 23:26
Bengals @ Eagles,Total,"Sat 8/29, 12:00 AM",o36.5 (+100) | u36.5 (-105),55% | 45%,58% | 42%,+3%,636,2026-08-26 23:26
Seahawks @ Chiefs,Total,"Sat 8/29, 12:00 AM",o37.5 (+100) | u35.5 (+100),66% | 34%,62% | 38%,+4%,454,2026-08-26 23:26
Cardinals @ Packers,Total,"Sat 8/29, 12:00 AM",o36.5 (-102) | u35.5 (-106),71% | 29%,71% | 29%,,555,2026-08-26 23:26
Saints @ Cowboys,Total,"Sat 8/29, 12:00 AM",o38.5 (-105) | u38.5 (-110),51% | 49%,46% | 54%,+5%,732,2026-08-26 23:26
Vikings @ Broncos,Total,"Sat 8/29, 1:00 AM",o37.5 (-110) | u38.5 (-110),45% | 55%,41% | 59%,+4%,449,2026-08-26 23:26
Lions @ Colts,Total,"Sat 8/29, 5:00 PM",o36.5 (-102) | u36 (-110),72% | 28%,77% | 23%,+5%,373,2026-08-26 23:26
Bears @ Titans,Total,"Sat 8/29, 10:00 PM",o36.5 (-110) | u36.5 (-104),44% | 56%,60% | 40%,+16%,419,2026-08-26 23:26
Giants @ Jets,Moneyline,"Fri 8/28, 11:30 PM",-152 | +143,87% | 13%,76% | 24%,+11%,383,2026-08-26 23:26
Steelers @ Bills,Moneyline,"Thu 8/27, 11:00 PM",+135 | -146,12% | 88%,9% | 91%,+3%,"1,206",2026-08-26 23:26
Patriots @ Browns,Moneyline,"Fri 8/28, 12:00 AM",-141 | +120,91% | 9%,92% | 8%,+1%,939,2026-08-26 23:26
49ers @ Raiders,Moneyline,"Fri 8/28, 12:00 AM",+145 | -162,65% | 35%,79% | 21%,+14%,868,2026-08-26 23:26
