game_time,away,home,matchup,away_qb,home_qb,injuries,weather,spread,total,fetched
SAT4:30 PM ET,LAR,CAR,LAR @ CAR,M. Stafford,Bryce Young,None,"43% Precipitation
72°  15 mph SSW Wind",LAR-10,45.5,2026-01-10 17:28:39
SAT8:00 PM ET,GB,CHI,GB @ CHI,Jordan Love,C. Williams,None,"34% Precipitation
33°  18 mph W Wind",GB -1.5,44.5,2026-01-10 17:28:39
SUN1:00 PM ET,BUF,JAX,BUF @ JAX,Josh Allen,T. Lawrence,"J. Palmer (WR)-Q, Matt Prater (K)-Q","1% Precipitation
65°  14 mph NNW Wind",JAX-1,51.5,2026-01-10 17:28:40
SUN4:30 PM ET,SF,PHI,SF @ PHI,Brock Purdy,Jalen Hurts,R. Pearsall (WR)-Q,"12% Precipitation
42°  15 mph W Wind",PHI-6,44.5,2026-01-10 17:28:40
SUN8:00 PM ET,LAC,NE,LAC @ NE,J. Herbert,Drake Maye,"O. Hampton (RB)-Q, K. Boutte (WR)-Q","9% Precipitation
32°  11 mph W Wind",NE -3.5,45.5,2026-01-10 17:28:42
MON8:15 PM ET,HOU,PIT,HOU @ PIT,C.J. Stroud,A. Rodgers,None,"2% Precipitation
35°  9 mph SW Wind",HOU-3,38.0,2026-01-10 17:28:42
