Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Cowboys @ Giants,Spread,"Sun 1/04, 6:00 PM",-3.5 (-105) | +3.5 (-110),60% | 40%,47% | 53%,+13%,"5,003",2026-01-02 01:43
Panthers @ Buccaneers,Spread,"Sat 1/03, 9:30 PM",+3 (-112) | -3 (-102),68% | 32%,71% | 29%,+3%,"19,740",2026-01-02 01:43
Seahawks @ 49ers,Spread,"Sun 1/04, 1:00 AM",-1.5 (-108) | +1.5 (-108),35% | 65%,37% | 63%,+2%,"17,806",2026-01-02 01:43
Saints @ Falcons,Spread,"Sun 1/04, 6:00 PM",+3.5 (-110) | -3.5 (-104),50% | 50%,50% | 50%,,"6,856",2026-01-02 01:43
Browns @ Bengals,Spread,"Sun 1/04, 6:00 PM",+7.5 (-110) | -7.5 (-108),46% | 54%,40% | 60%,+6%,"7,366",2026-01-02 01:43
Colts @ Texans,Spread,"Sun 1/04, 6:00 PM",+10.5 (-110) | -10 (-112),52% | 48%,47% | 53%,+5%,"6,704",2026-01-02 01:43
Titans @ Jaguars,Spread,"Sun 1/04, 6:00 PM",+12.5 (-105) | -13 (-109),41% | 59%,40% | 60%,+1%,"6,679",2026-01-02 01:43
Packers @ Vikings,Spread,"Sun 1/04, 6:00 PM",+7.5 (-102) | -7.5 (-106),75% | 25%,64% | 36%,+11%,"6,108",2026-01-02 01:43
Chargers @ Broncos,Spread,"Sun 1/04, 9:25 PM",+12.5 (-102) | -12.5 (-109),76% | 24%,71% | 29%,+5%,"7,169",2026-01-02 01:43
Chiefs @ Raiders,Spread,"Sun 1/04, 9:25 PM",-5.5 (-110) | +5.5 (-105),55% | 45%,70% | 30%,+15%,"3,155",2026-01-02 01:43
Jets @ Bills,Spread,"Sun 1/04, 9:25 PM",+7 (-110) | -6.5 (-112),13% | 87%,31% | 69%,+18%,"5,392",2026-01-02 01:43
Commanders @ Eagles,Spread,"Sun 1/04, 9:25 PM",+4 (-110) | -4.5 (-102),25% | 75%,34% | 66%,+9%,"4,382",2026-01-02 01:43
Lions @ Bears,Spread,"Sun 1/04, 9:25 PM",+3 (-114) | -3 (-102),46% | 54%,43% | 57%,+3%,"5,699",2026-01-02 01:43
Cardinals @ Rams,Spread,"Sun 1/04, 9:25 PM",+7.5 (-110) | -7.5 (-102),17% | 83%,28% | 72%,+11%,"5,775",2026-01-02 01:43
Dolphins @ Patriots,Spread,"Sun 1/04, 9:25 PM",+10.5 (-105) | -10.5 (-110),35% | 65%,26% | 74%,+9%,"6,689",2026-01-02 01:43
Ravens @ Steelers,Spread,"Mon 1/05, 1:20 AM",-3.5 (-105) | +3.5 (-110),49% | 51%,49% | 51%,,"14,722",2026-01-02 01:43
