Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Cowboys @ Giants,Total,"Sun 1/04, 6:00 PM",o50 (+100) | u50.5 (-113),55% | 45%,50% | 50%,+5%,"5,003",2026-01-02 01:43
Panthers @ Buccaneers,Total,"Sat 1/03, 9:30 PM",o43.5 (-110) | u43.5 (-105),74% | 26%,70% | 30%,+4%,"19,740",2026-01-02 01:43
Seahawks @ 49ers,Total,"Sun 1/04, 1:00 AM",o47.5 (-109) | u47.5 (-104),35% | 65%,33% | 67%,+2%,"17,806",2026-01-02 01:43
Saints @ Falcons,Total,"Sun 1/04, 6:00 PM",o44.5 (+102) | u44 (-107),71% | 29%,72% | 28%,+1%,"6,856",2026-01-02 01:43
Browns @ Bengals,Total,"Sun 1/04, 6:00 PM",o44.5 (-108) | u44.5 (-109),65% | 35%,63% | 37%,+2%,"7,366",2026-01-02 01:43
Colts @ Texans,Total,"Sun 1/04, 6:00 PM",o39 (-105) | u38.5 (-105),73% | 27%,77% | 23%,+4%,"6,704",2026-01-02 01:43
Titans @ Jaguars,Total,"Sun 1/04, 6:00 PM",o47.5 (-105) | u47.5 (-105),58% | 42%,60% | 40%,+2%,"6,679",2026-01-02 01:43
Packers @ Vikings,Total,"Sun 1/04, 6:00 PM",o35.5 (-110) | u35.5 (-105),82% | 18%,82% | 18%,,"6,108",2026-01-02 01:43
Chargers @ Broncos,Total,"Sun 1/04, 9:25 PM",o37.5 (-110) | u38 (-110),79% | 21%,83% | 17%,+4%,"7,169",2026-01-02 01:43
Chiefs @ Raiders,Total,"Sun 1/04, 9:25 PM",o36 (-112) | u36.5 (-105),71% | 29%,74% | 26%,+3%,"3,155",2026-01-02 01:43
Jets @ Bills,Total,"Sun 1/04, 9:25 PM",o37.5 (-109) | u38 (-108),78% | 22%,80% | 20%,+2%,"5,392",2026-01-02 01:43
Commanders @ Eagles,Total,"Sun 1/04, 9:25 PM",o39 (-105) | u39 (-108),74% | 26%,77% | 23%,+3%,"4,382",2026-01-02 01:43
Lions @ Bears,Total,"Sun 1/04, 9:25 PM",o50.5 (-108) | u50.5 (-105),57% | 43%,59% | 41%,+2%,"5,699",2026-01-02 01:43
Cardinals @ Rams,Total,"Sun 1/04, 9:25 PM",o45.5 (-115) | u46.5 (-110),59% | 41%,63% | 37%,+4%,"5,775",2026-01-02 01:43
Dolphins @ Patriots,Total,"Sun 1/04, 9:25 PM",o45.5 (-109) | u45.5 (-108),73% | 27%,78% | 22%,+5%,"6,689",2026-01-02 01:43
Ravens @ Steelers,Total,"Mon 1/05, 1:20 AM",o40.5 (-112) | u41.5 (-115),75% | 25%,73% | 27%,+2%,"14,722",2026-01-02 01:43
Cowboys @ Giants,Moneyline,"Sun 1/04, 6:00 PM",-185 | +163,89% | 11%,89% | 11%,,"5,003",2026-01-02 01:43
Panthers @ Buccaneers,Moneyline,"Sat 1/03, 9:30 PM",+130 | -143,40% | 60%,49% | 51%,+9%,"19,740",2026-01-02 01:43
Seahawks @ 49ers,Moneyline,"Sun 1/04, 1:00 AM",-118 | +105,46% | 54%,43% | 57%,+3%,"17,806",2026-01-02 01:43
Saints @ Falcons,Moneyline,"Sun 1/04, 6:00 PM",+154 | -172,23% | 77%,23% | 77%,,"6,856",2026-01-02 01:43
Browns @ Bengals,Moneyline,"Sun 1/04, 6:00 PM",+310 | -375,13% | 87%,35% | 65%,+22%,"7,366",2026-01-02 01:43
Colts @ Texans,Moneyline,"Sun 1/04, 6:00 PM",+455 | -575,8% | 92%,46% | 54%,+38%,"6,704",2026-01-02 01:43
Titans @ Jaguars,Moneyline,"Sun 1/04, 6:00 PM",+600 | -750,4% | 96%,15% | 85%,+11%,"6,679",2026-01-02 01:43
Packers @ Vikings,Moneyline,"Sun 1/04, 6:00 PM",+310 | -360,38% | 62%,74% | 26%,+36%,"6,108",2026-01-02 01:43
Chargers @ Broncos,Moneyline,"Sun 1/04, 9:25 PM",+650 | -750,17% | 83%,40% | 60%,+23%,"7,169",2026-01-02 01:43
Chiefs @ Raiders,Moneyline,"Sun 1/04, 9:25 PM",-265 | +230,84% | 16%,85% | 15%,+1%,"3,155",2026-01-02 01:43
Jets @ Bills,Moneyline,"Sun 1/04, 9:25 PM",+270 | -285,2% | 98%,10% | 90%,+8%,"5,392",2026-01-02 01:43
Commanders @ Eagles,Moneyline,"Sun 1/04, 9:25 PM",+175 | -198,5% | 95%,19% | 81%,+14%,"4,382",2026-01-02 01:43
Lions @ Bears,Moneyline,"Sun 1/04, 9:25 PM",+135 | -148,25% | 75%,34% | 66%,+9%,"5,699",2026-01-02 01:43
Cardinals @ Rams,Moneyline,"Sun 1/04, 9:25 PM",+290 | -310,3% | 97%,39% | 61%,+36%,"5,775",2026-01-02 01:43
Dolphins @ Patriots,Moneyline,"Sun 1/04, 9:25 PM",+480 | -575,5% | 95%,15% | 85%,+10%,"6,689",2026-01-02 01:43
Ravens @ Steelers,Moneyline,"Mon 1/05, 1:20 AM",-182 | +165,72% | 28%,70% | 30%,+2%,"14,722",2026-01-02 01:43
