Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Cowboys @ Giants,Spread,"Mon 9/14, 12:20 AM",-3.5 (+117) | +3.5 (-122),51% | 49%,75% | 25%,+24%,"42,580",2026-09-13 05:28
Jets @ Titans,Spread,5:00 PM,+1.5 (-108) | -1.5 (+104),41% | 59%,50% | 50%,+9%,"39,536",2026-09-13 05:28
Buccaneers @ Bengals,Spread,5:00 PM,+3.5 (+100) | -3.5 (-104),57% | 43%,68% | 32%,+11%,"50,209",2026-09-13 05:28
Browns @ Jaguars,Spread,5:00 PM,+9.5 (-108) | -9.5 (+104),38% | 62%,20% | 80%,+18%,"43,560",2026-09-13 05:28
Falcons @ Steelers,Spread,5:00 PM,+6.5 (-105) | -6.5 (+104),40% | 60%,15% | 85%,+25%,"44,600",2026-09-13 05:28
Bears @ Panthers,Spread,5:00 PM,-2.5 (-122) | +2.5 (+117),68% | 32%,65% | 35%,+3%,"45,241",2026-09-13 05:28
Saints @ Lions,Spread,5:00 PM,+6.5 (+100) | -7.5 (+117),42% | 58%,32% | 68%,+10%,"52,345",2026-09-13 05:28
Ravens @ Colts,Spread,5:00 PM,-3.5 (+117) | +3.5 (-115),66% | 34%,54% | 46%,+12%,"43,792",2026-09-13 05:28
Bills @ Texans,Spread,5:00 PM,-1.5 (+100) | +1.5 (-104),55% | 45%,51% | 49%,+4%,"52,456",2026-09-13 05:28
Dolphins @ Raiders,Spread,8:25 PM,+3.5 (-117) | -3.5 (+113),47% | 53%,65% | 35%,+18%,"35,179",2026-09-13 05:28
Cardinals @ Chargers,Spread,8:25 PM,+9.5 (-105) | -9.5 (+104),37% | 63%,24% | 76%,+13%,"36,572",2026-09-13 05:28
Commanders @ Eagles,Spread,8:25 PM,+5.5 (+104) | -5.5 (-108),39% | 61%,26% | 74%,+13%,"38,668",2026-09-13 05:28
Packers @ Vikings,Spread,8:25 PM,+1.5 (+104) | -1.5 (-108),52% | 48%,47% | 53%,+5%,"39,935",2026-09-13 05:28
Broncos @ Chiefs,Spread,"Tue 9/15, 12:15 AM",+2.5 (-103) | -2.5 (+100),72% | 28%,83% | 17%,+11%,"32,983",2026-09-13 05:28
Patriots @ Seahawks,Spread,Final,+3.5 (-110) | -3.5 (+100),54% | 46%,65% | 35%,+11%,"292,189",2026-09-13 05:28
49ers @ Rams,Spread,Final,+3.5 (-105) | -3.5 (-110),39% | 61%,55% | 45%,+16%,"268,970",2026-09-13 05:28
Cowboys @ Giants,Total,"Mon 9/14, 12:20 AM",o47.5 (-104) | u47.5 (+100),13% | 87%,18% | 82%,+5%,"42,580",2026-09-13 05:28
Jets @ Titans,Total,5:00 PM,o38.5 (-108) | u38.5 (+104),39% | 61%,38% | 62%,+1%,"39,536",2026-09-13 05:28
Buccaneers @ Bengals,Total,5:00 PM,o49.5 (-108) | u49.5 (+104),9% | 91%,21% | 79%,+12%,"50,209",2026-09-13 05:28
Browns @ Jaguars,Total,5:00 PM,o40.5 (+104) | u40.5 (-108),31% | 69%,31% | 69%,,"43,560",2026-09-13 05:28
Falcons @ Steelers,Total,5:00 PM,o40.5 (-104) | u40.5 (+100),23% | 77%,20% | 80%,+3%,"44,600",2026-09-13 05:28
Bears @ Panthers,Total,5:00 PM,o46.5 (-108) | u46.5 (+104),10% | 90%,20% | 80%,+10%,"45,241",2026-09-13 05:28
Saints @ Lions,Total,5:00 PM,o49.5 (-108) | u49.5 (+104),13% | 87%,52% | 48%,+39%,"52,345",2026-09-13 05:28
Ravens @ Colts,Total,5:00 PM,o47.5 (-108) | u47.5 (+104),12% | 88%,12% | 88%,,"43,792",2026-09-13 05:28
Bills @ Texans,Total,5:00 PM,o44.5 (+100) | u44.5 (-104),17% | 83%,21% | 79%,+4%,"52,456",2026-09-13 05:28
Dolphins @ Raiders,Total,8:25 PM,o40.5 (+104) | u40.5 (-108),29% | 71%,26% | 74%,+3%,"35,179",2026-09-13 05:28
Cardinals @ Chargers,Total,8:25 PM,o47.5 (+104) | u47.5 (-108),9% | 91%,11% | 89%,+2%,"36,572",2026-09-13 05:28
Commanders @ Eagles,Total,8:25 PM,o44.5 (+113) | u44.5 (-112),13% | 87%,15% | 85%,+2%,"38,668",2026-09-13 05:28
Packers @ Vikings,Total,8:25 PM,o45.5 (-108) | u45.5 (+104),9% | 91%,12% | 88%,+3%,"39,935",2026-09-13 05:28
Broncos @ Chiefs,Total,"Tue 9/15, 12:15 AM",o43.5 (-104) | u43.5 (+100),21% | 79%,20% | 80%,+1%,"32,983",2026-09-13 05:28
Patriots @ Seahawks,Total,Final,o44.5 (-108) | u44.5 (-109),29% | 71%,41% | 59%,+12%,"292,189",2026-09-13 05:28
49ers @ Rams,Total,Final,o36.5 (+9900) | u47.5 (-105),20% | 80%,30% | 70%,+10%,"268,970",2026-09-13 05:28
Cowboys @ Giants,Moneyline,"Mon 9/14, 12:20 AM",-156 | +150,89% | 11%,91% | 9%,+2%,"42,580",2026-09-13 05:28
Jets @ Titans,Moneyline,5:00 PM,+104 | -108,26% | 74%,22% | 78%,+4%,"39,536",2026-09-13 05:28
Buccaneers @ Bengals,Moneyline,5:00 PM,+176 | -178,14% | 86%,16% | 84%,+2%,"50,209",2026-09-13 05:28
Browns @ Jaguars,Moneyline,5:00 PM,+376 | -376,6% | 94%,8% | 92%,+2%,"43,560",2026-09-13 05:28
Falcons @ Steelers,Moneyline,5:00 PM,+245 | -265,11% | 89%,9% | 91%,+2%,"44,600",2026-09-13 05:28
Bears @ Panthers,Moneyline,5:00 PM,-150 | +150,89% | 11%,94% | 6%,+5%,"45,241",2026-09-13 05:28
Saints @ Lions,Moneyline,5:00 PM,+285 | -300,4% | 96%,2% | 98%,+2%,"52,345",2026-09-13 05:28
