Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Vikings @ Bears,Total,"Sun 9/20, 5:00 PM",o47.5 (-106) | u47.5 (+106),11% | 89%,14% | 86%,+3%,"17,781",2026-09-17 21:12
Steelers @ Patriots,Total,"Sun 9/20, 5:00 PM",o41.5 (+102) | u41.5 (-102),22% | 78%,19% | 81%,+3%,"15,509",2026-09-17 21:12
Raiders @ Chargers,Total,"Sun 9/20, 8:05 PM",o43.5 (+102) | u43.5 (-102),16% | 84%,21% | 79%,+5%,"11,410",2026-09-17 21:12
Jaguars @ Broncos,Total,"Sun 9/20, 8:05 PM",o45.5 (+100) | u45.5 (+102),11% | 89%,28% | 72%,+17%,"15,560",2026-09-17 21:12
Commanders @ Cowboys,Total,"Sun 9/20, 8:25 PM",o50.5 (+100) | u50.5 (+102),10% | 90%,12% | 88%,+2%,"12,783",2026-09-17 21:12
Dolphins @ 49ers,Total,"Sun 9/20, 8:25 PM",o44.5 (-102) | u44.5 (+102),14% | 86%,13% | 87%,+1%,"12,732",2026-09-17 21:12
Seahawks @ Cardinals,Total,"Sun 9/20, 8:25 PM",o41.5 (+106) | u41.5 (-104),77% | 23%,68% | 32%,+9%,"13,136",2026-09-17 21:12
Colts @ Chiefs,Total,"Mon 9/21, 12:20 AM",o46.5 (+106) | u46.5 (-106),15% | 85%,28% | 72%,+13%,"11,803",2026-09-17 21:12
Giants @ Rams,Moneyline,"Tue 9/22, 12:15 AM",+285 | -277,12% | 88%,31% | 69%,+19%,"13,050",2026-09-17 21:12
Lions @ Bills,Moneyline,"Fri 9/18, 12:15 AM",+228 | -223,9% | 91%,20% | 80%,+11%,"174,281",2026-09-17 21:12
Browns @ Buccaneers,Moneyline,"Sun 9/20, 5:00 PM",+365 | -365,3% | 97%,2% | 98%,+1%,"17,160",2026-09-17 21:12
Packers @ Jets,Moneyline,"Sun 9/20, 5:00 PM",-160 | +164,91% | 9%,93% | 7%,+2%,"15,327",2026-09-17 21:12
Panthers @ Falcons,Moneyline,"Sun 9/20, 5:00 PM",-133 | +135,74% | 26%,85% | 15%,+11%,"14,863",2026-09-17 21:12
Eagles @ Titans,Moneyline,"Sun 9/20, 5:00 PM",-308 | +308,98% | 2%,97% | 3%,+1%,"17,978",2026-09-17 21:12
Bengals @ Texans,Moneyline,"Sun 9/20, 5:00 PM",+144 | -130,30% | 70%,12% | 88%,+18%,"16,670",2026-09-17 21:12
Saints @ Ravens,Moneyline,"Sun 9/20, 5:00 PM",+365 | -365,3% | 97%,7% | 93%,+4%,"17,125",2026-09-17 21:12
Vikings @ Bears,Moneyline,"Sun 9/20, 5:00 PM",+190 | -190,10% | 90%,31% | 69%,+21%,"17,781",2026-09-17 21:12
Steelers @ Patriots,Moneyline,"Sun 9/20, 5:00 PM",+217 | -217,17% | 83%,24% | 76%,+7%,"15,509",2026-09-17 21:12
Raiders @ Chargers,Moneyline,"Sun 9/20, 8:05 PM",+270 | -264,14% | 86%,8% | 92%,+6%,"11,410",2026-09-17 21:12
Jaguars @ Broncos,Moneyline,"Sun 9/20, 8:05 PM",+141 | -141,38% | 62%,53% | 47%,+15%,"15,560",2026-09-17 21:12
Commanders @ Cowboys,Moneyline,"Sun 9/20, 8:25 PM",+190 | -190,16% | 84%,34% | 66%,+18%,"12,783",2026-09-17 21:12
Dolphins @ 49ers,Moneyline,"Sun 9/20, 8:25 PM",+852 | -809,1% | 99%,4% | 96%,+3%,"12,732",2026-09-17 21:12
Seahawks @ Cardinals,Moneyline,"Sun 9/20, 8:25 PM",-190 | +190,93% | 7%,92% | 8%,+1%,"13,136",2026-09-17 21:12
Colts @ Chiefs,Moneyline,"Mon 9/21, 12:20 AM",+277 | -277,2% | 98%,6% | 94%,+4%,"11,803",2026-09-17 21:12
