season,team,model,line,over_odds,under_odds,bet_side,bet_odds,projection,actual_wins,edge,abs_edge,model_prob,market_no_vig_prob,price_edge,push_prob,expected_units,result,pnl_units,prior_residuals,available_models,agreement_count,consensus_share,same_side_models,opposite_side_models,v23_edge,v18_edge,v23_agrees,v18_agrees
2014,CLE,WARPS v2.3,6.5,110,-130,OVER,110,6.531,7.0,0.031,0.031,0.5135,0.4573,0.0562,0.0,0.0783,win,1.1,446,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.031,0.375,True,True
2014,DAL,WARPS v2.3,8.0,230,-270,OVER,230,8.094,12.0,0.094,0.094,0.5135,0.2934,0.22,0.0,0.6944,win,2.3,446,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.094,0.25,True,True
2014,DEN,WARPS v2.3,11.5,100,-120,UNDER,-120,9.505,12.0,-1.995,1.995,0.7444,0.5217,0.2227,0.0,0.3647,loss,-1.0,446,2,2,1.0,WARPS v1.8|WARPS v2.3,,-1.995,-1.866,True,True
2014,DET,WARPS v2.3,8.5,110,-130,UNDER,-130,8.069,11.0,-0.431,0.431,0.5426,0.5427,-0.0001,0.0,-0.04,loss,-1.0,446,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.431,-0.007,True,True
2014,GB,WARPS v2.3,10.5,115,-135,UNDER,-135,7.503,12.0,-2.997,2.997,0.8363,0.5526,0.2837,0.0,0.4558,loss,-1.0,446,2,2,1.0,WARPS v1.8|WARPS v2.3,,-2.997,-2.675,True,True
2014,HOU,WARPS v2.3,7.5,-175,155,UNDER,155,6.496,9.0,-1.004,1.004,0.6143,0.3813,0.2331,0.0,0.5666,loss,-1.0,446,2,2,1.0,WARPS v1.8|WARPS v2.3,,-1.004,-0.973,True,True
2014,IND,WARPS v2.3,9.5,110,-130,OVER,110,9.602,11.0,0.102,0.102,0.5135,0.4573,0.0562,0.0,0.0783,win,1.1,446,2,1,0.5,WARPS v2.3,WARPS v1.8,0.102,-0.238,True,False
2014,JAX,WARPS v2.3,5.0,-150,130,OVER,-150,5.427,3.0,0.427,0.427,0.5605,0.5798,-0.0193,0.0,-0.0658,loss,-1.0,446,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.427,0.764,True,True
2014,KC,WARPS v2.3,8.0,160,-180,OVER,160,9.712,9.0,1.712,1.712,0.7063,0.3743,0.3319,0.0,0.8363,win,1.6,446,2,2,1.0,WARPS v1.8|WARPS v2.3,,1.712,1.241,True,True
2014,LAC,WARPS v2.3,8.0,-135,115,OVER,-135,8.418,9.0,0.418,0.418,0.5583,0.5526,0.0057,0.0,-0.0282,win,0.7407,446,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.418,0.298,True,True
2014,LAR,WARPS v2.3,7.0,120,-140,OVER,120,7.452,6.0,0.452,0.452,0.565,0.438,0.1271,0.0,0.243,loss,-1.0,446,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.452,0.258,True,True
2014,LV,WARPS v2.3,5.0,-130,110,OVER,-130,5.534,3.0,0.534,0.534,0.5785,0.5427,0.0357,0.0022,0.0257,loss,-1.0,446,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.534,0.825,True,True
2014,MIA,WARPS v2.3,8.0,150,-170,OVER,150,8.182,8.0,0.182,0.182,0.5314,0.3885,0.1429,0.0,0.3285,push,0.0,446,2,1,0.5,WARPS v2.3,WARPS v1.8,0.182,-0.071,True,False
2014,MIN,WARPS v2.3,6.0,-175,155,OVER,-175,7.066,7.0,1.066,1.066,0.6278,0.6187,0.0091,0.0,-0.0135,win,0.5714,446,2,2,1.0,WARPS v1.8|WARPS v2.3,,1.066,1.108,True,True
2014,NE,WARPS v2.3,10.5,-180,160,UNDER,160,9.649,12.0,-0.851,0.851,0.5964,0.3743,0.2221,0.0,0.5507,loss,-1.0,446,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.851,-1.117,True,True
2014,NO,WARPS v2.3,10.0,-160,140,UNDER,140,9.93,7.0,-0.07,0.07,0.5,0.4037,0.0963,0.0,0.2,win,1.4,446,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.07,-0.482,True,True
2014,NYG,WARPS v2.3,8.0,130,-150,UNDER,-150,6.766,6.0,-1.234,1.234,0.648,0.5798,0.0682,0.0,0.08,win,0.6667,446,2,2,1.0,WARPS v1.8|WARPS v2.3,,-1.234,-1.124,True,True
2014,NYJ,WARPS v2.3,7.0,-125,105,UNDER,105,5.791,4.0,-1.209,1.209,0.6435,0.4675,0.176,0.0,0.3192,win,1.05,446,2,2,1.0,WARPS v1.8|WARPS v2.3,,-1.209,-0.496,True,True
2014,PHI,WARPS v2.3,9.0,-150,130,UNDER,130,8.804,10.0,-0.196,0.196,0.5045,0.4202,0.0843,0.0,0.1603,loss,-1.0,446,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.196,-0.067,True,True
2014,PIT,WARPS v2.3,8.5,-140,120,UNDER,120,8.035,11.0,-0.465,0.465,0.5493,0.438,0.1114,0.0,0.2085,loss,-1.0,446,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.465,-0.167,True,True
2014,SEA,WARPS v2.3,11.0,-110,-110,UNDER,-110,10.324,12.0,-0.676,0.676,0.574,0.5,0.074,0.0,0.0958,loss,-1.0,446,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.676,-0.97,True,True
2014,SF,WARPS v2.3,10.5,145,-165,UNDER,-165,9.616,8.0,-0.884,0.884,0.6009,0.604,-0.0031,0.0,-0.0349,win,0.6061,446,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.884,-1.157,True,True
2014,TB,WARPS v2.3,7.0,-120,100,UNDER,100,6.713,2.0,-0.287,0.287,0.5202,0.4783,0.0419,0.0,0.0404,win,1.0,446,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.287,-0.48,True,True
2014,TEN,WARPS v2.3,7.0,-140,120,OVER,-140,8.389,2.0,1.389,1.389,0.6614,0.562,0.0994,0.0,0.1339,loss,-1.0,446,2,2,1.0,WARPS v1.8|WARPS v2.3,,1.389,1.357,True,True
2014,WAS,WARPS v2.3,7.5,-120,100,UNDER,100,6.122,4.0,-1.378,1.378,0.6659,0.4783,0.1877,0.0,0.3318,win,1.0,446,2,2,1.0,WARPS v1.8|WARPS v2.3,,-1.378,-1.06,True,True
2015,ARI,WARPS v2.3,8.5,120,-140,UNDER,-140,8.015,13.0,-0.485,0.485,0.5481,0.562,-0.0139,0.0,-0.0604,loss,-1.0,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.485,-0.652,True,True
2015,ATL,WARPS v2.3,8.5,-110,-110,UNDER,-110,7.976,8.0,-0.524,0.524,0.5502,0.5,0.0502,0.0,0.0504,win,0.9091,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.524,-0.432,True,True
2015,BAL,WARPS v2.3,9.0,-140,120,OVER,-140,9.863,5.0,0.863,0.863,0.6088,0.562,0.0467,0.0,0.0436,loss,-1.0,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.863,0.459,True,True
2015,BUF,WARPS v2.3,8.5,130,-150,OVER,130,9.605,8.0,1.105,1.105,0.6339,0.4202,0.2137,0.0,0.4579,loss,-1.0,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,1.105,0.351,True,True
2015,CAR,WARPS v2.3,8.5,150,-170,UNDER,-170,7.678,15.0,-0.822,0.822,0.59,0.6115,-0.0216,0.0,-0.063,loss,-1.0,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.822,-0.744,True,True
2015,CHI,WARPS v2.3,6.5,100,-120,UNDER,-120,6.141,6.0,-0.359,0.359,0.5251,0.5217,0.0034,0.0,-0.0373,win,0.8333,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.359,-0.204,True,True
2015,CIN,WARPS v2.3,8.5,100,-120,UNDER,-120,7.957,12.0,-0.543,0.543,0.5544,0.5217,0.0327,0.0,0.0164,loss,-1.0,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.543,-0.619,True,True
2015,CLE,WARPS v2.3,6.5,155,-175,OVER,155,6.777,3.0,0.277,0.277,0.5439,0.3813,0.1627,0.0,0.387,loss,-1.0,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.277,0.745,True,True
2015,DAL,WARPS v2.3,9.5,110,-130,UNDER,-130,9.318,4.0,-0.182,0.182,0.5042,0.5427,-0.0386,0.0,-0.108,win,0.7692,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.182,-0.038,True,True
2015,DEN,WARPS v2.3,10.0,-140,120,UNDER,120,9.617,12.0,-0.383,0.383,0.5293,0.438,0.0913,0.0,0.1644,loss,-1.0,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.383,-0.596,True,True
2015,DET,WARPS v2.3,8.5,130,-150,OVER,130,8.651,7.0,0.151,0.151,0.5209,0.4202,0.1008,0.0,0.1981,loss,-1.0,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.151,0.025,True,True
2015,GB,WARPS v2.3,11.0,140,-160,UNDER,-160,9.868,10.0,-1.132,1.132,0.6339,0.5963,0.0376,0.0,0.0301,win,0.625,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,-1.132,-1.283,True,True
2015,HOU,WARPS v2.3,8.5,100,-120,OVER,100,9.223,9.0,0.723,0.723,0.5962,0.4783,0.118,0.0,0.1925,win,1.0,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.723,0.902,True,True
2015,IND,WARPS v2.3,10.5,-160,140,UNDER,140,9.784,8.0,-0.716,0.716,0.5816,0.4037,0.1779,0.0,0.3958,win,1.4,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.716,-0.982,True,True
2015,JAX,WARPS v2.3,5.5,-120,100,UNDER,100,5.464,5.0,-0.036,0.036,0.4958,0.4783,0.0176,0.0,-0.0084,win,1.0,478,2,1,0.5,WARPS v2.3,WARPS v1.8,-0.036,0.323,True,False
2015,KC,WARPS v2.3,8.5,-150,130,OVER,-150,9.441,11.0,0.941,0.941,0.6192,0.5798,0.0394,0.0,0.0321,win,0.6667,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.941,0.448,True,True
2015,LAC,WARPS v2.3,8.0,-160,140,OVER,-160,8.003,4.0,0.003,0.003,0.5105,0.5963,-0.0858,0.0,-0.1705,loss,-1.0,478,2,1,0.5,WARPS v2.3,WARPS v1.8,0.003,-0.04,True,False
2015,LAR,WARPS v2.3,7.5,-110,-110,UNDER,-110,7.371,7.0,-0.129,0.129,0.5,0.5,0.0,0.0,-0.0455,win,0.9091,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.129,-0.08,True,True
2015,LV,WARPS v2.3,5.5,-160,140,UNDER,140,5.046,7.0,-0.454,0.454,0.5397,0.4037,0.136,0.0,0.2954,loss,-1.0,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.454,-0.282,True,True
2015,MIA,WARPS v2.3,9.0,-160,140,UNDER,140,8.308,6.0,-0.692,0.692,0.5795,0.4037,0.1758,0.0,0.3908,win,1.4,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.692,-0.875,True,True
2015,MIN,WARPS v2.3,8.0,-150,130,UNDER,130,7.189,11.0,-0.811,0.811,0.59,0.4202,0.1698,0.0,0.3569,loss,-1.0,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.811,-0.398,True,True
2015,NE,WARPS v2.3,10.5,-130,110,UNDER,110,10.36,12.0,-0.14,0.14,0.5,0.4573,0.0427,0.0,0.05,loss,-1.0,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.14,-0.53,True,True
2015,NO,WARPS v2.3,8.5,-130,110,UNDER,110,8.143,7.0,-0.357,0.357,0.523,0.4573,0.0658,0.0,0.0983,win,1.1,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.357,-0.341,True,True
2015,NYG,WARPS v2.3,8.0,150,-170,UNDER,-170,7.829,6.0,-0.171,0.171,0.5042,0.6115,-0.1073,0.0,-0.1992,win,0.5882,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.171,-0.174,True,True
2015,NYJ,WARPS v2.3,7.5,110,-130,UNDER,-130,5.785,10.0,-1.715,1.715,0.6946,0.5427,0.1518,0.0,0.2288,loss,-1.0,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,-1.715,-1.16,True,True
2015,PHI,WARPS v2.3,10.0,-130,110,UNDER,110,9.449,7.0,-0.551,0.551,0.5544,0.4573,0.0971,0.0,0.1642,win,1.1,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.551,-0.953,True,True
2015,PIT,WARPS v2.3,8.5,-110,-110,UNDER,-110,8.116,10.0,-0.384,0.384,0.5293,0.5,0.0293,0.0,0.0105,loss,-1.0,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.384,-0.058,True,True
2015,SEA,WARPS v2.3,11.0,-120,100,UNDER,100,10.402,10.0,-0.598,0.598,0.5669,0.4783,0.0887,0.0,0.1339,win,1.0,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.598,-1.1,True,True
2015,SF,WARPS v2.3,6.5,155,-175,OVER,155,7.022,5.0,0.522,0.522,0.5711,0.3813,0.1898,0.0,0.4564,loss,-1.0,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.522,0.634,True,True
2015,TB,WARPS v2.3,6.0,-150,130,OVER,-150,6.172,6.0,0.172,0.172,0.5293,0.5798,-0.0505,0.0,-0.1179,push,0.0,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.172,0.582,True,True
2015,TEN,WARPS v2.3,5.5,-200,180,OVER,-200,5.581,3.0,0.081,0.081,0.5146,0.6512,-0.1365,0.0,-0.228,loss,-1.0,478,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.081,0.407,True,True
2015,WAS,WARPS v2.3,6.0,-130,110,UNDER,110,5.846,9.0,-0.154,0.154,0.5021,0.4573,0.0448,0.0,0.0544,loss,-1.0,478,2,1,0.5,WARPS v2.3,WARPS v1.8,-0.154,0.166,True,False
2016,ARI,WARPS v2.3,10.0,-170,150,OVER,-170,10.236,7.5,0.236,0.236,0.5392,0.6115,-0.0723,0.0,-0.1436,loss,-1.0,510,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.236,0.067,True,True
2016,ATL,WARPS v2.3,7.0,-130,110,OVER,-130,7.151,11.0,0.151,0.151,0.5157,0.5427,-0.0271,0.0,-0.0876,win,0.7692,510,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.151,0.71,True,True
2016,BAL,WARPS v2.3,8.5,-110,-110,UNDER,-110,6.615,8.0,-1.885,1.885,0.7235,0.5,0.2235,0.0,0.3813,win,0.9091,510,2,2,1.0,WARPS v1.8|WARPS v2.3,,-1.885,-1.571,True,True
2016,BUF,WARPS v2.3,8.0,130,-150,OVER,130,8.348,7.0,0.348,0.348,0.5431,0.4202,0.123,0.0,0.2492,loss,-1.0,510,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.348,0.04,True,True
2016,CAR,WARPS v2.3,10.5,120,-140,OVER,120,10.989,6.0,0.489,0.489,0.5706,0.438,0.1326,0.0,0.2553,loss,-1.0,510,2,1,0.5,WARPS v2.3,WARPS v1.8,0.489,-0.122,True,False
2016,CHI,WARPS v2.3,7.5,145,-165,OVER,145,7.713,3.0,0.213,0.213,0.5353,0.396,0.1393,0.0,0.3115,loss,-1.0,510,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.213,0.043,True,True
2016,CIN,WARPS v2.3,9.5,100,-120,OVER,100,10.515,6.5,1.015,1.015,0.6235,0.4783,0.1453,0.0,0.2471,loss,-1.0,510,2,2,1.0,WARPS v1.8|WARPS v2.3,,1.015,0.586,True,True
2016,CLE,WARPS v2.3,4.5,-150,130,OVER,-150,5.757,1.0,1.257,1.257,0.6471,0.5798,0.0672,0.0,0.0784,loss,-1.0,510,2,2,1.0,WARPS v1.8|WARPS v2.3,,1.257,1.295,True,True
2016,DAL,WARPS v2.3,8.5,110,-130,UNDER,-130,6.691,13.0,-1.809,1.809,0.7118,0.5427,0.169,0.0,0.2593,loss,-1.0,510,2,2,1.0,WARPS v1.8|WARPS v2.3,,-1.809,-1.718,True,True
2016,DEN,WARPS v2.3,9.5,130,-150,UNDER,-150,9.173,9.0,-0.327,0.327,0.5294,0.5798,-0.0504,0.0,-0.1176,win,0.6667,510,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.327,-0.644,True,True
2016,DET,WARPS v2.3,7.0,-150,130,OVER,-150,7.723,9.0,0.723,0.723,0.5961,0.5798,0.0162,0.0,-0.0065,win,0.6667,510,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.723,0.779,True,True
2016,GB,WARPS v2.3,10.5,-170,150,UNDER,150,9.47,10.0,-1.03,1.03,0.6196,0.3885,0.2311,0.0,0.549,win,1.5,510,2,2,1.0,WARPS v1.8|WARPS v2.3,,-1.03,-1.523,True,True
2016,HOU,WARPS v2.3,8.5,-120,100,OVER,-120,8.587,9.0,0.087,0.087,0.5078,0.5217,-0.0139,0.0,-0.069,win,0.8333,510,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.087,0.056,True,True
2016,IND,WARPS v2.3,9.0,120,-140,UNDER,-140,6.783,8.0,-2.217,2.217,0.7549,0.562,0.1929,0.0,0.2941,win,0.7143,510,2,2,1.0,WARPS v1.8|WARPS v2.3,,-2.217,-1.996,True,True
2016,JAX,WARPS v2.3,7.5,-125,105,UNDER,105,6.825,3.0,-0.675,0.675,0.5804,0.4675,0.1129,0.0,0.1898,win,1.05,510,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.675,-0.166,True,True
2016,KC,WARPS v2.3,9.5,-140,120,OVER,-140,10.672,12.0,1.172,1.172,0.6392,0.562,0.0772,0.0,0.0958,win,0.7143,510,2,2,1.0,WARPS v1.8|WARPS v2.3,,1.172,0.293,True,True
2016,LAC,WARPS v2.3,7.0,-185,165,UNDER,165,6.915,5.0,-0.085,0.085,0.5078,0.3676,0.1402,0.0,0.3458,win,1.65,510,2,1,0.5,WARPS v2.3,WARPS v1.8,-0.085,0.032,True,False
2016,LV,WARPS v2.3,8.5,-110,-110,UNDER,-110,7.518,12.0,-0.982,0.982,0.6157,0.5,0.1157,0.0,0.1754,loss,-1.0,510,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.982,-1.021,True,True
2016,MIA,WARPS v2.3,7.0,120,-140,UNDER,-140,6.095,10.0,-0.905,0.905,0.6118,0.562,0.0497,0.0,0.0487,loss,-1.0,510,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.905,-0.456,True,True
2016,MIN,WARPS v2.3,8.5,115,-135,OVER,115,9.465,8.0,0.965,0.965,0.6176,0.4474,0.1702,0.0,0.3279,loss,-1.0,510,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.965,0.633,True,True
2016,NE,WARPS v2.3,10.5,-120,100,UNDER,100,9.826,14.0,-0.674,0.674,0.5804,0.4783,0.1021,0.0,0.1608,loss,-1.0,510,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.674,-0.759,True,True
2016,NO,WARPS v2.3,7.0,-140,120,UNDER,120,6.696,7.0,-0.304,0.304,0.5294,0.438,0.0915,0.0,0.1647,push,0.0,510,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.304,-0.06,True,True
2016,NYG,WARPS v2.3,8.5,100,-120,UNDER,-120,7.849,11.0,-0.651,0.651,0.5784,0.5217,0.0567,0.0,0.0605,loss,-1.0,510,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.651,-0.433,True,True
2016,NYJ,WARPS v2.3,8.0,150,-170,OVER,150,8.707,5.0,0.707,0.707,0.5941,0.3885,0.2056,0.0,0.4853,loss,-1.0,510,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.707,0.789,True,True
2016,PHI,WARPS v2.3,6.5,130,-150,OVER,130,7.156,7.0,0.656,0.656,0.5902,0.4202,0.17,0.0,0.3575,win,1.3,510,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.656,0.86,True,True
2016,PIT,WARPS v2.3,10.5,110,-130,UNDER,-130,9.931,11.0,-0.569,0.569,0.5667,0.5427,0.0239,0.0,0.0026,loss,-1.0,510,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.569,-0.952,True,True
2016,SEA,WARPS v2.3,10.5,-145,125,UNDER,125,10.428,10.5,-0.072,0.072,0.5078,0.4289,0.079,0.0,0.1426,push,0.0,510,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.072,-0.552,True,True
2016,SF,WARPS v2.3,5.5,110,-130,UNDER,-130,5.228,2.0,-0.272,0.272,0.5235,0.5427,-0.0192,0.0,-0.0738,win,0.7692,510,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.272,-0.092,True,True
2016,TB,WARPS v2.3,7.0,-140,120,UNDER,120,6.229,9.0,-0.771,0.771,0.5902,0.438,0.1522,0.0,0.2984,loss,-1.0,510,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.771,-0.174,True,True
2016,TEN,WARPS v2.3,6.0,-150,130,UNDER,130,5.994,9.0,-0.006,0.006,0.4961,0.4202,0.0759,0.0,0.141,loss,-1.0,510,2,1,0.5,WARPS v2.3,WARPS v1.8,-0.006,0.593,True,False
2016,WAS,WARPS v2.3,7.5,-120,100,OVER,-120,7.827,8.5,0.327,0.327,0.5431,0.5217,0.0214,0.0,-0.0042,win,0.8333,510,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.327,0.624,True,True
2017,ARI,WARPS v2.3,8.5,-160,140,OVER,-160,9.181,8.0,0.681,0.681,0.5941,0.5963,-0.0022,0.0,-0.0346,loss,-1.0,542,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.681,0.811,True,True
2017,ATL,WARPS v2.3,9.5,-110,-110,OVER,-110,9.934,10.0,0.434,0.434,0.5664,0.5,0.0664,0.0,0.0813,win,0.9091,542,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.434,0.169,True,True
2017,BAL,WARPS v2.3,8.5,130,-150,OVER,130,9.023,9.0,0.523,0.523,0.5756,0.4202,0.1555,0.0,0.324,win,1.3,542,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.523,0.239,True,True
2017,BUF,WARPS v2.3,6.5,130,-150,OVER,130,7.751,9.0,1.251,1.251,0.6458,0.4202,0.2256,0.0,0.4852,win,1.3,542,2,2,1.0,WARPS v1.8|WARPS v2.3,,1.251,1.524,True,True
2017,CAR,WARPS v2.3,9.0,-120,100,UNDER,100,7.517,11.0,-1.483,1.483,0.6808,0.4783,0.2026,0.0018,0.3635,loss,-1.0,542,2,2,1.0,WARPS v1.8|WARPS v2.3,,-1.483,-1.57,True,True
2017,CHI,WARPS v2.3,5.5,105,-125,OVER,105,5.535,5.0,0.035,0.035,0.5092,0.4675,0.0417,0.0,0.0439,loss,-1.0,542,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.035,0.549,True,True
2017,CIN,WARPS v2.3,8.5,120,-140,OVER,120,8.621,7.0,0.121,0.121,0.5111,0.438,0.0731,0.0,0.1244,loss,-1.0,542,2,1,0.5,WARPS v2.3,WARPS v1.8,0.121,-0.038,True,False
2017,CLE,WARPS v2.3,4.5,-180,150,OVER,-180,5.221,0.0,0.721,0.721,0.5978,0.6164,-0.0187,0.0,-0.0701,loss,-1.0,542,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.721,0.828,True,True
2017,DAL,WARPS v2.3,9.5,120,-140,OVER,120,9.502,9.0,0.002,0.002,0.5074,0.438,0.0694,0.0,0.1162,loss,-1.0,542,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.002,0.047,True,True
2017,DEN,WARPS v2.3,8.0,100,-120,OVER,100,8.626,5.0,0.626,0.626,0.5886,0.4783,0.1103,0.0,0.1771,loss,-1.0,542,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.626,0.168,True,True
2017,DET,WARPS v2.3,7.5,120,-140,UNDER,-140,7.374,9.0,-0.126,0.126,0.5055,0.562,-0.0565,0.0,-0.1334,loss,-1.0,542,2,1,0.5,WARPS v2.3,WARPS v1.8,-0.126,0.312,True,False
2017,GB,WARPS v2.3,10.5,120,-140,UNDER,-140,8.947,7.0,-1.553,1.553,0.69,0.562,0.128,0.0,0.1829,win,0.7143,542,2,2,1.0,WARPS v1.8|WARPS v2.3,,-1.553,-1.802,True,True
2017,HOU,WARPS v2.3,8.5,100,-120,UNDER,-120,7.284,4.0,-1.216,1.216,0.6439,0.5217,0.1222,0.0,0.1805,win,0.8333,542,2,2,1.0,WARPS v1.8|WARPS v2.3,,-1.216,-1.254,True,True
2017,IND,WARPS v2.3,8.0,130,-150,OVER,130,8.636,4.0,0.636,0.636,0.5904,0.4202,0.1702,0.0,0.3579,loss,-1.0,542,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.636,0.765,True,True
2017,JAX,WARPS v2.3,6.5,-125,105,OVER,-125,7.142,10.0,0.642,0.642,0.5923,0.5325,0.0598,0.0,0.0661,win,0.8,542,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.642,0.678,True,True
2017,KC,WARPS v2.3,9.0,-120,100,OVER,-120,9.553,10.0,0.553,0.553,0.5867,0.5217,0.065,0.0,0.0756,win,0.8333,542,2,1,0.5,WARPS v2.3,WARPS v1.8,0.553,-0.077,True,False
2017,LAC,WARPS v2.3,7.5,-160,140,UNDER,140,7.369,9.0,-0.131,0.131,0.5055,0.4037,0.1018,0.0,0.2133,loss,-1.0,542,2,1,0.5,WARPS v2.3,WARPS v1.8,-0.131,0.029,True,False
2017,LV,WARPS v2.3,9.5,100,-120,UNDER,-120,8.146,6.0,-1.354,1.354,0.6624,0.5217,0.1406,0.0,0.2143,win,0.8333,542,2,2,1.0,WARPS v1.8|WARPS v2.3,,-1.354,-1.538,True,True
2017,MIA,WARPS v2.3,7.0,-130,110,OVER,-130,7.104,6.0,0.104,0.104,0.5111,0.5427,-0.0317,0.0,-0.0958,loss,-1.0,542,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.104,0.36,True,True
2017,MIN,WARPS v2.3,8.5,-130,110,OVER,-130,8.761,13.0,0.261,0.261,0.5461,0.5427,0.0034,0.0,-0.0338,win,0.7692,542,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.261,0.207,True,True
2017,NE,WARPS v2.3,12.5,100,-120,UNDER,-120,11.004,13.0,-1.496,1.496,0.6845,0.5217,0.1628,0.0,0.2549,loss,-1.0,542,2,2,1.0,WARPS v1.8|WARPS v2.3,,-1.496,-1.615,True,True
2017,NO,WARPS v2.3,8.0,100,-120,OVER,100,8.505,11.0,0.505,0.505,0.5756,0.4783,0.0974,0.0,0.1513,win,1.0,542,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.505,0.258,True,True
2017,NYG,WARPS v2.3,9.0,-130,110,UNDER,110,8.217,3.0,-0.783,0.783,0.5904,0.4573,0.1331,0.0,0.2399,win,1.1,542,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.783,-0.748,True,True
2017,NYJ,WARPS v2.3,3.5,125,-145,OVER,125,4.624,5.0,1.124,1.124,0.6347,0.4289,0.2058,0.0,0.428,win,1.25,542,2,2,1.0,WARPS v1.8|WARPS v2.3,,1.124,2.071,True,True
2017,PHI,WARPS v2.3,8.5,-120,100,OVER,-120,9.3,13.0,0.8,0.8,0.6015,0.5217,0.0797,0.0,0.1027,win,0.8333,542,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.8,0.002,True,True
2017,PIT,WARPS v2.3,10.5,-150,130,UNDER,130,9.699,13.0,-0.801,0.801,0.5923,0.4202,0.1721,0.0,0.3622,loss,-1.0,542,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.801,-1.149,True,True
