season,team,model,line,over_odds,under_odds,bet_side,bet_odds,projection,actual_wins,edge,abs_edge,model_prob,market_no_vig_prob,price_edge,push_prob,expected_units,result,pnl_units,prior_residuals,available_models,agreement_count,consensus_share,same_side_models,opposite_side_models,v23_edge,v18_edge,v23_agrees,v18_agrees
2007,ATL,WARPS v1.8,7.5,100,-120,OVER,100,7.881,4.0,0.381,0.381,0.5631,0.4783,0.0848,0.0,0.1261,loss,-1.0,222,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.241,0.381,True,True
2007,BAL,WARPS v1.8,9.0,-140,120,OVER,-140,10.304,5.0,1.304,1.304,0.6306,0.562,0.0686,0.0,0.0811,loss,-1.0,222,2,2,1.0,WARPS v1.8|WARPS v2.3,,2.366,1.304,True,True
2007,BUF,WARPS v1.8,6.0,-110,-110,OVER,-110,7.29,7.0,1.29,1.29,0.6261,0.5,0.1261,0.0,0.1953,win,0.9091,222,2,2,1.0,WARPS v1.8|WARPS v2.3,,1.833,1.29,True,True
2007,CAR,WARPS v1.8,9.0,120,-140,UNDER,-140,7.806,7.0,-1.194,1.194,0.6396,0.562,0.0776,0.0,0.0965,win,0.7143,222,2,2,1.0,WARPS v1.8|WARPS v2.3,,-1.439,-1.194,True,True
2007,CHI,WARPS v1.8,10.0,115,-135,OVER,115,10.542,7.0,0.542,0.542,0.5766,0.4474,0.1292,0.0,0.2396,loss,-1.0,222,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.694,0.542,True,True
2007,CIN,WARPS v1.8,9.0,-130,110,UNDER,110,8.571,7.0,-0.429,0.429,0.5541,0.4573,0.0968,0.0,0.1635,win,1.1,222,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.138,-0.429,True,True
2007,CLE,WARPS v1.8,5.5,-160,140,OVER,-160,6.097,10.0,0.597,0.597,0.5811,0.5963,-0.0152,0.0,-0.0557,win,0.625,222,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.295,0.597,True,True
2007,DAL,WARPS v1.8,9.0,-125,105,UNDER,105,8.985,13.0,-0.015,0.015,0.491,0.4675,0.0235,0.0,0.0065,loss,-1.0,222,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.146,-0.015,True,True
2007,DEN,WARPS v1.8,9.5,-105,-115,UNDER,-115,8.266,7.0,-1.234,1.234,0.6396,0.5108,0.1288,0.0,0.1958,win,0.8696,222,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.963,-1.234,True,True
2007,DET,WARPS v1.8,6.0,-110,-110,OVER,-110,6.785,7.0,0.785,0.785,0.5991,0.5,0.0991,0.0,0.1437,win,0.9091,222,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.309,0.785,True,True
2007,GB,WARPS v1.8,7.5,130,-150,UNDER,-150,6.993,13.0,-0.507,0.507,0.5541,0.5798,-0.0258,0.0,-0.0766,loss,-1.0,222,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.39,-0.507,True,True
2007,HOU,WARPS v1.8,6.5,100,-120,OVER,100,6.635,8.0,0.135,0.135,0.5135,0.4783,0.0353,0.0,0.027,win,1.0,222,2,1,0.5,WARPS v1.8,WARPS v2.3,-0.232,0.135,False,True
2007,IND,WARPS v1.8,10.5,-120,100,UNDER,100,8.851,13.0,-1.649,1.649,0.6937,0.4783,0.2154,0.0,0.3874,loss,-1.0,222,2,2,1.0,WARPS v1.8|WARPS v2.3,,-1.462,-1.649,True,True
2007,JAX,WARPS v1.8,9.0,100,-120,OVER,100,9.723,11.0,0.723,0.723,0.5946,0.4783,0.1163,0.0,0.1892,win,1.0,222,2,2,1.0,WARPS v1.8|WARPS v2.3,,1.061,0.723,True,True
2007,KC,WARPS v1.8,7.5,100,-120,OVER,100,8.259,4.0,0.759,0.759,0.5991,0.4783,0.1208,0.0,0.1982,loss,-1.0,222,2,2,1.0,WARPS v1.8|WARPS v2.3,,1.016,0.759,True,True
2007,LAC,WARPS v1.8,10.5,-140,120,UNDER,120,10.291,11.0,-0.209,0.209,0.5315,0.438,0.0936,0.0,0.1694,loss,-1.0,222,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.34,-0.209,True,True
2007,LAR,WARPS v1.8,7.5,100,-120,OVER,100,8.189,3.0,0.689,0.689,0.5946,0.4783,0.1163,0.0,0.1892,loss,-1.0,222,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.289,0.689,True,True
2007,LV,WARPS v1.8,5.0,-120,100,OVER,-120,5.243,4.0,0.243,0.243,0.536,0.5217,0.0143,0.0,-0.0173,loss,-1.0,222,2,1,0.5,WARPS v1.8,WARPS v2.3,-0.371,0.243,False,True
2007,MIA,WARPS v1.8,7.0,-120,100,OVER,-120,7.398,1.0,0.398,0.398,0.5631,0.5217,0.0413,0.0,0.0323,loss,-1.0,222,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.41,0.398,True,True
2007,MIN,WARPS v1.8,6.5,-140,120,OVER,-140,7.352,8.0,0.852,0.852,0.5991,0.562,0.0371,0.0,0.027,win,0.7143,222,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.613,0.852,True,True
2007,NE,WARPS v1.8,11.5,-110,-110,UNDER,-110,9.823,16.0,-1.677,1.677,0.6937,0.5,0.1937,0.0,0.3243,loss,-1.0,222,2,2,1.0,WARPS v1.8|WARPS v2.3,,-1.422,-1.677,True,True
2007,NO,WARPS v1.8,9.0,-110,-110,OVER,-110,9.644,7.0,0.644,0.644,0.5901,0.5,0.0901,0.0,0.1265,loss,-1.0,222,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.65,0.644,True,True
2007,NYG,WARPS v1.8,8.0,-110,-110,UNDER,-110,7.835,10.0,-0.165,0.165,0.5315,0.5,0.0315,0.0,0.0147,loss,-1.0,222,2,1,0.5,WARPS v1.8,WARPS v2.3,0.048,-0.165,False,True
2007,NYJ,WARPS v1.8,8.0,150,-170,OVER,150,8.024,4.0,0.024,0.024,0.509,0.3885,0.1205,0.0,0.2725,loss,-1.0,222,2,1,0.5,WARPS v1.8,WARPS v2.3,-0.268,0.024,False,True
2007,PHI,WARPS v1.8,9.0,-140,120,UNDER,120,8.834,8.0,-0.166,0.166,0.5315,0.438,0.0936,0.0,0.1694,win,1.2,222,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.013,-0.166,True,True
2007,PIT,WARPS v1.8,9.0,115,-135,UNDER,-135,8.375,10.0,-0.625,0.625,0.5631,0.5526,0.0105,0.0,-0.0199,loss,-1.0,222,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.502,-0.625,True,True
2007,SEA,WARPS v1.8,9.0,120,-140,UNDER,-140,8.077,10.0,-0.923,0.923,0.6171,0.562,0.0551,0.0,0.0579,loss,-1.0,222,2,2,1.0,WARPS v1.8|WARPS v2.3,,-1.424,-0.923,True,True
2007,SF,WARPS v1.8,7.5,-145,125,UNDER,125,6.655,5.0,-0.845,0.845,0.6036,0.4289,0.1747,0.0,0.3581,win,1.25,222,2,2,1.0,WARPS v1.8|WARPS v2.3,,-1.019,-0.845,True,True
2007,TB,WARPS v1.8,7.0,-110,-110,UNDER,-110,6.098,9.0,-0.902,0.902,0.6171,0.5,0.1171,0.0,0.1781,loss,-1.0,222,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.97,-0.902,True,True
2007,TEN,WARPS v1.8,7.0,105,-125,UNDER,-125,6.916,10.0,-0.084,0.084,0.509,0.5325,-0.0235,0.0,-0.0838,loss,-1.0,222,2,1,0.5,WARPS v1.8,WARPS v2.3,0.418,-0.084,False,True
2007,WAS,WARPS v1.8,7.5,140,-160,UNDER,-160,6.898,9.0,-0.602,0.602,0.5631,0.5963,-0.0332,0.0,-0.085,loss,-1.0,222,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.773,-0.602,True,True
2008,ARI,WARPS v1.8,7.5,-135,115,OVER,-135,8.367,9.0,0.867,0.867,0.6024,0.5526,0.0498,0.0,0.0486,win,0.7407,254,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.381,0.867,True,True
2008,ATL,WARPS v1.8,4.5,-150,130,OVER,-150,6.384,11.0,1.884,1.884,0.7244,0.5798,0.1446,0.0,0.2073,win,0.6667,254,2,2,1.0,WARPS v1.8|WARPS v2.3,,1.645,1.884,True,True
2008,BAL,WARPS v1.8,6.0,115,-135,OVER,115,6.261,11.0,0.261,0.261,0.5394,0.4474,0.092,0.0,0.1596,win,1.15,254,2,1,0.5,WARPS v1.8,WARPS v2.3,-0.263,0.261,False,True
2008,BUF,WARPS v1.8,7.5,-150,130,UNDER,130,6.908,7.0,-0.592,0.592,0.5551,0.4202,0.135,0.0,0.2768,win,1.3,254,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.795,-0.592,True,True
2008,CAR,WARPS v1.8,7.5,-140,120,UNDER,120,7.134,12.0,-0.366,0.366,0.5472,0.438,0.1093,0.0,0.2039,loss,-1.0,254,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.677,-0.366,True,True
2008,CHI,WARPS v1.8,8.0,110,-130,UNDER,-130,7.689,9.0,-0.311,0.311,0.5472,0.5427,0.0045,0.0,-0.0318,loss,-1.0,254,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.059,-0.311,True,True
2008,CIN,WARPS v1.8,7.0,-125,105,OVER,-125,7.69,4.5,0.69,0.69,0.5906,0.5325,0.0581,0.0,0.063,loss,-1.0,254,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.359,0.69,True,True
2008,CLE,WARPS v1.8,8.0,-150,130,UNDER,130,7.993,4.0,-0.007,0.007,0.4882,0.4202,0.068,0.0,0.1228,win,1.3,254,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.38,-0.007,True,True
2008,DAL,WARPS v1.8,10.5,-135,115,UNDER,115,9.291,9.0,-1.209,1.209,0.6339,0.4474,0.1865,0.0,0.3628,win,1.15,254,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.954,-1.209,True,True
2008,DEN,WARPS v1.8,7.5,-145,125,UNDER,125,7.284,8.0,-0.216,0.216,0.5276,0.4289,0.0987,0.0,0.187,loss,-1.0,254,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.032,-0.216,True,True
2008,DET,WARPS v1.8,6.5,-130,110,OVER,-130,6.655,0.0,0.155,0.155,0.5157,0.5427,-0.027,0.0,-0.0875,loss,-1.0,254,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.112,0.155,True,True
2008,GB,WARPS v1.8,8.5,140,-160,OVER,140,9.48,6.0,0.98,0.98,0.6063,0.4037,0.2026,0.0,0.4551,loss,-1.0,254,2,2,1.0,WARPS v1.8|WARPS v2.3,,1.081,0.98,True,True
2008,HOU,WARPS v1.8,7.5,100,-120,OVER,100,7.629,8.0,0.129,0.129,0.5157,0.4783,0.0375,0.0,0.0315,win,1.0,254,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.142,0.129,True,True
2008,IND,WARPS v1.8,11.0,145,-165,UNDER,-165,9.586,12.0,-1.414,1.414,0.6575,0.604,0.0534,0.0,0.056,loss,-1.0,254,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.98,-1.414,True,True
2008,JAX,WARPS v1.8,10.0,-105,-115,UNDER,-115,9.091,5.0,-0.909,0.909,0.6142,0.5108,0.1033,0.0,0.1482,win,0.8696,254,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.575,-0.909,True,True
2008,KC,WARPS v1.8,5.5,-175,155,OVER,-175,6.835,2.0,1.335,1.335,0.6417,0.6187,0.023,0.0,0.0084,loss,-1.0,254,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.651,1.335,True,True
2008,LAC,WARPS v1.8,10.5,-135,115,UNDER,115,10.005,8.0,-0.495,0.495,0.5472,0.4474,0.0998,0.0,0.1766,win,1.15,254,2,1,0.5,WARPS v1.8,WARPS v2.3,0.054,-0.495,False,True
2008,LAR,WARPS v1.8,6.5,-140,120,UNDER,120,6.168,2.0,-0.332,0.332,0.5472,0.438,0.1093,0.0,0.2039,win,1.2,254,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.59,-0.332,True,True
2008,LV,WARPS v1.8,6.0,-135,115,OVER,-135,7.051,5.0,1.051,1.051,0.6063,0.5526,0.0537,0.0,0.0554,loss,-1.0,254,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.994,1.051,True,True
2008,MIA,WARPS v1.8,5.5,-110,-110,OVER,-110,6.428,11.0,0.928,0.928,0.6063,0.5,0.1063,0.0,0.1575,win,0.9091,254,2,2,1.0,WARPS v1.8|WARPS v2.3,,1.033,0.928,True,True
2008,MIN,WARPS v1.8,8.5,100,-120,OVER,100,8.534,10.0,0.034,0.034,0.5118,0.4783,0.0336,0.0,0.0236,win,1.0,254,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.017,0.034,True,True
2008,NE,WARPS v1.8,12.0,-165,145,UNDER,145,11.361,11.0,-0.639,0.639,0.5551,0.396,0.1592,0.0,0.36,win,1.45,254,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.16,-0.639,True,True
2008,NO,WARPS v1.8,8.5,-155,135,UNDER,135,8.342,8.0,-0.158,0.158,0.5236,0.4118,0.1118,0.0,0.2305,win,1.35,254,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.258,-0.158,True,True
2008,NYG,WARPS v1.8,8.5,-140,120,UNDER,120,8.149,12.0,-0.351,0.351,0.5472,0.438,0.1093,0.0,0.2039,loss,-1.0,254,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.16,-0.351,True,True
2008,NYJ,WARPS v1.8,7.5,-110,-110,UNDER,-110,7.256,9.0,-0.244,0.244,0.5315,0.5,0.0315,0.0,0.0147,loss,-1.0,254,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.432,-0.244,True,True
2008,PHI,WARPS v1.8,8.5,-170,150,UNDER,150,8.497,9.5,-0.003,0.003,0.4882,0.3885,0.0997,0.0,0.2205,loss,-1.0,254,2,1,0.5,WARPS v1.8,WARPS v2.3,0.966,-0.003,False,True
2008,PIT,WARPS v1.8,9.0,-130,110,OVER,-130,9.057,12.0,0.057,0.057,0.5157,0.5427,-0.027,0.0,-0.0875,win,0.7692,254,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.016,0.057,True,True
2008,SEA,WARPS v1.8,8.5,-150,130,OVER,-150,9.516,4.0,1.016,1.016,0.6063,0.5798,0.0265,0.0,0.0105,loss,-1.0,254,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.801,1.016,True,True
2008,SF,WARPS v1.8,6.0,-155,135,OVER,-155,6.189,7.0,0.189,0.189,0.5236,0.5882,-0.0646,0.0,-0.1386,win,0.6452,254,2,1,0.5,WARPS v1.8,WARPS v2.3,-0.36,0.189,False,True
2008,TB,WARPS v1.8,8.0,110,-130,OVER,110,9.191,9.0,1.191,1.191,0.622,0.4573,0.1648,0.0,0.3063,win,1.1,254,2,2,1.0,WARPS v1.8|WARPS v2.3,,1.187,1.191,True,True
2008,TEN,WARPS v1.8,8.0,-110,-110,UNDER,-110,7.714,13.0,-0.286,0.286,0.5394,0.5,0.0394,0.0,0.0297,loss,-1.0,254,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.135,-0.286,True,True
2008,WAS,WARPS v1.8,7.5,-120,100,OVER,-120,8.266,8.0,0.766,0.766,0.5945,0.5217,0.0727,0.0,0.0899,win,0.8333,254,2,2,1.0,WARPS v1.8|WARPS v2.3,,1.371,0.766,True,True
2009,ARI,WARPS v1.8,8.5,-110,-120,UNDER,-120,8.388,10.0,-0.112,0.112,0.514,0.5101,0.0039,0.0,-0.0577,loss,-1.0,286,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.227,-0.112,True,True
2009,ATL,WARPS v1.8,8.5,100,-135,UNDER,-135,8.264,9.0,-0.236,0.236,0.528,0.5347,-0.0067,0.0,-0.0809,loss,-1.0,286,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.222,-0.236,True,True
2009,BAL,WARPS v1.8,8.5,-150,120,OVER,-150,10.207,9.0,1.707,1.707,0.7028,0.569,0.1338,0.0,0.1713,win,0.6667,286,2,2,1.0,WARPS v1.8|WARPS v2.3,,2.607,1.707,True,True
2009,BUF,WARPS v1.8,7.5,-120,-110,OVER,-120,7.542,6.0,0.042,0.042,0.514,0.5101,0.0039,0.0,-0.0577,loss,-1.0,286,2,1,0.5,WARPS v1.8,WARPS v2.3,-0.591,0.042,False,True
2009,CAR,WARPS v1.8,8.5,110,-140,UNDER,-140,8.449,8.0,-0.051,0.051,0.4895,0.5506,-0.0611,0.0,-0.1608,win,0.7143,286,2,1,0.5,WARPS v1.8,WARPS v2.3,0.585,-0.051,False,True
2009,CHI,WARPS v1.8,8.5,-160,130,OVER,-160,8.653,7.0,0.153,0.153,0.5175,0.586,-0.0685,0.0,-0.1591,loss,-1.0,286,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.185,0.153,True,True
2009,CIN,WARPS v1.8,7.0,-130,-110,UNDER,-110,5.85,10.0,-1.15,1.15,0.6294,0.481,0.1484,0.0,0.2015,loss,-1.0,286,2,2,1.0,WARPS v1.8|WARPS v2.3,,-1.387,-1.15,True,True
2009,CLE,WARPS v1.8,7.0,160,-190,UNDER,-190,6.488,5.0,-0.512,0.512,0.5455,0.6301,-0.0846,0.0,-0.1675,win,0.5263,286,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.573,-0.512,True,True
2009,DAL,WARPS v1.8,9.0,-125,-105,UNDER,-105,7.666,11.0,-1.334,1.334,0.6469,0.4797,0.1672,0.0,0.2629,loss,-1.0,286,2,2,1.0,WARPS v1.8|WARPS v2.3,,-1.26,-1.334,True,True
2009,DEN,WARPS v1.8,6.5,105,-135,OVER,105,7.105,8.0,0.605,0.605,0.5909,0.4592,0.1317,0.0,0.2114,win,1.05,286,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.267,0.605,True,True
2009,DET,WARPS v1.8,4.5,-135,100,OVER,-135,5.484,2.0,0.984,0.984,0.6154,0.5347,0.0807,0.0,0.0712,loss,-1.0,286,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.214,0.984,True,True
2009,GB,WARPS v1.8,9.0,-130,100,UNDER,100,8.944,11.0,-0.056,0.056,0.4965,0.4694,0.0271,0.0,-0.007,loss,-1.0,286,2,1,0.5,WARPS v1.8,WARPS v2.3,0.011,-0.056,False,True
2009,HOU,WARPS v1.8,8.5,110,-140,UNDER,-140,7.784,9.0,-0.716,0.716,0.5839,0.5506,0.0334,0.0,0.001,loss,-1.0,286,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.618,-0.716,True,True
2009,IND,WARPS v1.8,10.0,-115,-115,UNDER,-115,9.046,14.0,-0.954,0.954,0.6224,0.5,0.1224,0.0,0.1636,loss,-1.0,286,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.484,-0.954,True,True
2009,JAX,WARPS v1.8,8.0,-135,105,UNDER,105,7.162,7.0,-0.838,0.838,0.6049,0.4592,0.1457,0.0,0.24,win,1.05,286,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.792,-0.838,True,True
2009,KC,WARPS v1.8,6.0,-125,-105,OVER,-125,6.31,4.0,0.31,0.31,0.5559,0.5203,0.0356,0.0,0.0007,loss,-1.0,286,2,1,0.5,WARPS v1.8,WARPS v2.3,-0.464,0.31,False,True
2009,LAC,WARPS v1.8,10.0,-140,110,UNDER,110,9.316,13.0,-0.684,0.684,0.5629,0.4494,0.1135,0.0,0.1822,loss,-1.0,286,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.563,-0.684,True,True
2009,LAR,WARPS v1.8,5.5,-150,120,UNDER,120,5.492,1.0,-0.008,0.008,0.486,0.431,0.055,0.0,0.0692,win,1.2,286,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.271,-0.008,True,True
2009,LV,WARPS v1.8,6.0,110,-140,OVER,110,6.393,5.0,0.393,0.393,0.5769,0.4494,0.1275,0.0,0.2115,loss,-1.0,286,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.189,0.393,True,True
2009,MIA,WARPS v1.8,7.0,-125,-105,OVER,-125,7.663,7.0,0.663,0.663,0.5979,0.5203,0.0776,0.0,0.0762,push,0.0,286,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.484,0.663,True,True
2009,MIN,WARPS v1.8,9.5,-125,105,UNDER,105,8.946,12.0,-0.554,0.554,0.549,0.4675,0.0814,0.0,0.1253,loss,-1.0,286,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.26,-0.554,True,True
2009,NE,WARPS v1.8,11.5,-135,105,UNDER,105,8.8,10.0,-2.7,2.7,0.7937,0.4592,0.3345,0.0,0.6271,win,1.05,286,2,2,1.0,WARPS v1.8|WARPS v2.3,,-2.694,-2.7,True,True
2009,NO,WARPS v1.8,9.0,-120,-110,UNDER,-110,8.507,13.0,-0.493,0.493,0.5455,0.4899,0.0556,0.0,0.0413,loss,-1.0,286,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.483,-0.493,True,True
2009,NYG,WARPS v1.8,10.0,-120,-110,UNDER,-110,9.481,8.0,-0.519,0.519,0.5455,0.4899,0.0556,0.0,0.0413,win,0.9091,286,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.301,-0.519,True,True
2009,NYJ,WARPS v1.8,7.0,-130,100,OVER,-130,8.332,9.0,1.332,1.332,0.6469,0.5306,0.1162,0.0,0.1444,win,0.7692,286,2,2,1.0,WARPS v1.8|WARPS v2.3,,1.159,1.332,True,True
2009,PHI,WARPS v1.8,9.5,-145,115,UNDER,115,9.467,11.0,-0.033,0.033,0.486,0.4401,0.046,0.0,0.0449,loss,-1.0,286,2,1,0.5,WARPS v1.8,WARPS v2.3,0.707,-0.033,False,True
2009,PIT,WARPS v1.8,10.5,-125,-105,UNDER,-105,10.157,9.0,-0.343,0.343,0.542,0.4797,0.0623,0.0,0.0581,win,0.9524,286,2,1,0.5,WARPS v1.8,WARPS v2.3,0.309,-0.343,False,True
2009,SEA,WARPS v1.8,7.5,-175,145,UNDER,145,7.067,5.0,-0.433,0.433,0.5455,0.3908,0.1547,0.0,0.3364,win,1.45,286,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.672,-0.433,True,True
2009,SF,WARPS v1.8,7.0,-140,110,OVER,-140,7.773,8.0,0.773,0.773,0.6049,0.5506,0.0543,0.0,0.037,win,0.7143,286,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.307,0.773,True,True
2009,TB,WARPS v1.8,6.5,140,-170,OVER,140,7.915,3.0,1.415,1.415,0.6608,0.3982,0.2626,0.0,0.586,loss,-1.0,286,2,2,1.0,WARPS v1.8|WARPS v2.3,,1.407,1.415,True,True
2009,TEN,WARPS v1.8,9.0,-105,-125,OVER,-105,9.892,8.0,0.892,0.892,0.6119,0.4797,0.1322,0.0,0.1946,loss,-1.0,286,2,2,1.0,WARPS v1.8|WARPS v2.3,,1.22,0.892,True,True
2009,WAS,WARPS v1.8,8.5,120,-150,UNDER,-150,7.459,4.0,-1.041,1.041,0.6259,0.569,0.0569,0.0,0.0431,win,0.6667,286,2,2,1.0,WARPS v1.8|WARPS v2.3,,-1.29,-1.041,True,True
2010,ARI,WARPS v1.8,7.5,-140,110,OVER,-140,8.933,5.0,1.433,1.433,0.6604,0.5506,0.1098,0.0,0.1321,loss,-1.0,318,2,2,1.0,WARPS v1.8|WARPS v2.3,,1.203,1.433,True,True
2010,ATL,WARPS v1.8,9.5,-115,-115,UNDER,-115,8.442,13.0,-1.058,1.058,0.6321,0.5,0.1321,0.0,0.1817,loss,-1.0,318,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.694,-1.058,True,True
2010,BAL,WARPS v1.8,10.0,-105,-125,UNDER,-125,9.475,12.0,-0.525,0.525,0.5472,0.5203,0.0269,0.0,-0.0151,loss,-1.0,318,2,1,0.5,WARPS v1.8,WARPS v2.3,0.206,-0.525,False,True
2010,BUF,WARPS v1.8,5.0,-125,-105,OVER,-125,6.85,4.0,1.85,1.85,0.7233,0.5203,0.203,0.0,0.3019,loss,-1.0,318,2,2,1.0,WARPS v1.8|WARPS v2.3,,1.441,1.85,True,True
2010,CAR,WARPS v1.8,7.0,115,-145,OVER,115,8.256,2.0,1.256,1.256,0.6352,0.4401,0.1952,0.0,0.3657,loss,-1.0,318,2,2,1.0,WARPS v1.8|WARPS v2.3,,2.013,1.256,True,True
2010,CHI,WARPS v1.8,8.0,105,-135,UNDER,-135,7.182,11.0,-0.818,0.818,0.6038,0.5408,0.063,0.0,0.051,loss,-1.0,318,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.935,-0.818,True,True
2010,CIN,WARPS v1.8,8.0,-140,110,UNDER,110,7.817,4.0,-0.183,0.183,0.522,0.4494,0.0726,0.0,0.0962,win,1.1,318,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.255,-0.183,True,True
2010,CLE,WARPS v1.8,5.5,-130,100,OVER,-130,6.128,5.0,0.628,0.628,0.5881,0.5306,0.0574,0.0,0.0404,loss,-1.0,318,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.037,0.628,True,True
2010,DAL,WARPS v1.8,10.0,-135,105,UNDER,105,9.22,6.0,-0.78,0.78,0.5943,0.4592,0.1351,0.0,0.2184,win,1.05,318,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.381,-0.78,True,True
2010,DEN,WARPS v1.8,7.0,-130,100,OVER,-130,8.275,4.0,1.275,1.275,0.6384,0.5306,0.1078,0.0,0.1294,loss,-1.0,318,2,2,1.0,WARPS v1.8|WARPS v2.3,,1.533,1.275,True,True
2010,DET,WARPS v1.8,5.0,-155,125,OVER,-155,5.465,6.0,0.465,0.465,0.5755,0.5776,-0.0022,0.0,-0.0533,win,0.6452,318,2,1,0.5,WARPS v1.8,WARPS v2.3,-0.394,0.465,False,True
2010,GB,WARPS v1.8,9.5,-160,130,OVER,-160,9.614,10.0,0.114,0.114,0.5126,0.586,-0.0734,0.0,-0.1671,win,0.625,318,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.038,0.114,True,True
2010,HOU,WARPS v1.8,8.5,-115,-115,OVER,-115,8.562,6.0,0.062,0.062,0.5126,0.5,0.0126,0.0,-0.0417,loss,-1.0,318,2,1,0.5,WARPS v1.8,WARPS v2.3,-0.158,0.062,False,True
2010,IND,WARPS v1.8,10.5,-130,100,UNDER,100,9.314,10.0,-1.186,1.186,0.6352,0.4694,0.1658,0.0,0.2704,win,1.0,318,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.954,-1.186,True,True
2010,JAX,WARPS v1.8,7.0,-105,-125,UNDER,-125,6.974,8.0,-0.026,0.026,0.4906,0.5203,-0.0297,0.0,-0.117,loss,-1.0,318,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.351,-0.026,True,True
2010,KC,WARPS v1.8,6.5,-115,-115,OVER,-115,6.972,10.0,0.472,0.472,0.5786,0.5,0.0786,0.0,0.0818,win,0.8696,318,2,1,0.5,WARPS v1.8,WARPS v2.3,-0.19,0.472,False,True
2010,LAC,WARPS v1.8,10.5,-115,-115,UNDER,-115,9.925,9.0,-0.575,0.575,0.5535,0.5,0.0535,0.0,0.0347,win,0.8696,318,2,2,1.0,WARPS v1.8|WARPS v2.3,,-0.481,-0.575,True,True
2010,LAR,WARPS v1.8,4.5,-125,-105,OVER,-125,5.528,7.0,1.028,1.028,0.6101,0.5203,0.0898,0.0,0.0981,win,0.8,318,2,2,1.0,WARPS v1.8|WARPS v2.3,,0.699,1.028,True,True
