regression_factor,sos_weight,logit_scale,warps_mae,pyth_mae,prior_wins_mae,warps_rmse,pyth_rmse,prior_wins_rmse,n,years
0.7,0.25,6.5,2.3008734760994307,2.4003287119947974,2.72972972972973,2.767161617186131,2.9640929337936237,3.4242116209757283,223,2015-2021
0.7,0.3,6.5,2.3008734760994307,2.4003287119947974,2.72972972972973,2.767161617186131,2.9640929337936237,3.4242116209757283,223,2015-2021
0.75,0.0,7.0,2.3012150252387094,2.4003287119947974,2.72972972972973,2.7673546080590783,2.9640929337936237,3.4242116209757283,223,2015-2021
0.75,0.1,7.0,2.3012150252387094,2.4003287119947974,2.72972972972973,2.7673546080590783,2.9640929337936237,3.4242116209757283,223,2015-2021
0.75,0.15,7.0,2.3012150252387094,2.4003287119947974,2.72972972972973,2.7673546080590783,2.9640929337936237,3.4242116209757283,223,2015-2021
0.75,0.2,7.0,2.3012150252387094,2.4003287119947974,2.72972972972973,2.7673546080590783,2.9640929337936237,3.4242116209757283,223,2015-2021
0.75,0.25,7.0,2.3012150252387094,2.4003287119947974,2.72972972972973,2.7673546080590783,2.9640929337936237,3.4242116209757283,223,2015-2021
0.75,0.3,7.0,2.3012150252387094,2.4003287119947974,2.72972972972973,2.7673546080590783,2.9640929337936237,3.4242116209757283,223,2015-2021
0.75,0.0,7.5,2.3093832696876877,2.4003287119947974,2.72972972972973,2.7721172101514933,2.9640929337936237,3.4242116209757283,223,2015-2021
0.75,0.1,7.5,2.3093832696876877,2.4003287119947974,2.72972972972973,2.7721172101514933,2.9640929337936237,3.4242116209757283,223,2015-2021
0.75,0.15,7.5,2.3093832696876877,2.4003287119947974,2.72972972972973,2.7721172101514933,2.9640929337936237,3.4242116209757283,223,2015-2021
0.75,0.2,7.5,2.3093832696876877,2.4003287119947974,2.72972972972973,2.7721172101514933,2.9640929337936237,3.4242116209757283,223,2015-2021
0.75,0.25,7.5,2.3093832696876877,2.4003287119947974,2.72972972972973,2.7721172101514933,2.9640929337936237,3.4242116209757283,223,2015-2021
0.75,0.3,7.5,2.3093832696876877,2.4003287119947974,2.72972972972973,2.7721172101514933,2.9640929337936237,3.4242116209757283,223,2015-2021
0.7,0.0,7.0,2.3095798918350607,2.4003287119947974,2.72972972972973,2.772232971990274,2.9640929337936237,3.4242116209757283,223,2015-2021
0.7,0.1,7.0,2.3095798918350607,2.4003287119947974,2.72972972972973,2.772232971990274,2.9640929337936237,3.4242116209757283,223,2015-2021
0.7,0.15,7.0,2.3095798918350607,2.4003287119947974,2.72972972972973,2.772232971990274,2.9640929337936237,3.4242116209757283,223,2015-2021
0.7,0.2,7.0,2.3095798918350607,2.4003287119947974,2.72972972972973,2.772232971990274,2.9640929337936237,3.4242116209757283,223,2015-2021
0.7,0.25,7.0,2.3095798918350607,2.4003287119947974,2.72972972972973,2.772232971990274,2.9640929337936237,3.4242116209757283,223,2015-2021
0.7,0.3,7.0,2.3095798918350607,2.4003287119947974,2.72972972972973,2.772232971990274,2.9640929337936237,3.4242116209757283,223,2015-2021
0.65,0.0,6.5,2.309821220272861,2.4003287119947974,2.72972972972973,2.7723785862463757,2.9640929337936237,3.4242116209757283,223,2015-2021
0.65,0.1,6.5,2.309821220272861,2.4003287119947974,2.72972972972973,2.7723785862463757,2.9640929337936237,3.4242116209757283,223,2015-2021
0.65,0.15,6.5,2.309821220272861,2.4003287119947974,2.72972972972973,2.7723785862463757,2.9640929337936237,3.4242116209757283,223,2015-2021
0.65,0.2,6.5,2.309821220272861,2.4003287119947974,2.72972972972973,2.7723785862463757,2.9640929337936237,3.4242116209757283,223,2015-2021
0.65,0.25,6.5,2.309821220272861,2.4003287119947974,2.72972972972973,2.7723785862463757,2.9640929337936237,3.4242116209757283,223,2015-2021
0.65,0.3,6.5,2.309821220272861,2.4003287119947974,2.72972972972973,2.7723785862463757,2.9640929337936237,3.4242116209757283,223,2015-2021
0.6,0.0,6.0,2.310122210769088,2.4003287119947974,2.72972972972973,2.7725650458554956,2.9640929337936237,3.4242116209757283,223,2015-2021
0.6,0.1,6.0,2.310122210769088,2.4003287119947974,2.72972972972973,2.7725650458554956,2.9640929337936237,3.4242116209757283,223,2015-2021
0.6,0.15,6.0,2.310122210769088,2.4003287119947974,2.72972972972973,2.7725650458554956,2.9640929337936237,3.4242116209757283,223,2015-2021
0.6,0.2,6.0,2.310122210769088,2.4003287119947974,2.72972972972973,2.7725650458554956,2.9640929337936237,3.4242116209757283,223,2015-2021
0.6,0.25,6.0,2.310122210769088,2.4003287119947974,2.72972972972973,2.7725650458554956,2.9640929337936237,3.4242116209757283,223,2015-2021
0.6,0.3,6.0,2.310122210769088,2.4003287119947974,2.72972972972973,2.7725650458554956,2.9640929337936237,3.4242116209757283,223,2015-2021
0.55,0.0,5.5,2.310504681405116,2.4003287119947974,2.72972972972973,2.7728088841813046,2.9640929337936237,3.4242116209757283,223,2015-2021
0.55,0.1,5.5,2.310504681405116,2.4003287119947974,2.72972972972973,2.7728088841813046,2.9640929337936237,3.4242116209757283,223,2015-2021
0.55,0.15,5.5,2.310504681405116,2.4003287119947974,2.72972972972973,2.7728088841813046,2.9640929337936237,3.4242116209757283,223,2015-2021
