w_pyth_edge,w_pass_epa,w_point_diff,regression_factor,sos_weight,logit_scale,warps_mae,pyth_mae,pw_mae,warps_rmse,n,years
0.25,0.0,0.75,0.75,0.0,5.5,2.284128058910742,2.4003287119947974,2.72972972972973,2.768285988025827,223,2015-2021
0.5,0.05,0.45,0.75,0.0,5.5,2.284281895649765,2.4003287119947974,2.72972972972973,2.7691642200116373,223,2015-2021
0.2,0.0,0.8,0.75,0.0,5.5,2.2846542263429757,2.4003287119947974,2.72972972972973,2.7684541470425614,223,2015-2021
0.45,0.05,0.5,0.75,0.0,5.5,2.284700320711613,2.4003287119947974,2.72972972972973,2.7692427079796915,223,2015-2021
0.85,0.1,0.05,0.75,0.0,5.5,2.2850569531755918,2.4003287119947974,2.72972972972973,2.770907162620148,223,2015-2021
0.8,0.1,0.1,0.75,0.0,5.5,2.2850591312382775,2.4003287119947974,2.72972972972973,2.770860647422197,223,2015-2021
0.9,0.1,-0.0,0.75,0.0,5.5,2.285073752381322,2.4003287119947974,2.72972972972973,2.770971134043185,223,2015-2021
0.75,0.1,0.15,0.75,0.0,5.5,2.285164815547381,2.4003287119947974,2.72972972972973,2.7708315790181977,223,2015-2021
0.15,0.0,0.85,0.75,0.0,5.5,2.28517970314191,2.4003287119947974,2.72972972972973,2.768639557468439,223,2015-2021
0.4,0.05,0.55,0.75,0.0,5.5,2.2852141133668717,2.4003287119947974,2.72972972972973,2.769338547943331,223,2015-2021
0.7,0.1,0.2,0.75,0.0,5.5,2.285364318503519,2.4003287119947974,2.72972972972973,2.770819947040837,223,2015-2021
0.65,0.1,0.25,0.75,0.0,5.5,2.2855634618669676,2.4003287119947974,2.72972972972973,2.7708257401894545,223,2015-2021
0.1,0.0,0.9,0.75,0.0,5.5,2.2857044825307318,2.4003287119947974,2.72972972972973,2.768842197965164,223,2015-2021
0.35,0.05,0.6,0.75,0.0,5.5,2.2857429801400944,2.4003287119947974,2.72972972972973,2.7694517230678626,223,2015-2021
0.6,0.1,0.3,0.75,0.0,5.5,2.2857784439169846,2.4003287119947974,2.72972972972973,2.770848946233026,223,2015-2021
0.05,0.0,0.95,0.75,0.0,5.5,2.28622855777793,2.4003287119947974,2.72972972972973,2.7690620463053484,223,2015-2021
0.3,0.05,0.65,0.75,0.0,5.5,2.2862711787158605,2.4003287119947974,2.72972972972973,2.769582215608494,223,2015-2021
0.55,0.1,0.35,0.75,0.0,5.5,2.2862957243352007,2.4003287119947974,2.72972972972973,2.7708895520132977,223,2015-2021
0.0,0.0,1.0,0.75,0.0,5.5,2.286751922197551,2.4003287119947974,2.72972972972973,2.7692990793772077,223,2015-2021
0.25,0.05,0.7,0.75,0.0,5.5,2.2867987021585585,2.4003287119947974,2.72972972972973,2.769730006914342,223,2015-2021
0.5,0.1,0.4,0.75,0.0,5.5,2.2868271976181966,2.4003287119947974,2.72972972972973,2.770947543448075,223,2015-2021
0.85,0.15,0.0,0.75,0.0,5.5,2.2872701858193034,2.4003287119947974,2.72972972972973,2.7730363857166633,223,2015-2021
0.2,0.05,0.75,0.75,0.0,5.5,2.287325543576803,2.4003287119947974,2.72972972972973,2.7698950774325866,223,2015-2021
0.45,0.1,0.45,0.75,0.0,5.5,2.2873580256351134,2.4003287119947974,2.72972972972973,2.7710229055346622,223,2015-2021
0.8,0.15,0.05,0.75,0.0,5.5,2.2873981820545333,2.4003287119947974,2.72972972972973,2.772986761002413,223,2015-2021
0.75,0.15,0.1,0.75,0.0,5.5,2.28758614096797,2.4003287119947974,2.72972972972973,2.7729545811166916,223,2015-2021
0.15,0.05,0.8,0.75,0.0,5.5,2.287851696123715,2.4003287119947974,2.72972972972973,2.7700774067127707,223,2015-2021
0.7,0.15,0.15,0.75,0.0,5.5,2.2878839651288896,2.4003287119947974,2.72972972972973,2.7729398356951087,223,2015-2021
0.4,0.1,0.5,0.75,0.0,5.5,2.287888201296056,2.4003287119947974,2.72972972972973,2.7711156223534483,223,2015-2021
0.65,0.15,0.2,0.75,0.0,5.5,2.288195198715871,2.4003287119947974,2.72972972972973,2.7729425134410457,223,2015-2021
0.1,0.05,0.85,0.75,0.0,5.5,2.2883771529971892,2.4003287119947974,2.72972972972973,2.7702769734112356,223,2015-2021
0.35,0.1,0.55,0.75,0.0,5.5,2.2884177175542217,2.4003287119947974,2.72972972972973,2.771225677071646,223,2015-2021
0.6,0.15,0.25,0.75,0.0,5.5,2.288506150055214,2.4003287119947974,2.72972972972973,2.7729626021286626,223,2015-2021
0.05,0.05,0.9,0.75,0.0,5.5,2.288901907440157,2.4003287119947974,2.72972972972973,2.770493755295702,223,2015-2021
0.3,0.1,0.6,0.75,0.0,5.5,2.2889465674061955,2.4003287119947974,2.72972972972973,2.7713530519471745,223,2015-2021
0.55,0.15,0.3,0.75,0.0,5.5,2.2889730120664424,2.4003287119947974,2.72972972972973,2.7730000886060506,223,2015-2021
0.0,0.05,0.95,0.75,0.0,5.5,2.289425952740841,2.4003287119947974,2.72972972972973,2.770727729249987,223,2015-2021
0.25,0.1,0.65,0.75,0.0,5.5,2.289474743892236,2.4003287119947974,2.72972972972973,2.7714977283326836,223,2015-2021
0.5,0.15,0.35,0.75,0.0,5.5,2.2895051099999715,2.4003287119947974,2.72972972972973,2.77305495879854,223,2015-2021
0.2,0.1,0.7,0.75,0.0,5.5,2.290002240096558,2.4003287119947974,2.72972972972973,2.771659686679731,223,2015-2021
0.45,0.15,0.4,0.75,0.0,5.5,2.290036564482161,2.4003287119947974,2.72972972972973,2.7731271977121534,223,2015-2021
0.8,0.2,-0.0,0.75,0.0,5.5,2.2900412477163647,2.4003287119947974,2.72972972972973,2.775436868871827,223,2015-2021
0.75,0.2,0.05,0.75,0.0,5.5,2.2903360096938674,2.4003287119947974,2.72972972972973,2.7754016115254427,223,2015-2021
0.15,0.1,0.75,0.75,0.0,5.5,2.2905290491476062,2.4003287119947974,2.72972972972973,2.771838906543093,223,2015-2021
0.4,0.15,0.45,0.75,0.0,5.5,2.290567368400223,2.4003287119947974,2.72972972972973,2.7732167894372144,223,2015-2021
0.7,0.2,0.1,0.75,0.0,5.5,2.290647855566195,2.4003287119947974,2.72972972972973,2.7753837819768905,223,2015-2021
0.65,0.2,0.15,0.75,0.0,5.5,2.2909594231290655,2.4003287119947974,2.72972972972973,2.775383368940083,223,2015-2021
0.1,0.1,0.8,0.75,0.0,5.5,2.2910551642183283,2.4003287119947974,2.72972972972973,2.772035366585221,223,2015-2021
0.35,0.15,0.5,0.75,0.0,5.5,2.291097514684179,2.4003287119947974,2.72972972972973,2.7733237171520955,223,2015-2021
0.6,0.2,0.2,0.75,0.0,5.5,2.29127070939229,2.4003287119947974,2.72972972972973,2.77540036020131,223,2015-2021
0.05,0.1,0.85,0.75,0.0,5.5,2.2915805785264363,2.4003287119947974,2.72972972972973,2.7722490445808345,223,2015-2021
0.3,0.15,0.55,0.75,0.0,5.5,2.2916269963071545,2.4003287119947974,2.72972972972973,2.773447963127117,223,2015-2021
0.55,0.2,0.25,0.75,0.0,5.5,2.2916550560517477,2.4003287119947974,2.72972972972973,2.775434742622407,223,2015-2021
0.0,0.1,0.9,0.75,0.0,5.5,2.2921052853346664,2.4003287119947974,2.72972972972973,2.7724799174216526,223,2015-2021
0.25,0.15,0.6,0.75,0.0,5.5,2.292155806285671,2.4003287119947974,2.72972972972973,2.7735895087285924,223,2015-2021
0.5,0.2,0.3,0.75,0.0,5.5,2.2921877589393884,2.4003287119947974,2.72972972972973,2.7754865021440747,223,2015-2021
0.2,0.15,0.65,0.75,0.0,5.5,2.2926839376799197,2.4003287119947974,2.72972972972973,2.7737483344230096,223,2015-2021
0.45,0.2,0.35,0.75,0.0,5.5,2.29271982014213,2.4003287119947974,2.72972972972973,2.7755556237893497,223,2015-2021
0.75,0.25,0.0,0.75,0.0,5.5,2.293105022750846,2.4003287119947974,2.72972972972973,2.7781723963542695,223,2015-2021
0.15,0.15,0.7,0.75,0.0,5.5,2.2932113835940493,2.4003287119947974,2.72972972972973,2.773924419781359,223,2015-2021
0.4,0.2,0.4,0.75,0.0,5.5,2.293251232524722,2.4003287119947974,2.72972972972973,2.7756420916672235,223,2015-2021
0.7,0.25,0.05,0.75,0.0,5.5,2.293417190913059,2.4003287119947974,2.72972972972973,2.778151515103432,223,2015-2021
0.65,0.25,0.1,0.75,0.0,5.5,2.293729081582639,2.4003287119947974,2.72972972972973,2.7781480390179736,223,2015-2021
0.1,0.15,0.75,0.75,0.0,5.5,2.29373813717643,2.4003287119947974,2.72972972972973,2.7741177434836013,223,2015-2021
0.35,0.2,0.45,0.75,0.0,5.5,2.2937819889944326,2.4003287119947974,2.72972972972973,2.7757458889764015,223,2015-2021
0.6,0.25,0.15,0.75,0.0,5.5,2.2940406917697995,2.4003287119947974,2.72972972972973,2.7781619559031765,223,2015-2021
0.05,0.15,0.8,0.75,0.0,5.5,2.2942641916199187,2.4003287119947974,2.72972972972973,2.7743282833232707,223,2015-2021
0.3,0.2,0.5,0.75,0.0,5.5,2.294312082501348,2.4003287119947974,2.72972972972973,2.775866998009218,223,2015-2021
0.55,0.25,0.2,0.75,0.0,5.5,2.2943520184997324,2.4003287119947974,2.72972972972973,2.7781932526419304,223,2015-2021
0.0,0.15,0.85,0.75,0.0,5.5,2.294789540162126,2.4003287119947974,2.72972972972973,2.7745560162122174,223,2015-2021
0.25,0.2,0.55,0.75,0.0,5.5,2.294841506038661,2.4003287119947974,2.72972972972973,2.7760054001556824,223,2015-2021
0.5,0.25,0.25,0.75,0.0,5.5,2.2948747631575386,2.4003287119947974,2.72972972972973,2.7782419151980666,223,2015-2021
0.2,0.2,0.6,0.75,0.0,5.5,2.2953702526429534,2.4003287119947974,2.72972972972973,2.7761610759076794,223,2015-2021
0.45,0.25,0.3,0.75,0.0,5.5,2.295407410963961,2.4003287119947974,2.72972972972973,2.7783079286198347,223,2015-2021
0.15,0.2,0.65,0.75,0.0,5.5,2.295898315394476,2.4003287119947974,2.72972972972973,2.7763340048632994,223,2015-2021
0.4,0.25,0.35,0.75,0.0,5.5,2.2959394116454215,2.4003287119947974,2.72972972972973,2.77839127704353,223,2015-2021
0.1,0.2,0.7,0.75,0.0,5.5,2.296425687417417,2.4003287119947974,2.72972972972973,2.7765241657313156,223,2015-2021
0.35,0.25,0.4,0.75,0.0,5.5,2.2964707580868877,2.4003287119947974,2.72972972972973,2.778491943697265,223,2015-2021
0.7,0.3,0.0,0.75,0.0,5.5,2.2965553731377386,2.4003287119947974,2.72972972972973,2.7812424642572338,223,2015-2021
0.65,0.3,0.05,0.75,0.0,5.5,2.2967970407088787,2.4003287119947974,2.72972972972973,2.7812359558921576,223,2015-2021
0.05,0.2,0.75,0.75,0.0,5.5,2.2969523618801717,2.4003287119947974,2.72972972972973,2.776731536335794,223,2015-2021
0.3,0.25,0.45,0.75,0.0,5.5,2.2970014432158483,2.4003287119947974,2.72972972972973,2.778609910904888,223,2015-2021
0.6,0.3,0.1,0.75,0.0,5.5,2.297038465776173,2.4003287119947974,2.72972972972973,2.78124682450036,223,2015-2021
0.55,0.3,0.15,0.75,0.0,5.5,2.297279646027901,2.4003287119947974,2.72972972972973,2.781275056992995,223,2015-2021
0.0,0.2,0.8,0.75,0.0,5.5,2.297478331995607,2.4003287119947974,2.72972972972973,2.776956093620839,223,2015-2021
0.25,0.25,0.5,0.75,0.0,5.5,2.2975314600026078,2.4003287119947974,2.72972972972973,2.7787451600900357,223,2015-2021
0.5,0.3,0.2,0.75,0.0,5.5,2.2977277409150987,2.4003287119947974,2.72972972972973,2.7813206393646728,223,2015-2021
0.2,0.25,0.55,0.75,0.0,5.5,2.298060801460569,2.4003287119947974,2.72972972972973,2.778897671780339,223,2015-2021
0.45,0.3,0.25,0.75,0.0,5.5,2.298274697377041,2.4003287119947974,2.72972972972973,2.7813835566969436,223,2015-2021
0.15,0.25,0.6,0.75,0.0,5.5,2.2985894606465096,2.4003287119947974,2.72972972972973,2.779067425611759,223,2015-2021
0.4,0.3,0.3,0.75,0.0,5.5,2.2988209760414366,2.4003287119947974,2.72972972972973,2.781463793161929,223,2015-2021
0.1,0.25,0.65,0.75,0.0,5.5,2.2991174306608624,2.4003287119947974,2.72972972972973,2.7792544003330626,223,2015-2021
0.35,0.3,0.35,0.75,0.0,5.5,2.2993665697480212,2.4003287119947974,2.72972972972973,2.7815613320260995,223,2015-2021
0.05,0.25,0.7,0.75,0.0,5.5,2.2996447046479767,2.4003287119947974,2.72972972972973,2.77945857381044,223,2015-2021
0.3,0.3,0.4,0.75,0.0,5.5,2.2999114713791635,2.4003287119947974,2.72972972972973,2.781676155654192,223,2015-2021
0.0,0.25,0.75,0.75,0.0,5.5,2.300171275796384,2.4003287119947974,2.72972972972973,2.779679923032248,223,2015-2021
0.25,0.3,0.45,0.75,0.0,5.5,2.3004556738601596,2.4003287119947974,2.72972972972973,2.781808245513271,223,2015-2021
0.65,0.35,0.0,0.75,0.0,5.5,2.300595973238306,2.4003287119947974,2.72972972972973,2.784646239858874,223,2015-2021
0.6,0.35,0.05,0.75,0.0,5.5,2.3007972705580477,2.4003287119947974,2.72972972972973,2.7846540892407003,223,2015-2021
0.55,0.35,0.1,0.75,0.0,5.5,2.3009982649335576,2.4003287119947974,2.72972972972973,2.784679281896444,223,2015-2021
0.2,0.3,0.5,0.75,0.0,5.5,2.3009991701595207,2.4003287119947974,2.72972972972973,2.7819575821769287,223,2015-2021
0.5,0.35,0.15,0.75,0.0,5.5,2.3012518283426013,2.4003287119947974,2.72972972972973,2.7847218038590236,223,2015-2021
0.15,0.3,0.55,0.75,0.0,5.5,2.301541953289249,2.4003287119947974,2.72972972972973,2.7821241453296244,223,2015-2021
0.45,0.35,0.2,0.75,0.0,5.5,2.301715071902246,2.4003287119947974,2.72972972972973,2.784781640251248,223,2015-2021
0.1,0.3,0.6,0.75,0.0,5.5,2.3020840163051126,2.4003287119947974,2.72972972972973,2.78230791377116,223,2015-2021
0.4,0.35,0.25,0.75,0.0,5.5,2.3021777095690092,2.4003287119947974,2.72972972972973,2.7848587752894547,223,2015-2021
0.05,0.3,0.65,0.75,0.0,5.5,2.302625352306917,2.4003287119947974,2.72972972972973,2.782508865421292,223,2015-2021
0.35,0.35,0.3,0.75,0.0,5.5,2.302639734843068,2.4003287119947974,2.72972972972973,2.784953192287281,223,2015-2021
0.3,0.35,0.35,0.75,0.0,5.5,2.303154601575654,2.4003287119947974,2.72972972972973,2.785064873659586,223,2015-2021
0.0,0.3,0.7,0.75,0.0,5.5,2.303165954438765,2.4003287119947974,2.72972972972973,2.7827269773244736,223,2015-2021
0.25,0.35,0.4,0.75,0.0,5.5,2.3036994126117527,2.4003287119947974,2.72972972972973,2.7851938009265096,223,2015-2021
0.2,0.35,0.45,0.75,0.0,5.5,2.30424351860891,2.4003287119947974,2.72972972972973,2.785339954717664,223,2015-2021
0.15,0.35,0.5,0.75,0.0,5.5,2.304786912556448,2.4003287119947974,2.72972972972973,2.785503314776477,223,2015-2021
0.6,0.4,0.0,0.75,0.0,5.5,2.3048261962009917,2.4003287119947974,2.72972972972973,2.7883825979068573,223,2015-2021
0.55,0.4,0.05,0.75,0.0,5.5,2.305007283669219,2.4003287119947974,2.72972972972973,2.7884047780111847,223,2015-2021
0.5,0.4,0.1,0.75,0.0,5.5,2.305188075111927,2.4003287119947974,2.72972972972973,2.788444262243521,223,2015-2021
0.1,0.35,0.55,0.75,0.0,5.5,2.305329587487161,2.4003287119947974,2.72972972972973,2.7856838599646556,223,2015-2021
0.45,0.4,0.15,0.75,0.0,5.5,2.3055480116298117,2.4003287119947974,2.72972972972973,2.7885010357757523,223,2015-2021
0.05,0.35,0.6,0.75,0.0,5.5,2.3058715364775773,2.4003287119947974,2.72972972972973,2.7858815682667926,223,2015-2021
0.4,0.4,0.2,0.75,0.0,5.5,2.3059706779178266,2.4003287119947974,2.72972972972973,2.7885750828766667,223,2015-2021
0.35,0.4,0.25,0.75,0.0,5.5,2.3063926744767116,2.4003287119947974,2.72972972972973,2.7886663869157258,223,2015-2021
0.0,0.35,0.65,0.75,0.0,5.5,2.306412752648229,2.4003287119947974,2.72972972972973,2.7860964167951034,223,2015-2021
0.3,0.4,0.3,0.75,0.0,5.5,2.30681399486612,2.4003287119947974,2.72972972972973,2.7887749303669804,223,2015-2021
0.25,0.4,0.35,0.75,0.0,5.5,2.3072346326853794,2.4003287119947974,2.72972972972973,2.7889006948131208,223,2015-2021
0.2,0.4,0.4,0.75,0.0,5.5,2.307654581573743,2.4003287119947974,2.72972972972973,2.789043660949669,223,2015-2021
0.15,0.4,0.45,0.75,0.0,5.5,2.3080907167263525,2.4003287119947974,2.72972972972973,2.7892038085893036,223,2015-2021
0.1,0.4,0.5,0.75,0.0,5.5,2.3085763233205228,2.4003287119947974,2.72972972972973,2.7893811166663216,223,2015-2021
0.05,0.4,0.55,0.75,0.0,5.5,2.309118863100167,2.4003287119947974,2.72972972972973,2.7895755632412302,223,2015-2021
0.55,0.45,-0.0,0.75,0.0,5.5,2.3094524412210964,2.4003287119947974,2.72972972972973,2.7924500785415303,223,2015-2021
0.5,0.45,0.05,0.75,0.0,5.5,2.309617439349299,2.4003287119947974,2.72972972972973,2.792486550538203,223,2015-2021
0.0,0.4,0.6,0.75,0.0,5.5,2.3096606710696683,2.4003287119947974,2.72972972972973,2.789787125505473,223,2015-2021
0.45,0.45,0.1,0.75,0.0,5.5,2.3098720907208583,2.4003287119947974,2.72972972972973,2.7925402821415113,223,2015-2021
0.4,0.45,0.15,0.75,0.0,5.5,2.310258966940106,2.4003287119947974,2.72972972972973,2.792611257680767,223,2015-2021
0.35,0.45,0.2,0.75,0.0,5.5,2.3106477934253404,2.4003287119947974,2.72972972972973,2.792699460589738,223,2015-2021
0.3,0.45,0.25,0.75,0.0,5.5,2.3110494637211265,2.4003287119947974,2.72972972972973,2.7928048734105544,223,2015-2021
0.25,0.45,0.3,0.75,0.0,5.5,2.311450461849659,2.4003287119947974,2.72972972972973,2.79292747779775,223,2015-2021
0.2,0.45,0.35,0.75,0.0,5.5,2.3118507816309295,2.4003287119947974,2.72972972972973,2.793067254522445,223,2015-2021
0.15,0.45,0.4,0.75,0.0,5.5,2.3122504169241958,2.4003287119947974,2.72972972972973,2.7932241834766542,223,2015-2021
0.1,0.45,0.45,0.75,0.0,5.5,2.3126493616282175,2.4003287119947974,2.72972972972973,2.7933982436777387,223,2015-2021
0.05,0.45,0.5,0.75,0.0,5.5,2.313047609681487,2.4003287119947974,2.72972972972973,2.793589413272982,223,2015-2021
0.0,0.45,0.55,0.75,0.0,5.5,2.313445155062452,2.4003287119947974,2.72972972972973,2.793797669544299,223,2015-2021
0.5,0.5,0.0,0.75,0.0,5.5,2.314108332244921,2.4003287119947974,2.72972972972973,2.7968469367082993,223,2015-2021
0.45,0.5,0.05,0.75,0.0,5.5,2.3142749435659242,2.4003287119947974,2.72972972972973,2.7968976500675535,223,2015-2021
0.4,0.5,0.1,0.75,0.0,5.5,2.3146623456020428,2.4003287119947974,2.72972972972973,2.7969655732151,223,2015-2021
0.35,0.5,0.15,0.75,0.0,5.5,2.31504907904021,2.4003287119947974,2.72972972972973,2.797050689657305,223,2015-2021
0.3,0.5,0.2,0.75,0.0,5.5,2.3154351376460904,2.4003287119947974,2.72972972972973,2.7971529820130714,223,2015-2021
0.25,0.5,0.25,0.75,0.0,5.5,2.315820515223946,2.4003287119947974,2.72972972972973,2.7972724320178637,223,2015-2021
0.2,0.5,0.3,0.75,0.0,5.5,2.3162052056168863,2.4003287119947974,2.72972972972973,2.7974090205278745,223,2015-2021
0.15,0.5,0.35,0.75,0.0,5.5,2.3165892027070987,2.4003287119947974,2.72972972972973,2.7975627275243222,223,2015-2021
0.1,0.5,0.4,0.75,0.0,5.5,2.3169725004160933,2.4003287119947974,2.72972972972973,2.797733532117879,223,2015-2021
0.05,0.5,0.45,0.75,0.0,5.5,2.317355092704921,2.4003287119947974,2.72972972972973,2.7979214125532295,223,2015-2021
0.0,0.5,0.5,0.75,0.0,5.5,2.3177449963485746,2.4003287119947974,2.72972972972973,2.798126346213761,223,2015-2021
0.45,0.55,0.0,0.75,0.0,5.5,2.318915857176393,2.4003287119947974,2.72972972972973,2.801571104029945,223,2015-2021
0.4,0.55,0.05,0.75,0.0,5.5,2.3191954833940756,2.4003287119947974,2.72972972972973,2.8016359966504973,223,2015-2021
0.35,0.55,0.1,0.75,0.0,5.5,2.319562120697727,2.4003287119947974,2.72972972972973,2.8017180440320444,223,2015-2021
0.3,0.55,0.15,0.75,0.0,5.5,2.3199280797292983,2.4003287119947974,2.72972972972973,2.8018172288787393,223,2015-2021
0.25,0.55,0.2,0.75,0.0,5.5,2.320293354317817,2.4003287119947974,2.72972972972973,2.801933533015845,223,2015-2021
0.2,0.55,0.25,0.75,0.0,5.5,2.3206579383308363,2.4003287119947974,2.72972972972973,2.802066937393877,223,2015-2021
0.15,0.55,0.3,0.75,0.0,5.5,2.321021825674681,2.4003287119947974,2.72972972972973,2.8022174220928844,223,2015-2021
0.1,0.55,0.35,0.75,0.0,5.5,2.3213850102946765,2.4003287119947974,2.72972972972973,2.8023849663268505,223,2015-2021
0.05,0.55,0.4,0.75,0.0,5.5,2.3217597937469994,2.4003287119947974,2.72972972972973,2.802569548448235,223,2015-2021
0.0,0.55,0.45,0.75,0.0,5.5,2.3221421714092085,2.4003287119947974,2.72972972972973,2.8027711459526343,223,2015-2021
0.4,0.6,0.0,0.75,0.0,5.5,2.3241015289559663,2.4003287119947974,2.72972972972973,2.806620219786504,223,2015-2021
0.35,0.6,0.05,0.75,0.0,5.5,2.324450084411769,2.4003287119947974,2.72972972972973,2.806699218171347,223,2015-2021
0.3,0.6,0.1,0.75,0.0,5.5,2.3247979718640677,2.4003287119947974,2.72972972972973,2.806795311176729,223,2015-2021
0.25,0.6,0.15,0.75,0.0,5.5,2.3251451851766167,2.4003287119947974,2.72972972972973,2.8069084807263405,223,2015-2021
0.2,0.6,0.2,0.75,0.0,5.5,2.325491718251233,2.4003287119947974,2.72972972972973,2.8070387078740255,223,2015-2021
0.15,0.6,0.25,0.75,0.0,5.5,2.325837565028033,2.4003287119947974,2.72972972972973,2.807185972808033,223,2015-2021
0.1,0.6,0.3,0.75,0.0,5.5,2.326182719485663,2.4003287119947974,2.72972972972973,2.8073502548554,223,2015-2021
0.05,0.6,0.35,0.75,0.0,5.5,2.3265271756415333,2.4003287119947974,2.72972972972973,2.80753153248646,223,2015-2021
0.0,0.6,0.4,0.75,0.0,5.5,2.326870927552039,2.4003287119947974,2.72972972972973,2.8077297833194756,223,2015-2021
0.35,0.65,0.0,0.75,0.0,5.5,2.329520089973519,2.4003287119947974,2.72972972972973,2.811991617025731,223,2015-2021
0.3,0.65,0.05,0.75,0.0,5.5,2.3298684304761195,2.4003287119947974,2.72972972972973,2.8120846364416883,223,2015-2021
0.25,0.65,0.1,0.75,0.0,5.5,2.3302160944603307,2.4003287119947974,2.72972972972973,2.812194685328462,223,2015-2021
0.2,0.65,0.15,0.75,0.0,5.5,2.3305630758189464,2.4003287119947974,2.72972972972973,2.8123217448519684,223,2015-2021
0.15,0.65,0.2,0.75,0.0,5.5,2.3309093684828213,2.4003287119947974,2.72972972972973,2.812465795317767,223,2015-2021
0.1,0.65,0.25,0.75,0.0,5.5,2.3312549664211084,2.4003287119947974,2.72972972972973,2.8126268161754084,223,2015-2021
0.05,0.65,0.3,0.75,0.0,5.5,2.3315998636414856,2.4003287119947974,2.72972972972973,2.812804786022913,223,2015-2021
0.0,0.65,0.35,0.75,0.0,5.5,2.3319440541903815,2.4003287119947974,2.72972972972973,2.8129996826113723,223,2015-2021
0.3,0.7,0.0,0.75,0.0,5.5,2.334935008936432,2.4003287119947974,2.72972972972973,2.8176823776289264,223,2015-2021
0.25,0.7,0.05,0.75,0.0,5.5,2.3352831104769316,2.4003287119947974,2.72972972972973,2.817789322363185,223,2015-2021
0.2,0.7,0.1,0.75,0.0,5.5,2.335630526954012,2.4003287119947974,2.72972972972973,2.8179132265186912,223,2015-2021
0.15,0.7,0.15,0.75,0.0,5.5,2.3359772522897346,2.4003287119947974,2.72972972972973,2.818054070527136,223,2015-2021
0.1,0.7,0.2,0.75,0.0,5.5,2.33632328044422,2.4003287119947974,2.72972972972973,2.8182118339697526,223,2015-2021
0.05,0.7,0.25,0.75,0.0,5.5,2.336668605415875,2.4003287119947974,2.72972972972973,2.818386495581759,223,2015-2021
