pred_bucket,teams,avg_proj,avg_actual,avg_error,mae
"(4.513, 6.616]",59,5.8825230587158925,6.567796610169491,-0.685273551453599,2.401832611824297
"(6.616, 7.501]",58,7.07853662802261,6.491379310344827,0.587157317677782,2.5042326278261333
"(7.501, 8.21]",59,7.871180808989066,8.483050847457626,-0.6118700384685606,2.3202992455016656
"(8.21, 8.962]",58,8.581829604818177,8.318965517241379,0.262864087576798,2.4308515348601523
"(8.962, 9.897]",58,9.42597157091237,9.482758620689655,-0.056787049777285846,2.310222447561674
"(9.897, 11.913]",59,10.520101131764045,10.016949152542374,0.5031519792216727,2.2316957187270208
